Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Patch Quality and Connectivity Influence Spatial Dynamics in a Dune Wolfspider","Dries Bonte; Luc Lens; Jean-Pierre Maelfait; Maurice Hoffmann; Eckhart Kuijken","Oecologia",="00298549",,="2003","135","2","227","7","edsjsr.4223578",,"Springer-Verlag","research-article","Incidence function model; Metapopulation; Population genetics; Cursorial dispersal; Ballooning; Dunes; Connectivity; Metapopulation ecology; Population genetics; Spiders; Wildlife habitats; Dune grasslands; Vegetation; Balloon flight; Habitat conservation",,"The spatial population dynamics of the wolf-spider Pardosa monticola, inhabiting patchily distributed grasslands in the Flemish coastal dunes of Belgium and Northern France were investigated with incidence function models using field survey data from 1998 and 2000. Vegetation height and patch size were related to habitat quality. Mark-recapture experiments revealed maximum cursorial dispersal distances of 280 m for moss dunes and 185 m for higher dune grassland. Higher shrub vegetation appeared to be dispersal barriers. These habitat-dependent cursorial distances and the theoretically estimated ballooning distance were included with patch distances into a connectivity index for both dispersal modes. Forward multiple regression indicated that patch occurrence was influenced by habitat quality and ballooning connectivity. Habitat quality and cursorial connectivity explained patterns in short-term colonisation. Extinction appeared to be stochastic and not related to habitat quality and connectivity. Genetic differentiation and variability was low. The discrepancy between the estimated low dispersal capacity and the indirect estimate of gene flow (F ST ) indicates that historical population dynamics and/or historical ballooning dispersal influence the genetic structure in this species.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.4223578&site=eds-live&scope=site&custid=s2775460"
"Simple Connectivity Measures in Spatial Ecology","Atte Moilanen; Marko Nieminen","Ecology",="00129658",,="2002","83","4","1131","15","edsjsr.10.2307.3071919","10.2307/3071919","Ecological Society of America","research-article","Buffer Measure; Colonization; Connectivity; Incidence Function Model; Isolation; Melitaea cinxia; Metapopulation Model; Nearest Neighbor; Scolitantides orion; Connectivity; Metapopulation ecology; Conservation biology; Landscape ecology; Animal ecology; Habitat conservation; Population ecology; Ecological modeling; Landscapes; Parametric models",,"Connectivity is a fundamental concept that is widely utilized in spatial ecology. The majority of connectivity measures used in the recent ecological literature only consider the nearest neighbor patch/population, or patches within a limited neighborhood of the focal patch (a buffer). Meta-analysis suggests that studies using nearest neighbor connectivity measures are much less likely to find statistically significant effects of connectivity than studies that use more complex measures. Here we compare simple connectivity measures in their ability to predict colonization events in two large and good-quality empirical data sets. The nearest neighbor distance to an occupied patch is found to be an inferior measure. Buffer measures do much better, but their performance is found to be sensitive to the estimate of the buffer radius. For highly fragmented habitats, the best and most consistent performance is found for a measure that takes into account the size of the focal patch and the sizes of and distances to all potential source populations. When experimenting with reduced data sets, it was discovered that nearest neighbor measures fail to find a statistically significant effect of connectivity for a large range of data set sizes for which the more complex measures still detect a highly significant effect. We conclude that the simplicity of a nearest neighbor measure is not an adequate compensation for poor performance.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.10.2307.3071919&site=eds-live&scope=site&custid=s2775460"
"Non-Random Dispersal in the Butterfly Maniola jurtina: Implications for Metapopulation Models","L. Conradt; E. J. Bodsworth; T. J. Roper; C. D. Thomas","Proceedings: Biological Sciences",="09628452",,="2000","267","1452","1505","6","edsjsr.2665696",,"The Royal Society","research-article","Correlated Random Walk; Incidence Function Model; Metapopulation Viability; Non-Random Dispersal; Systematic Search; Butterflies; Habitats; Metapopulation ecology; Insect flight; Wildlife habitats; Habitat preferences; Meadows; Insect behavior; T tests; Animals",,"The dispersal patterns of animals are important in metapopulation ecology because they affect the dynamics and survival of populations. Theoretical models assume random dispersal but little is known in practice about the dispersal behaviour of individual animals or the strategy by which dispersers locate distant habitat patches. In the present study, we released individual meadow brown butterflies (Maniola jurtina) in a non-habitat and investigated their ability to return to a suitable habitat. The results provided three reasons for supposing that meadow brown butterflies do not seek habitat by means of random flight. First, when released within the range of their normal dispersal distances, the butterflies orientated towards suitable habitat at a higher rate than expected at random. Second, when released at larger distances from their habitat, they used a non-random, systematic, search strategy in which they flew in loops around the release point and returned periodically to it. Third, butterflies returned to a familiar habitat patch rather than a non-familiar one when given a choice. If dispersers actively orientate towards or search systematically for distant habitat, this may be problematic for existing metapopulation models, including models of the evolution of dispersal rates in metapopulations.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.2665696&site=eds-live&scope=site&custid=s2775460"
"The Equilibrium Assumption in Estimating the Parameters of Metapopulation Models","Atte Moilanen","Journal of Animal Ecology",="00218790",,="2000","69","1","143","11","edsjsr.2647347",,"British Ecological Society","research-article","Habitat Loss; Incidence Function Model; Logistic Regression; Trend Estimation; Metapopulation ecology; Parametric models; Ecological modeling; Modeling; Logistic regression; Animal ecology; Regression analysis; Human ecology; Datasets; Parameterization",,"1. The construction of a predictive metapopulation model includes three steps: the choice of factors affecting metapopulation dynamics, the choice of model structure, and finally parameter estimation and model testing. 2. Unless the assumption is made that the metapopulation is at stochastic quasiequilibrium and unless the method of parameter estimation of model parameters uses that assumption, estimates from a limited amount of data will usually predict a trend in metapopulation size. 3. This implicit estimation of a trend occurs because extinction-colonization stochasticity, possibly amplified by regional stochasticity, leads to unequal numbers of observed extinction and colonization events during a short study period. 4. Metapopulation models, such as those based on the logistic regression model, that rely on observed population turnover events in parameter estimation are sensitive to the implicit estimation of a trend. 5. A new parameter estimation method, based on Monte Carlo inference for statistically implicit models, allows an explicit decision about whether metapopulation quasi-stability is assumed or not. 6. Our confidence in metapopulation model parameter estimates that have been produced from only a few years of data is decreased by the need to know before parameter estimation whether the metapopulation is in quasi-stable state or not. 7. The choice of whether metapopulation stability is assumed or not in parameter estimation should be done consciously. Typical data sets cover only a few years and rarely allow a statistical test of a possible trend. While making the decision about stability one should consider any information about the landscape history and species and metapopulation characteristics.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.2647347&site=eds-live&scope=site&custid=s2775460"
"Parameterizing, evaluating and comparing metapopulation models with data from individual-based simulations","Hilker, Frank M.; Hinsch, Martin; Poethke, Hans Joachim","Ecological Modelling",="03043800",,="2006","199","4","476","10","S0304380006002912","10.1016/j.ecolmodel.2005.06.011","Elsevier B.V.","fla","Model comparison; Parameterization; Metapopulation; Individual-based model; Incidence function model; Grid-based",,"Due to the lack of sufficient data and appropriate ecological information parameterizing predictive population dynamical models usually is a difficult task. The approach proposed in this study is meant to overcome this problem by using detailed individual-based simulations to generate artificial data. With short-term data samples, the models to be investigated can be parameterized and their predictions be compared. The flexibility of individual-based simulations as experimental tools also facilitates the evaluation and comparison of different (aggregated) model types. The presented approach is a step towards unifying models of different complexity. As an example we applied it to two metapopulation models of insect species in a highly fragmented landscape: the well-known incidence function model with a patch-based representation of space and a grid-based analogue. The models are tested with respect to their data requirement and recommendations for a better data sampling are derived.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=S0304380006002912&site=eds-live&scope=site&custid=s2775460"
"Lepidopteran species richness of alpine sites in the High Sudetes Mts.: effect of area and isolation","Bila, Karolina; Kuras, Tomas; Sipos, Jan; Kindlmann, Pavel","Journal of Insect Conservation: An international journal devoted to the conservation of insects and related invertebrates",="1366638X",,="2013","17","2","257","11","edssjs.E7C1B06F","10.1007/s10841-012-9504-1","Springer Netherlands","Original Paper","Central Europe; Alpine habitats; Island biogeography; Incidence function model; Species–area relationship; Species richness",,"Alpine sites in the High Sudetes Mts. host—due to their history and special climatic conditions—unique assemblages of lepidopteran species. We used data from ten of these sites to study species richness of the lepidopteran fauna and to test the effect of site area, distance to the nearest site and connectivity. For this, we used cluster analyses, species–area relationship and the incidence function model, followed by canonical analysis to test the importance of individual factors. The list of species was compiled from available literature sources with regard to recent findings. Species richness depended significantly on all geographic factors—area, distance and connectivity. Large alpine sites were more species-rich than smaller ones and remote sites differed in species composition from the others. We conclude that any decrease of the area of these sites will drastically affect the unique lepidopteran assemblages living in the High Sudetes Mts.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.E7C1B06F&site=eds-live&scope=site&custid=s2775460"
"An Evaluation of Patch Connectivity Measures","Laura R. Prugh","Ecological Applications",="10510761",,="2009","19","5","1300",,"edsjsr.40347271",,"Ecological Society of America","research-article","connectivity; fragmentation; incidence function model; isolation; logistic regression; metaanalysis; metapopulation dynamics; model selection; occupancy; Metapopulation ecology; Connectivity; Modeling; Habitat conservation; Conservation biology; Regression analysis; Landscape ecology; Landscapes; Species; Ecological modeling",,"Measuring connectivity is critical to the study of fragmented populations. The three most commonly used types of patch connectivity measures differ substantially in how they are calculated, but the performance of these measures has not been broadly assessed. Here I compare the ability of nearest neighbor (NN), buffer, and incidence function model (IFM) measures to predict the patch occupancy and colonization patterns of 24 invertebrate, reptile, and amphibian metapopulations. I predicted that NN measures, which have been criticized as being overly simplistic, would be the worst predictors of species occupancy and colonization. I also predicted that buffer measures, which sum the amount of habitat in a radius surrounding the focal patch, would have intermediate performance, and IFM measures, which take into account the areas and distances to all potential source patches, would perform best. As expected, the simplest NN measure (distance to the nearest habitat patch, $NH_i $) was the poorest predictor of patch occupancy and colonization. Contrary to expectations, however, the next-simplest NN measure (distance to the nearest occupied [source] patch, $NS_i $) was as good a predictor of occupancy and colonization as the best-performing buffer measure and the general IFM measure $S_i $. In contrast to previous studies suggesting that area-based connectivity measures perform better than distance-based ones, my results indicate that the exclusion of vacant habitat patches from calculations is the key to improved measure performance. I highlight several problems with the parameterization and use of IFM measures and suggest that models based on NS/are equally powerful and more practical for many conservation applications.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.40347271&site=eds-live&scope=site&custid=s2775460"
"novel approach based on information theory to rank conservation strategies: an application to amphibian metapopulations","Gilioli, G.; Bodini, A.; Baumgärtner, J.; Weidmann, P.; Hartmann, J.","Animal conservation",="13679430",,="2008","11","6","453","10","edsagr.US201301571304","10.1111/j.1469-1795.2008.00190.x","Oxford, UK : Blackwell Publishing Ltd","Article","Kullback-Leibler information measure; incidence function model; metapopulation conservation; strategy ranking; Bufo bufo; Rana temporaria",,"Includes references","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsagr&AN=edsagr.US201301571304&site=eds-live&scope=site&custid=s2775460"
"Modeling occupancy dynamics of a rare species, Franklin’s ground squirrel, with limited data: are simple connectivity metrics adequate?","Duggan, Jennifer M.; Schooley, Robert L.; Heske, Edward J.","Landscape Ecology",="09212973",,="2011","26","10","1477","14","edssjs.8F76DD0C","10.1007/s10980-011-9652-9","Springer Netherlands","Original Paper","Incidence function model; Cost-distance modeling; Metapopulation; Midwestern USA; Nearest neighbor; Poliocitellus franklinii; Spermophilus franklinii; Prairie",,"Conservation of populations in fragmented habitats is often based on spatially realistic metapopulation theory, which predicts negative relationships between patch extinction and area and patch colonization and isolation. Cost-distance metrics have been developed to integrate habitat quality into measures of connectivity, and thus may improve predictive power of the area-isolation paradigm. Few studies use empirical data to compare predictive performance of complex cost-distance metrics to simple metrics relying on Euclidean distances. We used 3 years of presence–absence data to examine relative influence of habitat quality, habitat area, and connectivity on occupancy and extinction rates for Poliocitellus franklinii (Franklin’s ground squirrel), a rare grassland species of conservation concern. We calculated connectivity using nearest-neighbor (NN) and incidence function model (IFM) metrics based on Euclidean and cost-distances. Habitat quality, area, and connectivity were all positive predictors for occupancy, but only isolation was a positive predictor of extinction. P. franklinii does not appear to be a tallgrass prairie obligate, but the species distribution is limited by isolation of suitable grassland habitat. A simple NN metric measuring Euclidean distance between a target area and nearest occupied source outperformed IFM (Euclidean and cost-distance) in predicting occupancy and extinction for P. franklinii. Although NN metrics are criticized for considering only the contribution of the source nearest to a target, this simplicity may be acceptable when measuring connectivity for rare species with few occupied habitat patches within dispersal distance.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.8F76DD0C&site=eds-live&scope=site&custid=s2775460"
"Minimum Viable Metapopulation Size, Extinction Debt, and the Conservation of a Declining Species","Caroline R. Bulman; Robert J. Wilson; Alison R. Holt; Lucía Gálvez Bravo; Regan I. Early; Martin S. Warren; Chris D. Thomas","Ecological Applications",="10510761",,="2007","17","5","1460",,"edsjsr.40062046",,"Ecological Society of America","research-article","conservation; Euphydryas aurinia; extinction threshold; habitat loss; incidence function model; metapopulation capacity; nonequilibrium metapopulations; transient dynamics; Metapopulation ecology; Habitat conservation; Habitat loss; Species extinction; Habitats; Connectivity; Butterflies; Conservation biology; Parametric models; Wildlife conservation",,"A key question facing conservation biologists is whether declines in species' distributions are keeping pace with landscape change, or whether current distributions overestimate probabilities of future persistence. We use metapopulations of the marsh fritillary butterfly Euphydryas aurinia in the United Kingdom as a model system to test for extinction debt in a declining species. We derive parameters for a metapopulation model (incidence function model, IFM) using information from a 625-km² landscape where habitat patch occupancy, colonization, and extinction rates for E. aurinia depend on patch connectivity, area, and quality. We then show that habitat networks in six extant metapopulations in 16-km² squares were larger, had longer modeled persistence times (using IFM), and higher metapopulation capacity ${\rm{(\lambda }}_{\rm{M}} )$ than six extinct metapopulations. However, there was a >99% chance that one or more of the six extant metapopulations would go extinct in 100 years in the absence of further habitat loss. For 11 out of 12 networks, minimum areas of habitat needed for 95% persistence of metapopulation simulations after 100 years ranged from 80 to 142 ha (~5-9% of land area), depending on the spatial location of habitat. The area of habitat exceeded the estimated minimum viable metapopulation size (MVM) in only two of the six extant metapopulations, and even then by only 20%. The remaining four extant networks were expected to suffer extinction in 15-126 years. MVM was consistently estimated as ~5% of land area based on a sensitivity analysis of IFM parameters and was reduced only marginally (to ~4%) by modeling the potential impact of long-distance colonization over wider landscapes. The results suggest a widespread extinction debt among extant metapopulations of a declining species, necessitating conservation management or reserve designation even in apparent strongholds. For threatened species, metapopulation modeling is a potential means to identify landscapes near to extinction thresholds, to which conservation measures can be targeted for the best chance of success.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.40062046&site=eds-live&scope=site&custid=s2775460"
"evaluation of patch connectivity measures","Prugh, Laura R.","Ecological applications : a publication of the Ecological Society of America",="10510761",,="2009","19","5","1300","11","edsagr.US201301678641",,,"Article","patch connectivity measures; incidence function model; nearest neighbor; reptiles; wildlife management; mathematical models; ecosystems; simulation models; amphibians; invertebrates; animal ecology; habitat fragmentation",,"Includes references","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsagr&AN=edsagr.US201301678641&site=eds-live&scope=site&custid=s2775460"
"Determinants of actual functional connectivity for calcareous grassland communities linked by rotational sheep grazing","Rico, Yessica; Boehmer, Hans Juergen; Wagner, Helene H.","Landscape Ecology",="09212973",,="2012","27","2","199","11","edssjs.33EB7394","10.1007/s10980-011-9648-5","Springer Netherlands","Original Paper","Colonization rates; Species occupancy; Regeneration niches; Dispersal vector; Incidence function model; Germany",,"In fragmented landscapes, plant species persistence depends on functional connectivity in terms of pollen flow to maintain genetic diversity within populations, and seed dispersal to re-colonize habitat patches following local extinction. Connectivity in plants is commonly modeled as a function of the physical distance between patches, without testing alternative dispersal vectors. In addition, pre- and post-dispersal processes such as seed production and establishment are likely to affect patch colonization rates. Here, we test alternative models of potential functional connectivity with different assumptions on source patch effects (patch area and species occupancy) and dispersal (relating to distance among patches, matrix composition, and sheep grazing routes) against empirical patch colonization rates at the community level (actual functional connectivity), accounting for post-dispersal effects in terms of structural elements providing regeneration niches for establishment. Our analyses are based on two surveys in 1989 and in 2009 of 48 habitat specialist plants in 62 previously abandoned calcareous grassland patches in the Southern Franconian Alb in Bavaria, Germany. The best connectivity model Si, as identified by multi-model inference, combined distance along sheep grazing routes including consistently and intermittently grazed patches with mean species occupancy in 1989 as a proxy for pre-dispersal effects. Community-level patch colonization rates depended to equal degrees on connectivity and post-dispersal process. Our study highlights that actual functional connectivity of calcareous grassland communities cannot be approximated by structural connectivity based on physical distance alone, and modeling of functional connectivity needs to consider pre- and post-dispersal processes.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.33EB7394&site=eds-live&scope=site&custid=s2775460"
"Metapopulation dynamics and a landscape approach to conservation of lowland water voles (Arvicola amphibius)","MacPherson, Jenny L.; Bright, Paul W.","Landscape Ecology",="09212973",,="2011","26","10","1395","10","edssjs.E84A25A7","10.1007/s10980-011-9669-0","Springer Netherlands","Original Paper","Habitat restoration; Incidence function model; Mainland; Water vole; American mink",,"Effective conservation management for species that function as metapopulations requires an understanding of population dynamics at the landscape scale. The water vole, Arvicola amphibius, is one such species. Water voles have recently undergone a significant decline in the UK, as a result of habitat loss and predation from the introduced American mink, Neovison vison. Large reed bed and grazing marsh sites can provide refuge habitats for water voles from mink predation, in which case populations within these sites could sustain metapopulations in the surrounding landscape where conditions are less favourable. We carried out a study using a stochastic patch occupancy model to determine the long term viability of water vole metapopulations in the wider landscape around a series of extensive reed bed and grazing marsh sites designated as National Key Sites for water voles. The results of our model simulations show that a large protected core site, or mainland, is essential in maintaining the long term viability of these systems. Our results also show how these metapopulations could be enhanced by increasing patch numbers through habitat creation and/or restoration and suggest what the minimum effective size of created or restored patches should be. The study shows how population modelling can provide insight into some effective practical ways of enhancing the viability of water vole metapopulations at the landscape scale. Furthermore it demonstrates that extensive wetlands are an appropriate focus for water vole conservation measures.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.E84A25A7&site=eds-live&scope=site&custid=s2775460"
"Terrestrial metapopulation dynamics: a nonlinear bioeconomic model analysis","Groeneveld, R.; Weikard, H.P.","Journal of environmental management",="03014797",,="2006","78",,"275","11","edsagr.US201300755288","10.1016/j.jenvman.2005.04.023",,"Article","spatial habitat configuration; incidence function model; terrestrial metapopulation dynamics; bioeconomic models; spatial distribution; nonlinear models; ecology; agricultural land; conservation areas; land use; habitat fragmentation",,"Includes references","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsagr&AN=edsagr.US201300755288&site=eds-live&scope=site&custid=s2775460"
"Spatial Occurrence of a Habitat-Tracking Saproxylic Beetle Inhabiting a Managed Forest Landscape","L. Martin Schroeder; Thomas Ranius; Barbara Ekbom; Stig Larsson","Ecological Applications",="10510761",,="2007","17","3","900",,"edsjsr.40061849",,"Ecological Society of America","research-article","habitat-tracking metapopulation; Harminius undulatus; incidence function model; landscape-wide recruitment; modeling; occupancy pattern; saproxylic beetle; Forest stands; Forest habitats; Metapopulation ecology; Landscapes; Coarse woody debris; Boreal forests; Habitat conservation; Modeling; Beetles; Forest ecology",,"Because of the dynamic nature of many managed habitats, proper evaluation of conservation efforts calls for models that take into account both spatial and temporal habitat dynamics. We develop a metapopulation model for successional-type systems, in which habitat quality changes over time in a predictable fashion. The occupancy and recruitment of the predatory saproxylic (dependent on dead wood) beetle Harminius undulatus was studied in a managed boreal forest landscape, covering 24449 ha, in central Sweden. In a first step, we analyzed the beetle's occupancy pattern in relation to stand characteristics, and the amounts of present and past habitat in the surrounding landscape. Managed forest is suitable habitat when ≥60 years old, and immediately after cutting, but not between the ages of 10 and 60 years. The observed occupancy of H. undulatus was positively correlated with the stand's age as habitat. We used a metapopulation model to predict the current probability of occurrence in each forest stand, given the spatiotemporal distribution of suitable forest stands during the last 50 years. Metapopulation parameters were estimated by matching predicted spatial distributions with observed spatial distributions. The model predicted observed spatial distributions better than a similar model that assumed constant habitat quality of each forest stand. Thus, metapopulation models for successional-type systems, such as dead wood dependent organisms in managed forest landscapes, should include habitat dynamics. An estimated 82% of the landscape-wide recruitment took place in managed stands, which covered 87% of the forest area, in comparison with 18% in unmanaged stands, which covered 13% of the forest area. Among the managed stand types, 2265;60-year-old stands and 3-7-year-old clear-cuttings contributed to 79% of the total recruitment while 8-59-year-old stands only contributed 3%. The results suggest the following guidelines to improve conditions for H. undulatus and other species with similar habitat requirements: (1) the proportion of the landscape constituted by younger stands should not be allowed to grow too large, (2) the rotation period of managed stands should not be allowed to be too short, and (3) dead wood should be retained and created at final cutting.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.40061849&site=eds-live&scope=site&custid=s2775460"
"Testing the benefits of conservation set‐asides for improved habitat connectivity in tropical agricultural landscapes.","Scriven, Sarah A.; Carlson, Kimberly M.; Hodgson, Jenny A.; McClean, Colin J.; Heilmayr, Robert; Lucey, Jennifer M.; Hill, Jane K.; Struebig, Matthew","Journal of Applied Ecology",="00218901",,="Oct2019","56","10","2274","12","138954809",,"Wiley-Blackwell","Article","BORNEO; REFORESTATION; PALM oil; FRAGMENTED landscapes; FOREST conservation; PROTECTED areas; NATURAL areas; BIODIVERSITY conservation","agriculture; Borneo; climate change; fragmentation; High Conservation Value; Incidence Function Model; landscape colonization; sustainable palm oil","Habitat connectivity is important for tropical biodiversity conservation. Expansion of commodity crops, such as oil palm, fragments natural habitat areas, and strategies are needed to improve habitat connectivity in agricultural landscapes. The Roundtable on Sustainable Palm Oil (RSPO) voluntary certification system requires that growers identify and conserve forest patches identified as High Conservation Value Areas (HCVAs) before oil palm plantations can be certified as sustainable. We assessed the potential benefits of these conservation set‐asides for forest connectivity.We mapped HCVAs and quantified their forest cover in 2015. To assess their contribution to forest connectivity, we modelled range expansion of forest‐dependent populations with five dispersal abilities spanning those representative of poor dispersers (e.g. flightless insects) to more mobile species (e.g. large birds or bats) across 70 plantation landscapes in Borneo.Because only 21% of HCVA area was forested in 2015, these conservation set‐asides currently provide few connectivity benefits. Compared to a scenario where HCVAs contain no forest (i.e. a no‐RSPO scenario), current HCVAs improved connectivity by ~3% across all dispersal abilities. However, if HCVAs were fully reforested, then overall landscape connectivity could improve by ~16%. Reforestation of HCVAs had the greatest benefit for poor to intermediate dispersers (0.5–3 km per generation), generating landscapes that were up to 2.7 times better connected than landscapes without HCVAs. By contrast, connectivity benefits of HCVAs were low for highly mobile populations under current and reforestation scenarios, because range expansion of these populations was generally successful regardless of the amount of forest cover.Synthesis and applications. The Roundtable on Sustainable Palm Oil (RSPO) requires that High Conservation Value Areas (HCVAs) be set aside to conserve biodiversity, but HCVAs currently provide few connectivity benefits because they contain relatively little forest. However, reforested HCVAs have the potential to improve landscape connectivity for some forest species (e.g. winged insects), and we recommend active management by plantation companies to improve forest quality of degraded HCVAs (e.g. by enrichment planting). Future revisions to the RSPO's Principles and Criteria should also ensure that large (i.e. with a core area >2 km2) HCVAs are reconnected to continuous tracts of forest to maximize their connectivity benefits. The Roundtable on Sustainable Palm Oil (RSPO) requires that High Conservation Value Areas (HCVAs) be set aside to conserve biodiversity, but HCVAs currently provide few connectivity benefits because they contain relatively little forest. However, reforested HCVAs have the potential to improve landscape connectivity for some forest species (e.g. winged insects), and we recommend active management by plantation companies to improve forest quality of degraded HCVAs (e.g. by enrichment planting). Future revisions to the RSPO's Principles and Criteria should also ensure that large (i.e. with a core area >2 km2) HCVAs are reconnected to continuous tracts of forest to maximize their connectivity benefits. [ABSTRACT FROM AUTHOR] Copyright of Journal of Applied Ecology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=138954809&site=eds-live&scope=site&custid=s2775460"
"Metapopulation Dynamics of the Froghopper Neophilaenus albipennis (F., 1798) (Homoptera, Cercopidae) – What is the Minimum Viable Metapopulation Size?","Biedermann, Robert","Journal of Insect Conservation",="1366638X",,="2000","4","2","99","9","edssjs.92479A03","10.1023/a:1009629806382","Kluwer Academic Publishers","Original Paper","metapopulation dynamics; Neophilaenus albipennis; incidence function model; minimum viable metapopulation",,"The occurrence of the froghopper Neophilaenus albipennis was surveyed in a network of 506 patches of its host plant Brachypodium pinnatum. The occupancy pattern largely depends on the size and isolation of the habitat patches. Together with the observed turnover this indicates a metapopulation structure. In order to simulate the dynamics of the metapopulation the incidence function model was used. The model was successfully fitted to the field data. Impacts on the metapopulation were simulated and the probability of survival of the whole metapopulation was estimated. Implications for conservation, especially the minimum viable metapopulation size, are discussed.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.92479A03&site=eds-live&scope=site&custid=s2775460"
"An R package for simulating metapopulation dynamics and range expansion under environmental change","Mestre, Frederico; Cánovas, Fernando; Pita, Ricardo; Mira, António; Beja, Pedro","Environmental Modelling and Software",="13648152",,="July 2016","81",,"40","5","S1364815216300718","10.1016/j.envsoft.2016.03.007","Elsevier Ltd","sco","Occupancy-extinction dynamics; Landscape dynamics; Incidence function model; Climate change; Range shift",,"The metapopulation paradigm is central in ecology and conservation biology to understand the dynamics of spatially-structured populations in fragmented landscapes. Metapopulations are often studied using simulation modelling, and there is an increasing demand of user-friendly software tools to simulate metapopulation responses to environmental change. Here we describe the MetaLandSim R package, which integrates ideas from metapopulation and graph theories to simulate the dynamics of real and virtual metapopulations. The package offers tools to (i) estimate metapopulation parameters from empirical data, (ii) to predict variation in patch occupancy over time in static and dynamic landscapes, either real or virtual, and (iii) to quantify the patterns and speed of metapopulation expansion into empty landscapes. MetaLandSim thus provides detailed information on metapopulation processes, which can be easily combined with land use and climate change scenarios to predict metapopulation dynamics and range expansion for a variety of taxa and ecological systems.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=S1364815216300718&site=eds-live&scope=site&custid=s2775460"
"META-X: Generic Software for Metapopulation Viability Analysis","Grimm, Volker; Lorek, Helmut; Finke, Jens; Koester, Frank; Malachinski, Michael; Sonnenschein, Michael; Moilanen, Atte; Storch, Ilse; Singer, Alexander; Wissel, Christian; Frank, Karin","Biodiversity & Conservation",="09603115",,="2004","13","1","165","24","edssjs.42A5ABBD","10.1023/b:bioc.0000004317.42949.f7","Kluwer Academic Publishers","Original Paper","Decision support; Extinction; Generic model; Incidence function model; Management; Metapopulation viability; Population viability analysis; Risk assessment; Software",,"The major tools used to make population viability analyses (PVA) quantitative are stochastic models of population dynamics. Since a specially tailored model cannot be developed for every threatened population, generic models have been designed which can be parameterised and analysed by non-modellers. These generic models compromise on detail so that they can be used for a wide range of species. However, generic models have been criticised because they can be employed without the user being fully aware of the concepts, methods, potentials, and limitations of PVA. Here, we present the conception of a new generic software package for metapopulation viability analysis, META-X. This conception is based on three elements, which take into account the criticism of earlier generic PVA models: (1) comparative simulation experiments; (2) an occupancy-type model structure which ignores details of local population dynamics (these details are integrated in external submodels); and (3) a unifying currency to quantify persistence and viability, the ‘intrinsic mean time to extinction’. The rationale behind these three elements is explained and demonstrated by exemplary applications of META-X in the three fields for which META-X has been designed: teaching, risk assessment in the field, and planning. The conception of META-X is based on the notion that PVA is a tool to deal with rather than to overcome uncertainty. The purpose of PVA is to produce relative, not absolute, assessments of extinction risk which support, but do not supplant, management decisions.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edssjs&AN=edssjs.42A5ABBD&site=eds-live&scope=site&custid=s2775460"
