Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"Dynamic spatio-temporal patterns of metapopulation occupancy in patchy habitats","L. E. Bertassello; E. Bertuzzo; G. Botter; J. W. Jawitz; A. F. Aubeneau; J. T. Hoverman; A. Rinaldo; P. S. C. Rao","Royal Society Open Science",="20545703",,="2021","8","1",,,"edsdoj.7a753f8f085c453f844c9bc18e2b162e","10.1098/rsos.201309","The Royal Society","article","wetlandscape; ecohydrology; stochastic modelling; metapopulation; ecological networks; Science",,"Spatio-temporal dynamics in habitat suitability and connectivity among mosaics of heterogeneous wetlands are critical for biological diversity and species persistence in aquatic patchy landscapes. Despite the recognized importance of stochastic hydroclimatic forcing in driving wetlandscape hydrological dynamics, linking such effects to emergent dynamics of metapopulation poses significant challenges. To fill this gap, we propose here a dynamic stochastic patch occupancy model (SPOM), which links parsimonious hydrological and ecological models to simulate spatio-temporal patterns in species occupancy in wetlandscapes. Our work aims to place ecological studies of patchy habitats into a proper hydrologic and climatic framework to improve the knowledge about metapopulation shifts in response to climate-driven changes in wetlandscapes. We applied the dynamic version of the SPOM (D-SPOM) framework in two wetlandscapes in the US with contrasting landscape and climate properties. Our results illustrate that explicit consideration of the temporal dimension proposed in the D-SPOM is important to interpret local- and landscape-scale patterns of habitat suitability and metapopulation occupancy. Our analyses show that spatio-temporal dynamics of patch suitability and accessibility, driven by the stochasticity in hydroclimatic forcing, influence metapopulation occupancy and the topological metrics of the emergent wetlandscape dispersal network. D-SPOM simulations also reveal that the extinction risk in dynamic wetlandscapes is exacerbated by extended dry periods when suitable habitat decreases, hence limiting successful patch colonization and exacerbating metapopulation extinction risks. The proposed framework is not restricted only to wetland studies but could also be applied to examine metapopulation dynamics in other types of patchy habitats subjected to stochastic external disturbances.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsdoj&AN=edsdoj.7a753f8f085c453f844c9bc18e2b162e&site=eds-live&scope=site&custid=s2775460"
"When environmentally persistent pathogens transform good habitat into ecological traps.","Leach CB; Webb CT; Cross PC","Royal Society open science",="2054-5703",,="2016 Mar 23","3","3","160051",,"27069672","10.1098/rsos.160051","Royal Society Publishing","Journal Article",,,"Habitat quality plays an important role in the dynamics and stability of wildlife metapopulations. However, the benefits of high-quality habitat may be modulated by the presence of an environmentally persistent pathogen. In some cases, the presence of environmental pathogen reservoirs on high-quality habitat may lead to the creation of ecological traps, wherein host individuals preferentially colonize high-quality habitat, but are then exposed to increased infection risk and disease-induced mortality. We explored this possibility through the development of a stochastic patch occupancy model, where we varied the pathogen's virulence, transmission rate and environmental persistence as well as the distribution of habitat quality in the host metapopulation. This model suggests that for pathogens with intermediate levels of spread, high-quality habitat can serve as an ecological trap, and can be detrimental to host persistence relative to low-quality habitat. This inversion of the relative roles of high- and low-quality habitat highlights the importance of considering the interaction between spatial structure and pathogen transmission when managing wildlife populations exposed to an environmentally persistent pathogen.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=mnh&AN=27069672&site=eds-live&scope=site&custid=s2775460"
"Coherence, conservation and patch-occupancy analysis.","Ben-Zion, Yossi; Shnerb, Nadav M.","Oikos",="00301299",,="Jun2012","121","6","985","13","75914553","10.1111/j.1600-0706.2011.19991.x","Wiley-Blackwell","Article","COMMUNITIES; BIOLOGICAL extinction; FRAGMENTED landscapes; SYNCHRONIZATION; DISPERSAL (Ecology)",,"Spatial coherence (synchrony) among subpopulations poses a danger to the metacommunity, as it increases the risk of regional extinction. When this effect is significant, the use of inference techniques based on the stochastic patch occupancy model (SPOM) may be inadequate, since SPOMs assume that each habitat patch is either occupied or empty, thereby neglecting the intra-patch dynamics. Here we suggest a general classification of the dynamics that allows the identification, in a model-independent manner, of the regimes where coherence effects are strong. We also present a new technique, based on patch occupancy (presence/absence) data, for identifying the role of spatial coherence in the stabilization of a metapopulation. If the chance of a local extinction grows with the connectivity, this implies that spatial synchronization is too strong and that regional-scale extinction becomes possible. When this scenario occurs, a decrease in the movement of individuals (habitat fragmentation, reduced dispersal rates) has a positive effect on the sustainability of the spatially distributed population. The results of individual based simulations of a spatially structured population are analyzed with SPOM and the regime where the two-state approximation fails is identified. [ABSTRACT FROM AUTHOR] Copyright of Oikos is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=75914553&site=eds-live&scope=site&custid=s2775460"
"Metapopulation dynamics and a landscape approach to conservation of lowland water voles ( Arvicola amphibius).","MacPherson, Jenny; Bright, Paul","Landscape Ecology",="09212973",,="Dec2011","26","10","1395","10","67164522",,"Springer Nature","Article","AUSTRALIA; EUROPEAN water vole; METAPOPULATION (Ecology); WILDLIFE conservation; ANIMAL populations","American mink; Habitat restoration; Incidence function model; Mainland; Water vole","Effective conservation management for species that function as metapopulations requires an understanding of population dynamics at the landscape scale. The water vole, Arvicola amphibius, is one such species. Water voles have recently undergone a significant decline in the UK, as a result of habitat loss and predation from the introduced American mink, Neovison vison. Large reed bed and grazing marsh sites can provide refuge habitats for water voles from mink predation, in which case populations within these sites could sustain metapopulations in the surrounding landscape where conditions are less favourable. We carried out a study using a stochastic patch occupancy model to determine the long term viability of water vole metapopulations in the wider landscape around a series of extensive reed bed and grazing marsh sites designated as National Key Sites for water voles. The results of our model simulations show that a large protected core site, or mainland, is essential in maintaining the long term viability of these systems. Our results also show how these metapopulations could be enhanced by increasing patch numbers through habitat creation and/or restoration and suggest what the minimum effective size of created or restored patches should be. The study shows how population modelling can provide insight into some effective practical ways of enhancing the viability of water vole metapopulations at the landscape scale. Furthermore it demonstrates that extensive wetlands are an appropriate focus for water vole conservation measures. [ABSTRACT FROM AUTHOR] Copyright of Landscape Ecology is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=67164522&site=eds-live&scope=site&custid=s2775460"
"5 - Application of Stochastic Patch Occupancy Models to Real Metapopulations","Etienne, Rampal S.; ter Braak, Cajo J.F.; Vos, Claire C.","Ecology, Genetics and Evolution of Metapopulations",,="9780123234483; 0123234484",="2004",,,"105","28","B9780123234483500076","10.1016/B978-012323448-3/50007-6","Elsevier Inc.","scp",,,"Publisher Summary The application of a stochastic patch occupancy model (SPOM) to a real metapopulation consists of four parts. First, the patch occupancy data must be collected. Second, the SPOM must be formulated. Third, given the mathematical representation of the SPOM that results from the second step, the model must be parameterized using the dataset at hand and/or independent information about these parameters. Fourth, predictions can be made with the model by considering different scenarios. The reliability of these predictions must be assessed through uncertainty analysis. This chapter assumes the dataset and the SPOM to be given and concentrates on the third part by reviewing the various methods that have been developed to parameterize SPOMs using snapshot and/or turnover data. It then focuses on some of the problems still remaining, and their consequences for the fourth part, making model predictions for real metapopulations. The chapter shows that the model predictions are useful in determining the best conservation strategies for the real metapopulation. For this, it compares the distribution pattern in 2002 with the distribution pattern predicted from the model calibrated with data from 1981 to 1983 and 1986. The chapter ends with a discussion on the four parts in the application of SPOMs and an overview of the insights gained by the application of SPOMs.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edselp&AN=B9780123234483500076&site=eds-live&scope=site&custid=s2775460"
"ENVIRONMENTAL HETEROGENEITY, BIRD-MEDIATED DIRECTED DISPERSAL, AND OAK WOODLAND DYNAMICS IN MEDITERRANEAN SPAIN.","Purves, Drew W.; Zavala, Miguel A.; Ogle, Kiona; Prieto, Fernando; Rey Benayas, JosÉ M.","Ecological Monographs",="00129615",,="Feb2007","77","1","77","21","24980417",,"Wiley-Blackwell","Article","VEGETATION dynamics; PLANT migration; VEGETATION & climate; PLANT communities; FOREST dynamics; PLANT succession; BIOCLIMATOLOGY; PLANT phenology; BIOLOGICAL variation","biogeograph; climate change; climate envelope; corvids; dispersal limitation; Garrulus; holm oak; Iberian peninsular; incidence function; patch model; species migration; zoochory","Vegetation dynamics in complex landscapes depend on interactions among environmental heterogeneity, disturbance, habitat fragmentation, and seed dispersal processes. We explore how these features combine to affect the regional abundances and distributions of three Quercus (oak) species in central Spain: Q. faginea (deciduous tree), Q. ilex (evergreen tree), and Q. coccifera (evergreen shrub). We develop and parameterize a stochastic patch occupancy model (SPOM) that, unlike previous SPOMs, includes environmentally driven variation in disturbance and establishment. Dispersal in the model is directed toward local (nearby) suitable habitat patches, following the observed seed-caching behavior of the European Jay. Model parameters were estimated using Bayesian methods and survey data from 12047 plots. Model simulations were conducted to explore the importance of different dispersal modes (local directed, global directed, local random, global random). The SPOM with local directed dispersal gave a much better fit to the data and reproduced observed regional abundance, abundance-environment correlations, and spatial autocorrelation in abundance for all three species. Model simulations suggest that jay-mediated directed dispersal increases regional abundance and alters species-environment correlations. Local dispersal is estimated to reduce regional abundances, amplify species-environment correlations, and amplify spatial autocorrelation. Parameter estimates and model simulations reveal important species-specific differences in sensitivity to environmental perturbations and dispersal mode. The dominant species Q. ilex is estimated to be highly fecund, but on the edge of its climatic tolerance. Therefore Q. ilex gains little from directed dispersal, suffers little from local dispersal, and is relatively insensitive to changes in habitat cover or disturbance rate; but Q. ilex is highly sensitive to altered drought length. In contrast, the rarest species, Q. coccifera, is well adapted to the climate and soils but has low fecundity; thus, it is highly sensitive to changes in dispersal, habitat cover, and disturbance but insensitive to altered drought length. Finally, Q. faginea is estimated to be both at the edge of its climatic tolerance and to have low fecundity, making it sensitive to all perturbations. Apparently, co-occurring species can exhibit very different interactions among dispersal, environmental characteristics, and physiological tolerances, calling for increased attention to species-specific dynamics in determining regional vegetation responses to anthropogenic perturbations. [ABSTRACT FROM AUTHOR] Copyright of Ecological Monographs is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=24980417&site=eds-live&scope=site&custid=s2775460"
"Effects of patch quality and network structure on patch occupancy dynamics of a yellow-bellied marmot metapopulation.","Ozgul, Arpat; Armitage, Kenneth B.; Blumstein, Daniel T.; Vanvuren, Dirk H.; Oli, Madan K.","Journal of Animal Ecology",="00218790",,="Jan2006","75","1","191","12","19546842","10.1111/j.1365-2656.2006.01038.x","Wiley-Blackwell","Article","Habitats; Animal behavior; Animal ecology; Ecology; Colorado; Marmots; Sciuridae; Colonies (Biology); Animal societies","Marmota flaviventris; patch occupancy models; SPOMs; SPONSIM; stochastic regional synchrony","1. The presence/absence of a species at a particular site is the simplest form of data that can be collected during ecological field studies. We used 13 years (1990–2002) of survey data to parameterize a stochastic patch occupancy model for a metapopulation of the yellow-bellied marmot in Colorado, and investigated the significance of particular patches and the influence of site quality, network characteristics and regional stochasticity on the metapopulation persistence. 2. Persistence of the yellow-bellied marmot metapopulation was strongly dependent on the high quality colony sites, and persistence probability was highly sensitive to small changes in the quality of these sites. 3. A relatively small number of colony sites was ultimately responsible for the regional persistence. However, lower quality satellite sites also made a significant contribution to long-term metapopulation persistence, especially when regional stochasticity was high. 4. The northern network of the marmot metapopulation was more stable compared to the southern network, and the persistence of the southern network depended heavily on the northern network. 5. Although complex models of metapopulation dynamics may provide a more accurate description of metapopulation dynamics, such models are data-intensive. Our study, one of the very few applications of stochastic patch occupancy models to a mammalian species, suggests that stochastic patch occupancy models can provide important insights into metapopulation dynamics using data that are easy to collect. [ABSTRACT FROM AUTHOR] Copyright of Journal of Animal Ecology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=8gh&AN=19546842&site=eds-live&scope=site&custid=s2775460"
"When environmentally persistent pathogens transform good habitat into ecological traps","Clinton B. Leach; Colleen T. Webb; Paul C. Cross","Royal Society Open Science",="20545703",,="2016","3","3",,,"edsdoj.3493a647097f457eb0c91f75201465da","10.1098/rsos.160051","The Royal Society","article","disease; metapopulation; habitat quality; environmental transmission; ecological trap; Science",,"Habitat quality plays an important role in the dynamics and stability of wildlife metapopulations. However, the benefits of high-quality habitat may be modulated by the presence of an environmentally persistent pathogen. In some cases, the presence of environmental pathogen reservoirs on high-quality habitat may lead to the creation of ecological traps, wherein host individuals preferentially colonize high-quality habitat, but are then exposed to increased infection risk and disease-induced mortality. We explored this possibility through the development of a stochastic patch occupancy model, where we varied the pathogen’s virulence, transmission rate and environmental persistence as well as the distribution of habitat quality in the host metapopulation. This model suggests that for pathogens with intermediate levels of spread, high-quality habitat can serve as an ecological trap, and can be detrimental to host persistence relative to low-quality habitat. This inversion of the relative roles of high- and low-quality habitat highlights the importance of considering the interaction between spatial structure and pathogen transmission when managing wildlife populations exposed to an environmentally persistent pathogen.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsdoj&AN=edsdoj.3493a647097f457eb0c91f75201465da&site=eds-live&scope=site&custid=s2775460"
"When group dispersal and Allee effect shape metapopulation dynamics","Samuel Soubeyrand; Anna-Liisa Laine","Annales Zoologici Fennici",="0003455X",,="2017","54","1/4","123",,"edsjsr.44685831",,"Finnish Zoological and Botanical Publishing Board 2017","research-article",,,"The dispersal ability of a species will be critical for how population dynamics are realized in spatially structured systems. To date, the effect of group dispersal on metapopulation dynamics is poorly understood. Here, we investigate how group dispersal and Allee effects shape metapopulation dynamics identifying conditions in which group dispersal can be an advantage over independent dispersal. We approach this question by building and analysing a Markovian random walk for metapopulation dynamics including group dispersal and Allee effect. This Markovian random walk is analogous to the discrete-time Stochastic Patch Occupancy Model (SPOM). We find that intermediate group sizes may lead to larger and more sustainable metapopulations in the presence of an Allee effect. Hence, understanding how group size variation and realized (meta)population dynamics are linked offers an exciting future venue for research that is expected to yield key insights into the ecology and evolution of populations occupying spatially structured environments.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.44685831&site=eds-live&scope=site&custid=s2775460"
"Evaluating the combined effects of climate and land-use change on tree species distributions","Raúl García-Valdés; Jens-Christian Svenning; Miguel A. Zavala; Drew W. Purves; Miguel B. Araújo","Journal of Applied Ecology",="00218901",,="2015","52","4","902",,"edsjsr.43869262",,"John Wiley & Sons Ltd","research-article",,,"1. A large proportion of the world's biodiversity is reportedly threatened by habitat loss and climate change. However, there are few studies that investigate the interaction between these two threats using empirical data. 2. Here, we investigate interactions between climate change and land-use change in the future distribution of 23 dominant tree species in mainland Spain. We simulated changes up to year 2100 using a climate-dependent Stochastic Patch Occupancy Model, parameterized with colonization and extinction events recorded in 46 596 survey plots. 3. We estimated that the distribution of 17 out of 23 tree species are expanding and hence not at equilibrium with the climate. However, climate change will make the future occupancy of 15 species to be lower than expected if climate, and habitat, remained stable (baseline scenario). 4. Climate change, when combined with the loss of 20% of the habitat, was estimated to reduce species occupancies (relative to baseline projections) by an average of 23% if habitat loss was spatially clumped, and by 35% if it was scattered. If habitat loss occurred in areas already impacted by human activities, species occupancies would be reduced by 26%. Landuse changes leading to habitat gain (i.e. creation through reforestation) could slightly mitigate the effects of climate change, but a 20% increment in habitat would reduce climate changedriven losses in species occupancies by only ~ 3 %. 5. Synthesis and applications. The distributions of the most common tree species in mainland Spain are expanding, but climate change threatens to reduce this expansion by ~ 18% for 15 of the 23 studied species. Moreover, if the habitat of these species is simultaneously lost, the occupancies of all of them will be reduced further, with variation depending on the spatial pattern of the lost habitats. However, we did not detect synergies between climate change and habitat loss. The combined effect (with 20% habitat loss) was 5-13% less than what it would be if the effects were additive. Importantly, reforestation could partially offset the negative effects of climate change, but complete mitigation would require an increase in forested land of ~ 80%, and the prioritization of territories that are less impacted by human activities.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.43869262&site=eds-live&scope=site&custid=s2775460"
"Effects of Patch Quality and Network Structure on Patch Occupancy Dynamics of a Yellow-Bellied Marmot Metapopulation","Arpat Ozgul; Kenneth B. Armitage; Daniel T. Blumstein; Dirk H. Vanvuren; Madan K. Oli","Journal of Animal Ecology",="00218790",,="2006","75","1","191","12","edsjsr.3505480",,"British Ecological Society","research-article","Marmota flaviventris; Patch occupancy models; SPOMs; Spomsim; Stochastic regional synchrony; Metapopulation ecology; Marmots; Parametric models; Animal ecology; Ecological modeling; Conservation biology; Connectivity; Modeling; Population dynamics; Population ecology",,"1. The presence/absence of a species at a particular site is the simplest form of data that can be collected during ecological field studies. We used 13 years (1990-2002) of survey data to parameterize a stochastic patch occupancy model for a metapopulation of the yellow-bellied marmot in Colorado, and investigated the significance of particular patches and the influence of site quality, network characteristics and regional stochasticity on the metapopulation persistence. 2. Persistence of the yellow-bellied marmot metapopulation was strongly dependent on the high quality colony sites, and persistence probability was highly sensitive to small changes in the quality of these sites. 3. A relatively small number of colony sites was ultimately responsible for the regional persistence. However, lower quality satellite sites also made a significant contribution to long-term metapopulation persistence, especially when regional stochasticity was high. 4. The northern network of the marmot metapopulation was more stable compared to the southern network, and the persistence of the southern network depended heavily on the northern network. 5. Although complex models of metapopulation dynamics may provide a more accurate description of metapopulation dynamics, such models are data-intensive. Our study, one of the very few applications of stochastic patch occupancy models to a mammalian species, suggests that stochastic patch occupancy models can provide important insights into metapopulation dynamics using data that are easy to collect.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.3505480&site=eds-live&scope=site&custid=s2775460"
"A Bayesian model of metapopulation viability, with application to an endangered amphibian","Geoffrey W. Heard; Michael A. McCarthy; Michael P. Scroggie; John B. Baumgartner; Kirsten M. Parris","Diversity and Distributions",="13669516",,="2013","19","5/6","555",,"edsjsr.23479777",,"Blackwell Publishing","research-article","Metapopulation ecology; Wetlands; Viability; Conservation biology; Parametric models; Ecological modeling; Modeling; Population ecology; Population estimates; Species extinction",,"Aim: Population viability analysis (PVA) is used to quantify the risks faced by species under alternative management regimes. Bayesian PVAs allow uncertainty in the parameters of the underlying population model to be easily propagated through to the predictions. We developed a Bayesian stochastic patch occupancy model (SPOM) and used this model to assess the viability of a metapopulation of the growling grass frog (Litoria raniformis) under different urbanization scenarios. Location: Melbourne, Victoria, Australia. Methods: We fitted a Bayesian model that accounted for imperfect detection to a multiseason occupancy dataset for L. raniformis collected across northern Melbourne. The probability of extinction was modelled as a function of effective wetland area, aquatic vegetation cover and connectivity, using logistic regression. The probability of colonization was modelled as a function of connectivity alone. We then simulated the dynamics of a metapopulation of L. raniformis subject to differing levels of urbanization and compensatory wetland creation. Uncertainty was propagated by conducting simulations for 5000 estimates of the parameters of the models for extinction and colonization. Results: There was considerable uncertainty in both the probability of quasi-extinction and the minimum number of occupied wetlands under most urbanization scenarios. Uncertainty around the change in quasi-extinction risk and minimum metapopulation size increased with increasing habitat loss. For our focal metapopulation, the analysis revealed that significant investment in new wetlands may be required to offset the impacts of urbanization. Main conclusions: Bayesian approaches to PVA allow parametric uncertainty to be propagated and considered in management decisions. They also provide means of identifying parameters that represent critical uncertainties, and, through the use of informative priors, can easily assimilate new data to reduce parametric uncertainty. These advantages, and the ready availability of software to run Bayesian analyses, will ensure that Bayesian approaches are used increasingly for PVAs.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.23479777&site=eds-live&scope=site&custid=s2775460"
"Coherence, conservation and patch-occupancy analysis","Yossi Ben-Zion; Nadav M. Shnerb","Oikos",="00301299",,="2012","121","6","985",,"edsjsr.41489286","10.1111/j.1600-0706.2011.19991.x","Blackwell Publishing","research-article","Metapopulation ecology; Population dynamics; Political migration; Ecological modeling; Species extinction; Carrying capacity; Population size; Stochastic models; Habitat corridors; Habitat conservation",,"Spatial coherence (synchrony) among subpopulations poses a danger to the metacommunity, as it increases the risk of regional extinction. When this effect is significant, the use of inference techniques based on the stochastic patch occupancy model (SPOM) may be inadequate, since SPOMs assume that each habitat patch is either occupied or empty, thereby neglecting the intra-patch dynamics. Here we suggest a general classification of the dynamics that allows the identification, in a model-independent manner, of the regimes where coherence effects are strong. We also present a new technique, based on patch occupancy (presence/absence) data, for identifying the role of spatial coherence in the stabilization of a metapopulation. If the chance of a local extinction grows with the connectivity, this implies that spatial synchronization is too strong and that regional-scale extinction becomes possible. When this scenario occurs, a decrease in the movement of individuals (habitat fragmentation, reduced dispersal rates) has a positive effect on the sustainability of the spatially distributed population. The results of individual based simulations of a spatially structured population are analyzed with SPOM and the regime where the two-state approximation fails is identified.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.41489286&site=eds-live&scope=site&custid=s2775460"
"Bayesian state-space modeling of metapopulation dynamics in the Glanville fritillary butterfly","Philip J. Harrison; Ilkka Hanski; Otso Ovaskainen","Ecological Monographs",="00129615",,="2011","81","4","581",,"edsjsr.23208475",,"Ecological Society of America","research-article","Metapopulation ecology; Ecological modeling; Modeling; Parametric models; Habitats; Butterflies; Stochastic models; Population ecology; Animal nesting; Habitat selection",,"The complexity of mathematical models of ecological dynamics varies greatly, and it is often difficult to judge what would be the optimal level of complexity in a particular case. Here we compare the parameter estimates, model fits, and predictive abilities of two models of metapopulation dynamics: a detailed individual-based model (IBM) and a population-based stochastic patch occupancy model (SPOM) derived from the IBM. The two models were fitted to a 17-year time series of data for the Glanville fritillary butterfly (Melitaea cinxia) inhabiting a network of 72 small meadows. The data consisted of biannual counts of larval groups (IBM) and the annual presence or absence of local populations (SPOM). The models were fitted using a Bayesian state-space approach with a hierarchical random effect structure to account for observational, demographic, and environmental stochasticities. The detection probability of larval groups (IBM) and the probability of false zeros of local populations (SPOM) in the observation models were simultaneously estimated from the time-series data and independent control data. Prior distributions for dispersal parameters were obtained from a separate analysis of mark—recapture data. Both models fitted the data about equally, but the results were more precise for the IBM than for the SPOM. The two models yielded similar estimates for a random effect parameter describing habitat quality in each patch, which were correlated with independent empirical measures of habitat quality. The modeling results showed that variation in habitat quality influenced patch occupancy more through the effects on movement behavior at patch edges than on carrying capacity, whereas the latter influenced the mean population size in occupied patches. The IBM and the SPOM explained 63% and 45%, respectively, of the observed variation in the fraction of occupied habitat area among 75 independent patch networks not used in parameter estimation. We conclude that, while carefully constructed, detailed models can have better predictive ability than simple models, this advantage comes with the cost of greatly increased data requirements and computational challenges. Our results illustrate how complex models can be helpful in facilitating the construction of effective simpler models.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.23208475&site=eds-live&scope=site&custid=s2775460"
"Environmental Heterogeneity, Bird-Mediated Directed Dispersal, and Oak Woodland Dynamics in Mediterranean Spain","Drew W. Purves; Miguel A. Zavala; Kiona Ogle; Fernando Prieto; José M. Rey Benayas","Ecological Monographs",="00129615",,="2007","77","1","77",,"edsjsr.27646073",,"Ecological Society of America","research-article","biogeography; climate change; climate envelope; corvids; dispersal limitation; Garrulus; holm oak; Iberian peninsular; incidence function; patch model; species migration; zoochory; Seed dispersal; Metapopulation ecology; Ecological modeling; Modeling; Habitat loss; Species; Parametric models; Drought; Vegetation; Forest ecology",,"Vegetation dynamics in complex landscapes depend on interactions among environmental heterogeneity, disturbance, habitat fragmentation, and seed dispersal processes. We explore how these features combine to affect the regional abundances and distributions of three Quercus (oak) species in central Spain: Q. faginea (deciduous tree), Q. ilex (evergreen tree), and Q. coccifera (evergreen shrub). We develop and parameterize a stochastic patch occupancy model (SPOM) that, unlike previous SPOMs, includes environmentally driven variation in disturbance and establishment. Dispersal in the model is directed toward local (nearby) suitable habitat patches, following the observed seed-caching behavior of the European Jay. Model parameters were estimated using Bayesian methods and survey data from 12 047 plots. Model simulations were conducted to explore the importance of different dispersal modes (local directed, global directed, local random, global random). The SPOM with local directed dispersal gave a much better fit to the data and reproduced observed regional abundance, abundance—environment correlations, and spatial autocorrelation in abundance for all three species. Model simulations suggest that jay-mediated directed dispersal increases regional abundance and alters species—environment correlations. Local dispersal is estimated to reduce regional abundances, amplify species—environment correlations, and amplify spatial autocorrelation. Parameter estimates and model simulations reveal important species-specific differences in sensitivity to environmental perturbations and dispersal mode. The dominant species Q. ilex is estimated to be highly fecund, but on the edge of its climatic tolerance. Therefore Q. ilex gains little from directed dispersal, suffers little from local dispersal, and is relatively insensitive to changes in habitat cover or disturbance rate; but Q. ilex is highly sensitive to altered drought length. In contrast, the rarest species, Q. coccifera, is well adapted to the climate and soils but has low fecundity; thus, it is highly sensitive to changes in dispersal, habitat cover, and disturbance but insensitive to altered drought length. Finally, Q. faginea is estimated to be both at the edge of its climatic tolerance and to have low fecundity, making it sensitive to all perturbations. Apparently, co-occurring species can exhibit very different interactions among dispersal, environmental characteristics, and physiological tolerances, calling for increased attention to species-specific dynamics in determining regional vegetation responses to anthropogenic perturbations.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsjsr&AN=edsjsr.27646073&site=eds-live&scope=site&custid=s2775460"
"Non-equilibrium plant metapopulation dynamics challenge the concept of ancient/recent forest species","Lalechère, Etienne; Franck Jabot; Frédéric Archaux; Guillaume Deffuant","Ecological modelling",="0304-3800",,="2017","366",,"48","10","IND605847826","10.1016/j.ecolmodel.2017.10.008",,"Journal Article","biodiversity; extinction; forest maps; forest plants; forests; landscapes; models; Dispersal limitation; Landscape dynamics; Parameter estimation; Recruitment limitation; Species turnover; Stochastic patch occupancy model",,"Previous analyses of the regional distribution of forest plants have revealed that some species have a biased distribution towards either ancient or recent forest patches. It has been therefore proposed to classify forest plant species according to their affinity for ancient or recent patches. In this contribution, we aimed at providing a dynamical perspective on this static concept of ancient/recent forest species. We developed an inference method to estimate the metapopulation dynamics of forest plants based on landscape history and static (and incomplete) biodiversity data accounting for false absence records. We assessed the power of this novel inference method using simulated metapopulation and landscape dynamics. We finally applied this method to occupancy data of 174 and 121 forest species in two networks of 9208 and 9201 forest patches respectively. These patch networks are located in two French regions, with corresponding landscape historical data based on two forest maps conceived in 1840 and 2000. Our analyses revealed that i) the inference method enables to satisfactorily infer three parameters of the metapopulation model: the rates of colonization, extinction and decay of colonization with distance; ii) this three parameter metapopulation model is sufficient to reproduce the occurrence spatial structure of 72% and 61% of the investigated species in the two regions; iii) forest plant species are distributed along a spectrum of turn-over speed, in which small (large) colonization capacity are associated with small (large) propensity to extinction; iv) species position along this spectrum can be partially predicted from plant functional traits; and v) species metapopulation dynamics are driven by the interaction between landscape and species intrinsic properties, suggesting that ancient/recent forest species lists are unlikely to be easily extrapolated to novel landscapes.","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=agr&AN=IND605847826&site=eds-live&scope=site&custid=s2775460"
