Article Title,Author,Journal Title,ISSN,ISBN,Publication Date,Volume,Issue,First Page,Page Count,Accession Number,DOI,Publisher,Doctype,Subjects,Keywords,Abstract,PLink
"American marten and fisher do not segregate in space and time during winter in a mixed‐forest system.","Croose, Elizabeth; Bled, Florent; Fowler, Nicholas L.; Beyer Jr, Dean E.; Belant, Jerrold L.","Ecology & Evolution (20457758)",="20457758",,="Apr2019","9","8","4906","11","135991180","10.1002/ece3.5097","Wiley-Blackwell","Article","SPACETIME; DECIDUOUS forests; HABITAT selection; POPULUS tremuloides; SMALL-scale fisheries; WILDLIFE monitoring; FISHERS; NORTH America; UNITED States; UPPER Peninsula (Mich.)","coexistence; Martes americana; niche partitioning; Pekania pennanti; spatial segregation; temporal segregation","Understanding the mechanisms of coexistence between ecologically similar species is an important issue in ecology. Carnivore coexistence may be facilitated by spatial segregation, temporal avoidance, and differential habitat selection. American martens Martes americana and fishers Pekania pennanti are medium‐sized mustelids that occur sympatrically across portions of North America, yet mechanisms of coexistence between the two species are not fully understood. We assessed spatial and temporal partitioning in martens and fishers in the Upper Peninsula of Michigan, USA, using camera trap data collected during winter 2013–2015. To investigate spatial segregation, we used a dynamic occupancy model to estimate species' occupancy probabilities and probabilities of persistence and colonization as a function of covariates and yearly occupancy probability for the other species. Temporal segregation was assessed by estimating diel activity overlap between species. We found weak evidence of spatial or temporal niche partitioning of martens and fishers. There was high overlap in forest cover selection, and both marten and fisher occupancy were positively correlated with deciduous forests (excluding aspen [Populus tremuloides]). There was strong temporal overlap (Δ^4=0.81; CI = 0.79–0.82) with both species exhibiting largely crepuscular activity patterns. Co‐occurrence of martens and fishers appears to be facilitated by mechanisms not investigated in this study, such as partitioning of snow features or diet. Our results add additional insights into resource partitioning of mesocarnivores, but further research is required to enhance our understanding of mechanisms that facilitate marten and fisher coexistence. [ABSTRACT FROM AUTHOR] Copyright of Ecology & Evolution (20457758) is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=135991180&site=eds-live&scope=site&custid=s2775460"
"Use of ambiguous detections to improve estimates from species distribution models.","Chambert, Thierry; Gimenez, Olivier; Louvrier, Julie; Molinari‐Jobin, Anja; Zimmermann, Fridolin; Kéry, Marc; Miller, David; Marboutin, Eric; Molinari, Paolo; Müeller, Oliver; Černe, Rok","Conservation Biology",="08888892",,="Feb2019","33","1","185","11","134034169","10.1111/cobi.13191","Wiley-Blackwell","Article","CARNIVOROUS animals; LYNX; FALSIFICATION of data; ECOLOGICAL surveys; BIOLOGICAL extinction; MATHEMATICAL models","假阳性; 占据模型; 大型食肉动物; 物种不充分检测; 猞猁; carnívoros mayores; detección imperfecta de especies; false positives; large carnivores; lince; lynx; modelos de ocupación; occupancy models; positivos falsos; species imperfect detection","As large carnivores recover throughout Europe, their distribution needs to be studied to determine their conservation status and assess the potential for human‐carnivore conflicts. However, efficient monitoring of many large carnivore species is challenging due to their rarity, elusive behavior, and large home ranges. Their monitoring can include opportunistic sightings from citizens in addition to designed surveys. Two types of detection errors may occur in such monitoring schemes: false negatives and false positives. False‐negative detections can be accounted for in species distribution models (SDMs) that deal with imperfect detection. False‐positive detections, due to species misidentification, have rarely been accounted for in SDMs. Generally, researchers use ad hoc data‐filtering methods to discard ambiguous observations prior to analysis. These practices may discard valuable ecological information on the distribution of a species. We investigated the costs and benefits of including data types that may include false positives rather than discarding them for SDMs of large carnivores. We used a dynamic occupancy model that simultaneously accounts for false negatives and positives to jointly analyze data that included both unambiguous detections and ambiguous detections. We used simulations to compare the performances of our model with a model fitted on unambiguous data only. We tested the 2 models in 4 scenarios in which parameters that control false‐positive detections and true detections varied. We applied our model to data from the monitoring of the Eurasian lynx (Lynx lynx) in the European Alps. The addition of ambiguous detections increased the precision of parameter estimates. For the Eurasian lynx, incorporating ambiguous detections produced more precise estimates of the ecological parameters and revealed additional occupied sites in areas where the species is likely expanding. Overall, we found that ambiguous data should be considered when studying the distribution of large carnivores through the use of dynamic occupancy models that account for misidentification. Article impact statement: Use of ambiguous detections can improve understanding of large‐carnivore distribution dynamics. (English) [ABSTRACT FROM AUTHOR] Uso de Detecciones Ambiguas para Mejorar las Estimaciones a partir de Modelos de Distribución de Especies Resumen: Conforme los carnívoros mayores se recuperan en toda Europa, su distribución requiere ser estudiada para determinar su estado de conservación y para evaluar el potencial de conflictos entre humanos y carnívoros. Sin embargo, el monitoreo eficiente de muchas especies de carnívoros mayores es complicada debido a su rareza, comportamiento elusivo y las grandes extensiones de su ámbito de hogar. Su monitoreo puede incluir avistamientos oportunistas por parte de los ciudadanos, además de los censos diseñados. Pueden ocurrir dos tipos de errores de detección en dichos métodos de monitoreo: negativos falsos y negativos positivos. La detección de los falsos negativos puede justificarse en los modelos de distribución de especies (MDE) que manejan la detección imperfecta. La detección de falsos positivos por causa de la identificación errónea rara vez se justifica en los MDE. Los investigadores usan generalmente métodos con filtración de datos ad hoc para descartar las observaciones ambiguas previo al análisis. Estas prácticas pueden descartar información ecológica variable sobre la distribución de una especie. Investigamos los costos y beneficios de la inclusión de tipos de datos que podrían contener falsos positivos en lugar de descartarlos de los MDE para carnívoros mayores. Usamos un modelo dinámico de ocupación que justificó simultáneamente los falsos positivos y falsos negativos para analizar en conjunto los datos que incluían tanto las detecciones no ambiguas como las ambiguas. Usamos simulaciones para comparar el desempeño de nuestro modelo con el de un modelo ajustado solamente para datos no ambiguos. Probamos los dos modelos en cuatro escenarios en los que variaron los parámetros que controlan la detección de falsos positivos y de detecciones verdaderas. Aplicamos nuestro modelo a datos del monitoreo del lince euroasiático (Lynx lynx) en los Alpes. La suma de las detecciones ambiguas incrementó la precisión de las estimaciones de los parámetros. Para el lince euroasiático, la incorporación de las detecciones ambiguas produjo estimaciones más precisas de los parámetros ecológicos y reveló sitios ocupados adicionales en áreas en donde la especie probablemente se esté expandiendo. En general, encontramos que los datos ambiguos deberían ser considerados cuando se estudia la distribución de carnívoros mayores por medio del uso de modelos dinámicos de ocupación que justifican la identificación errónea. (Spanish) [ABSTRACT FROM AUTHOR] 摘要: 随着欧洲大型食肉动物的恢复, 我们需要研究这些物种的分布以确定它们的保护现状, 并评估人兽冲突的可能性。然而, 由于大型食肉动物的稀有性、回避行为和较大的活动范围, 对它们进行有效监测困难重重。大型食肉动物的监测除了设计调查外, 还可以包含公民的偶然目击。这样的监测方案可能出现两类检测误差: 假阴性和假阳性。假阴性的监测结果可用于物种分布模型分析, 该模型可处理有缺陷的监测。而因物种鉴定错误产生的假阳性结果在物种分布模型中却很少被考虑在内。通常情况下, 研究者在分析前会用特定的数据过滤方法来去除不确定的观察数据。这种做法也可能丢掉对物种分布有价值的生态学信息。我们研究了保留可能含有假阳性发现的数据类型 (而不是丢弃这些数据) 对大型食肉动物物种分布模型的利弊。我们利用同时考虑假阴性和阳性的动态占有模型, 共同分析了包含确定发现和不确定发现的数据。通过模拟, 我们比较了这个模型和仅用真实数据拟合的模型的表现。我们选择了不同的控制假阳性和真阳性的参数, 在四种情况下检验了这两个模型。我们还将这一模型应用于欧洲阿尔卑斯山脉的欧亚猞猁 (Lynx lynx) 的监测数据, 加入不确定的发现数据可以提高参数估计的精确度。对欧亚猞猁来说, 加入不确定的发现可以对生态学参数作出更精确的估计, 揭示这个物种的分布范围可能正在扩张。总之, 我们的研究表明, 在研究大型食肉动物的分布时, 可以用考虑到物种鉴定错误的动态占有模型来利用不确定的数据。翻译: 胡怡思; 审校: 聂永刚 (Chinese) [ABSTRACT FROM AUTHOR] Copyright of Conservation Biology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=134034169&site=eds-live&scope=site&custid=s2775460"
"Markov models for community dynamics allowing for observation error.","Fukaya, Keiichi; Royle, J. Andrew","Ecology",="00129658",,="Dec2013","94","12","2670","8","94064996",,"Wiley-Blackwell","Article","MARKOV processes; BIOTIC communities; ECOSYSTEM dynamics; PROBABILITY theory; TIME series analysis; DATA analysis; STATE-space methods","Bayesian inference; community dynamics; Markov model; multistate dynamic occupancy model; sampling error; sessile organisms; state-space model; transition probability","Markov models are dynamic models that characterize transitions among discrete ecological states with transition probability matrices. Such models are widely used to infer community dynamics of sessile organisms because transition probabilities (the elements of transition probability matrices) can be estimated with time series data from ""grid sampling,"" where species occupancy states are assessed at multiple fixed points in a quadrat or transect. These estimates, however, are known to be biased when resampling error exists. In this study, we used the perspective of multistate dynamic occupancy models to develop a new Markov model that is structured hierarchically such that transitions among occupancy states and observation processes are considered explicitly at each fixed point. We show that, by adopting a hierarchical Bayesian approach, our model provides estimates for transition probabilities that are robust to sampling error. We also show that error rate may be estimated without additional data obtained from rapid repeated sampling. Considerations for the analysis for the application to real data set and potential extensions of the proposed model are discussed. [ABSTRACT FROM AUTHOR] Copyright of Ecology is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=94064996&site=eds-live&scope=site&custid=s2775460"
"Disease‐structured N‐mixture models: A practical guide to model disease dynamics using count data.","DiRenzo, Graziella V.; Che‐Castaldo, Christian; Saunders, Sarah P.; Campbell Grant, Evan H.; Zipkin, Elise F.","Ecology & Evolution (20457758)",="20457758",,="Jan2019","9","2","899","11","134535674","10.1002/ece3.4849","Wiley-Blackwell","Article","CHEMICAL reactions; PATHOGENIC microorganisms; MICROORGANISMS; INTRACELLULAR pathogens; PATHOGENIC fungi","Bayesian; Dail–Madsen model; disease ecology; emerging infectious diseases; generalized N‐mixture model; hierarchical models; host–pathogen interaction; mark–recapture models; multistate models; occupancy model","Obtaining inferences on disease dynamics (e.g., host population size, pathogen prevalence, transmission rate, host survival probability) typically requires marking and tracking individuals over time. While multistate mark–recapture models can produce high‐quality inference, these techniques are difficult to employ at large spatial and long temporal scales or in small remnant host populations decimated by virulent pathogens, where low recapture rates may preclude the use of mark–recapture techniques. Recently developed N‐mixture models offer a statistical framework for estimating wildlife disease dynamics from count data. N‐mixture models are a type of state‐space model in which observation error is attributed to failing to detect some individuals when they are present (i.e., false negatives). The analysis approach uses repeated surveys of sites over a period of population closure to estimate detection probability. We review the challenges of modeling disease dynamics and describe how N‐mixture models can be used to estimate common metrics, including pathogen prevalence, transmission, and recovery rates while accounting for imperfect host and pathogen detection. We also offer a perspective on future research directions at the intersection of quantitative and disease ecology, including the estimation of false positives in pathogen presence, spatially explicit disease‐structured N‐mixture models, and the integration of other data types with count data to inform disease dynamics. Managers rely on accurate and precise estimates of disease dynamics to develop strategies to mitigate pathogen impacts on host populations. At a time when pathogens pose one of the greatest threats to biodiversity, statistical methods that lead to robust inferences on host populations are critically needed for rapid, rather than incremental, assessments of the impacts of emerging infectious diseases. Recently developed unmarked hierarchical models provide a powerful tool that estimates either the same or similar parameters as mark–recapture models while correcting for imperfect host and pathogen detectability. By sampling across space and time, disease ecologists can jointly estimate host and pathogen occupancy (e.g., site‐occupancy models), abundance (e.g., N‐mixture models), or disease dynamics (e.g., dynamic occupancy model or generalized N‐mixture model). We provide a primer and detailed tutorials (step‐by‐step guide and R code) for easy implementation of basic unmarked data models and several extensions. [ABSTRACT FROM AUTHOR] Copyright of Ecology & Evolution (20457758) is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=134535674&site=eds-live&scope=site&custid=s2775460"
"Indirect connectivity estimates of amphibian breeding wetlands from spatially explicit occupancy models","Brooks, George C.; Smith, Jennifer A.; Frimpong, Emmanuel A.; Gorman, Thomas A.; Chandler, Houston C.; Haas, Carola A.","Aquatic Conservation: Marine and Freshwater Ecosystems",="10527613",,="2019","29","11","1815","11","edsgcl.606068301","10.1002/aqc.3190","Wiley Subscription Services, Inc.","Report","Company business management; Ecological restoration -- Analysis; Ecological restoration -- Protection and preservation; Ecological restoration -- Models; Wetlands -- Analysis; Wetlands -- Protection and preservation; Wetlands -- Models; Amphibians -- Analysis; Amphibians -- Protection and preservation; Amphibians -- Models; Wildlife conservation -- Analysis; Wildlife conservation -- Protection and preservation; Wildlife conservation -- Models; Endangered species -- Analysis; Endangered species -- Protection and preservation; Endangered species -- Models",,"Keywords: Ambystoma bishopi; boosted regression trees; conservation; dispersal; eigenvector mapping; habitat restoration; metapopulation Abstract In conservation science, metapopulation models are frequently used to explore the spatial dynamics of organisms, and ultimately guide management decisions for threatened and endangered species. Pond-breeding amphibians are often touted as a classic example of metapopulation structure. However, empirical assessment of this assumption is lacking for many species owing to the prohibitively high costs of movement studies. Our aim was to use spatially explicit occupancy models to evaluate metapopulation dynamics in an endangered amphibian. First, dynamic, spatially explicit occupancy-based metapopulation models were fitted to 8 years of presence-absence data for the endangered reticulated flatwoods salamander, Ambystoma bishopi. Models were constructed to evaluate the spatial distribution of salamanders across the landscape, rate of patch turnover, and connectivity between patches. Second, the same data were analysed adopting an eigenvector mapping approach and spatial correlograms to investigate habitat characteristics associated with occupancy state. The second approach also yields an independent measure of patch connectivity to corroborate findings from the dynamic model. Both models predicted a steep drop-off in connectivity with increasing isolation, and no evidence was found of interactions between wetlands separated by distances greater than 1.5 km. The best predictor of salamander occupancy status was the amount of understorey vegetation in wetland basins. Taken together, the two modelling approaches provide complementary information regarding the key determinants of occupancy in the focal species. Furthermore, several results directly translate to management recommendations. Connectivity between distant sites is low, and thus management units should be demarcated accordingly. Understorey vegetation represents egg-laying habitat and refugia for larvae, and hence should be targeted in future restoration efforts. The methodologies employed in this paper have broad applicability to studies of pond-breeding amphibians, particularly in situations where direct measures of dispersal are unobtainable. Article Note: Current address: Department of Environmental Science and Ecology, The University of Texas at San Antonio, San Antonio, TX. Current address: Aquatic Resources Division, Washington State Department of Natural Resources, Olympia, WA. Current address: The Orianne Society, Tiger, GA. CAPTION(S): Table S1 Dynamic occupancy model parameters and descriptions Byline: George C. Brooks, Jennifer A. Smith, Emmanuel A. Frimpong, Thomas A. Gorman, Houston C. Chandler, Carola A. Haas","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsgao&AN=edsgcl.606068301&site=eds-live&scope=site&custid=s2775460"
"Modeling spatially and temporally complex range dynamics when detection is imperfect.","Rushing, Clark S.; Royle, J. Andrew; Ziolkowski, David J.; Pardieck, Keith L.","Scientific Reports",="20452322",,="9/5/2019","9","1","N.PAG","1","138455844","10.1038/s41598-019-48851-5","Springer Nature","Article","CLIMATE change; SPATIAL variation; SPECIES distribution; BREEDING; SPECIES",,"Species distributions are determined by the interaction of multiple biotic and abiotic factors, which produces complex spatial and temporal patterns of occurrence. As habitats and climate change due to anthropogenic activities, there is a need to develop species distribution models that can quantify these complex range dynamics. In this paper, we develop a dynamic occupancy model that uses a spatial generalized additive model to estimate non-linear spatial variation in occupancy not accounted for by environmental covariates. The model is flexible and can accommodate data from a range of sampling designs that provide information about both occupancy and detection probability. Output from the model can be used to create distribution maps and to estimate indices of temporal range dynamics. We demonstrate the utility of this approach by modeling long-term range dynamics of 10 eastern North American birds using data from the North American Breeding Bird Survey. We anticipate this framework will be particularly useful for modeling species' distributions over large spatial scales and for quantifying range dynamics over long temporal scales. [ABSTRACT FROM AUTHOR] Copyright of Scientific Reports is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=138455844&site=eds-live&scope=site&custid=s2775460"
"Relation between Occupancy and Abundance for a Territorial Species, the California Spotted Owl.","TEMPEL, DOUGLAS J.; GUTIéRREZ, R. J.","Conservation Biology",="08888892",,="Oct2013","27","5","1087","9","90468766",,"Wiley-Blackwell","Article","CALIFORNIA spotted owl; HABITATS; HABITAT conservation; CLIMATE change research; ANIMAL populations","dinámica de poblaciones; dinámica de poblaciones; dynamic occupancy model; modelo de ocupación dinámica; modelo de ocupación dinámica; modelo de simetría temporal; modelo de simetría temporal; population dynamics; Sierra Nevada; Strix occidentalis occidentalis; temporal‐symmetry model; temporal-symmetry model","Land and resource managers often use detection-nondetection surveys to monitor the populations of species that may be affected by factors such as habitat alteration, climate change, and biological invasions. Relative to mark-recapture studies, using detection-nondetection surveys is more cost-effective, and recent advances in statistical analyses allow the incorporation of detection probability, covariates, and multiple seasons. We examined the efficacy of using detection-nondetection data (relative to mark-recapture data) for monitoring population trends of a territorial species, the California Spotted Owl ( Strix occidentalis occidentalis). We estimated and compared the finite annual rates of population change ( λt) and the resulting realized population change (Δ t) from both occupancy and mark-recapture data collected over 18 years (1993-2010). We used multiseason, robust-design occupancy models to estimate that territory occupancy declined during our study (Δ t = 0.702, 95% CI 0.552-0.852) due to increasing territory extinction rates ( (English) [ABSTRACT FROM AUTHOR] Resumen Los manejadores de tierras y recursos a menudos utilizan muestreos de detección-no detección para monitorear las poblaciones de especies que pueden ser afectadas por factores como la alteración del hábitat, cambio climático e invasiones biológicas. En relación con estudios de captura-recaptura, el uso de muestreos de detección-no detección es más rentable, y los avances recientes de los análisis estadísticos permiten la incorporación de la probabilidad de detección, covariables y múltiples temporadas. Examinamos la eficacia del uso de datos de detección-no detección (relativos a datos de captura-recaptura) para monitorear las tendencias poblacionales de una especie territorial, el búho moteado de California ( Strix occidentalis occidentalis). Estimamos y comparamos las tasas finitas anuales de cambio poblacional ( λt) y cambio poblacional realizado resultante (Δ t) tanto para datos de ocupación y de captura-recaptura recolectados a lo largo de 18 años (1993-2010). Utilizamos modelos de ocupación multianuales de diseño robusto para estimar que la ocupación de territorio declinó durante nuestro estudio (Δ t = 0.702, 95% IC 0.552-0.852) debido al incremento en las tasas de extinción de ocupación de territorio ( (Portuguese) [ABSTRACT FROM AUTHOR] Copyright of Conservation Biology is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=90468766&site=eds-live&scope=site&custid=s2775460"
"General methods for sensitivity analysis of equilibrium dynamics in patch occupancy models.","Miller, David A. W.","Ecology",="00129658",,="May2012","93","5","1204","10","76276943",,"Wiley-Blackwell","Article","PATCH dynamics; ANAXYRUS; GOLDEN eagle; HABITAT selection; SPECIES distribution; SENSITIVITY analysis; MARKOV processes","Anaxyrus californicus; arroyo toad; discrete Markov chain; dynamic occupancy model; equilibrium dynamics; incidence function; metapopulation; multistate; sensitivity analysis; state space","Sensitivity analysis is a useful tool for the study of ecological models that has many potential applications for patch occupancy modeling. Drawing from the rich foundation of existing methods for Markov chain models, I demonstrate new methods for sensitivity analysis of the equilibrium state dynamics of occupancy models. Estimates from three previous studies are used to illustrate the utility of the sensitivity calculations: a joint occupancy model for a prey species, its predators, and habitat used by both; occurrence dynamics from a well-known metapopulation study of three butterfly species; and Golden Eagle occupancy and reproductive dynamics. I show how to deal efficiently with multistate models and how to calculate sensitivities involving derived state variables and lower-level parameters. In addition, I extend methods to incorporate environmental variation by allowing for spatial and temporal variability in transition probabilities. The approach used here is concise and general and can fully account for environmental variability in transition parameters. The methods can be used to improve inferences in occupancy studies by quantifying the effects of underlying parameters, aiding prediction of future system states, and identifying priorities for sampling effort. [ABSTRACT FROM AUTHOR] Copyright of Ecology is the property of John Wiley & Sons, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=puh&AN=76276943&site=eds-live&scope=site&custid=s2775460"
"Use of ambiguous detections to improve estimates from species distribution models","Louvrier, Julie; Molinari-Jobin, Anja; Kery, Marc; Chambert, Thierry; Miller, David; Zimmermann, Fridolin; Marboutin, Eric; Molinari, Paolo; Mueller, Oliver; Aerne, Rok; Gimenez, Olivier","Conservation Biology",="08888892",,="2019","33","1","185","11","edsgcl.568775677","10.1111/cobi.13191","Wiley Subscription Services, Inc.","Report","Environmental issues; Zoology and wildlife conservation",,"Byline: Julie Louvrier, Anja Molinari-Jobin, Marc Kery, Thierry Chambert, David Miller, Fridolin Zimmermann, Eric Marboutin, Paolo Molinari, Oliver Mueller, Rok Aerne, Olivier Gimenez Keywords: false positives; large carnivores; lynx; occupancy models; species imperfect detection; carnivoros mayores; deteccion imperfecta de especies; lince; modelos de ocupacion; positivos falsos; ae[sup.3]aes.; a[currency]s.ae[pounds sterling]ea[umlaut]c[c]; cc; a ae[R]ae[umlaut] a; c[c]cs.a[cedilla]aaae[pounds sterling]ae[micro] Abstract As large carnivores recover throughout Europe, their distribution needs to be studied to determine their conservation status and assess the potential for human-carnivore conflicts. However, efficient monitoring of many large carnivore species is challenging due to their rarity, elusive behavior, and large home ranges. Their monitoring can include opportunistic sightings from citizens in addition to designed surveys. Two types of detection errors may occur in such monitoring schemes: false negatives and false positives. False-negative detections can be accounted for in species distribution models (SDMs) that deal with imperfect detection. False-positive detections, due to species misidentification, have rarely been accounted for in SDMs. Generally, researchers use ad hoc data-filtering methods to discard ambiguous observations prior to analysis. These practices may discard valuable ecological information on the distribution of a species. We investigated the costs and benefits of including data types that may include false positives rather than discarding them for SDMs of large carnivores. We used a dynamic occupancy model that simultaneously accounts for false negatives and positives to jointly analyze data that included both unambiguous detections and ambiguous detections. We used simulations to compare the performances of our model with a model fitted on unambiguous data only. We tested the 2 models in 4 scenarios in which parameters that control false-positive detections and true detections varied. We applied our model to data from the monitoring of the Eurasian lynx (Lynx lynx) in the European Alps. The addition of ambiguous detections increased the precision of parameter estimates. For the Eurasian lynx, incorporating ambiguous detections produced more precise estimates of the ecological parameters and revealed additional occupied sites in areas where the species is likely expanding. Overall, we found that ambiguous data should be considered when studying the distribution of large carnivores through the use of dynamic occupancy models that account for misidentification. Article Note: Article impact statement: Use of ambiguous detections can improve understanding of large-carnivore distribution dynamics. CAPTION(S): The scripts used for running the simulations (Appendix S1) and to fit our model to the lynx data (Appendix S2), the resulting biases and MSE from 4 scenarios of the simulation study (Appendix S3), and the estimates of ecological parameters in the MU and MUA models (Appendix 4) are available online. The authors are solely responsible for the content and functionality of these materials. Queries (other than absence of the material) should be directed to the corresponding author. Supporting information Appendix S3 Appendix S4","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edsgao&AN=edsgcl.568775677&site=eds-live&scope=site&custid=s2775460"
"Quantifying site-level usage and certainty of absence for an invasive species through occupancy analysis of camera-trap data.","Davis, Amy J.; McCreary, Ryan; Psiropoulos, Jeremiah; Brennan, Gary; Cox, Terry; Partin, Andrew; Pepin, Kim M.","Biological Invasions",="13873547",,="Apr2018","20","4","877","14","128815929","10.1007/s10530-017-1579-x","Springer Nature","Article",,,"Efficient implementation of management programs for invasive species depends on accurate surveillance for guiding prioritization of surveillance and control resources in space and time. Occupancy probabilities can be used to determine where surveillance should occur. Conversely, knowledge of the certainty of site-level absence is of special interest in situations where the objective is to completely remove populations despite substantial risk of re-invasion. Indeed, the decision to shift from emphasizing control activities over the full range to emphasizing reinvasion prevention, surveillance, and response near the borders, depends on accurate knowledge of absence across space. We used a dynamic occupancy model to monitor changes in the distribution of an invasive species, feral swine (<italic>Sus scrofa</italic>), based on camera-trap data collected as part of a management program from June 2014 to January 2016 in San Diego County, California. Site usage of feral swine declined overall. The most informative predictors of site usage were spatial (latitude and longitude). Site-level non-usage rates increased over time and in response to management removal efforts; and site-level usage rates were heavily impacted by having neighboring sites that were used. Combining the detection probability estimated from the occupancy model and Bayes Theorem, we demonstrated how certainty of local (site-level) absence can be estimated iteratively in time in areas with negative surveillance (no detections) data. Our framework provides a means for using management-based surveillance data to quantify certainty of site-level absence of an invasive species, allowing for adaptive prioritization of surveillance and control resources. Our approach is flexible for application to other species and types of surveillance (e.g., track-plates, eDNA). [ABSTRACT FROM AUTHOR] Copyright of Biological Invasions is the property of Springer Nature and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=edb&AN=128815929&site=eds-live&scope=site&custid=s2775460"
"Exploiting opportunistic observations to estimate changes in seasonal site use: An example with wetland birds.","Ruete, Alejandro; Pärt, Tomas; Berg, Åke; Knape, Jonas","Ecology & Evolution (20457758)",="20457758",,="Aug2017","7","15","5632","13","124563088","10.1002/ece3.3100","Wiley-Blackwell","Article","ENVIRONMENTAL databases; BIODIVERSITY; WETLAND birds; MIGRATORY birds; MODEL validation","citizen‐science data; citizen-science data; GBIF; migratory birds; nonsystematic observations; occupancy model; site use; species lists; Sweden; Swedish Species Gateway","Nonsystematically collected, a.k.a. opportunistic, species observations are accumulating at a high rate in biodiversity databases. Occupancy models have arisen as the main tool to reduce effects of limited knowledge about effort in analyses of opportunistic data. These models are generally using long closure periods (e.g., breeding season) for the estimation of probability of detection and occurrence. Here, we use the fact that multiple opportunistic observations in biodiversity databases may be available even within days (e.g., at popular birding localities) to reduce the closure period to 1 day in order to estimate daily occupancies within the breeding season. We use a hierarchical dynamic occupancy model for daily visits to analyze opportunistic observations of 71 species from nine wetlands during 10 years. Our model derives measures of seasonal site use within seasons from estimates of daily occupancy. Comparing results from our 'seasonal site use model' to results from a traditional annual occupancy model (using a closure criterion of 2 months or more) showed that our model provides more detailed biologically relevant information. For example, when the aim is to analyze occurrences of breeding species, an annual occupancy model will over-estimate site use of species with temporary occurrences (e.g., migrants passing by, single itinerary prospecting individuals) as even a single observation during the closure period will be viewed as an occupancy. Alternatively, our model produces estimates of the extent to which sites are actually used. Model validation based on simulated data confirmed that our model is robust to changes and variability in sampling effort and species detectability. We conclude that more information can be gained from opportunistic data with multiple replicates (e.g., several reports per day almost every day) by reducing the time window of the closure criterion to acquire estimates of occupancies within seasons. [ABSTRACT FROM AUTHOR] Copyright of Ecology & Evolution (20457758) is the property of Wiley-Blackwell and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","https://search.ebscohost.com/login.aspx?direct=true&AuthType=sso&db=a9h&AN=124563088&site=eds-live&scope=site&custid=s2775460"
