Review_ID,StrataRank,Strata,Title,Year,Journal,Authors,Citations,DOI,KeyTerms,CitesMackenzie
194,226,2008-2011,A general framework for neutral models of community dynamics,2009,ECOLOGY LETTERS,"Allouche, Omri; Kadmon, Ronen",53,10.1111/j.1461-0248.2009.01379.x,TRUE,FALSE
1750,227,2008-2011,Sustainability Assessment for Fishing Effects (SAFE): A new quantitative ecological risk assessment method and its application to elasmobranch bycatch in an Australian trawl fishery,2008,FISHERIES RESEARCH,"Zhou, Shijie; Griffiths, Shane P.",89,10.1016/j.fishres.2007.11.007,FALSE,TRUE
891,228,2008-2011,Species Richness and Community Dynamics: A Conceptual Framework,2011,CAMERA TRAPS IN ANIMAL ECOLOGY: METHODS AND ANALYSES,"Kery, Marc",12,10.1007/978-4-431-99495-4_12,TRUE,TRUE
2424,229,2008-2011,Field Techniques for Population Sampling and Estimation,2010,MONITORING ANIMAL POPULATIONS AND THEIR HABITATS: A PRACTITIONERS GUIDE,"McComb, Brenda; Zuckerberg, Benjamin; Vesely, David; Jordan, Christopher",1,NA,FALSE,TRUE
1752,230,2008-2011,Data-driven fuzzy habitat suitability models for brown trout in Spanish Mediterranean rivers,2011,ENVIRONMENTAL MODELLING & SOFTWARE,"Mouton, A. M.; Alcaraz-Hernandez, J. D.; De Baets, B.; Goethals, P. L. M.; Martinez-Capel, F.",82,10.1016/j.envsoft.2010.12.001,FALSE,TRUE
1986,231,2008-2011,"Distribution, occupancy, and habitat correlates of American martens (<i>Martes americana</i>) in Rocky Mountain National Park, Colorado",2008,JOURNAL OF MAMMALOGY,"Baldwin, Roger A.; Bender, Louis C.",17,10.1644/07-MAMM-A-053R1.1,FALSE,TRUE
291,232,2008-2011,Metapopulation dynamics of rabies and the efficacy of vaccination,2011,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Beyer, Hawthorne L.; Hampson, Katie; Lembo, Tiziana; Cleaveland, Sarah; Kaare, Magai; Haydon, Daniel T.",40,10.1098/rspb.2010.2312,TRUE,FALSE
25,233,2008-2011,The role of habitat quality in fragmented landscapes: a conceptual overview and prospectus for future research,2010,OECOLOGIA,"Mortelliti, Alessio; Amori, Giovanni; Boitani, Luigi",191,10.1007/s00442-010-1623-3,TRUE,FALSE
2095,234,2008-2011,"Species diversity and persistence in restored and remnant tallgrass prairies of North America: a function of species' life history, habitat type, or sampling bias?",2008,JOURNAL OF ANIMAL ECOLOGY,"Summerville, Keith S.",11,10.1111/j.1365-2656.2008.01356.x,FALSE,TRUE
14,235,2008-2011,Models for Estimating Abundance from Repeated Counts of an Open Metapopulation,2011,BIOMETRICS,"Dail, D.; Madsen, L.",283,10.1111/j.1541-0420.2010.01465.x,TRUE,TRUE
1889,236,2008-2011,Occupancy and Habitat Use of the Least Bittern and Pied-billed Grebe in the Illinois and Upper Mississippi River Valleys,2010,WATERBIRDS,"Darrah, Abigail J.; Krementz, David G.",26,10.1675/063.033.0314,FALSE,TRUE
475,237,2008-2011,FACTORS INFLUENCING THE DETECTABILITY OF FOREST OWLS IN SOUTHEASTERN ALASKA,2010,CONDOR,"Kissling, Michelle L.; Lewis, Stephen B.; Pendleton, Grey",25,10.1525/cond.2010.090217,TRUE,FALSE
282,238,2008-2011,Emergence of complexity in evolving niche-model food webs,2008,JOURNAL OF THEORETICAL BIOLOGY,"Guill, Christian; Drossel, Barbara",41,10.1016/j.jtbi.2007.11.017,TRUE,FALSE
140,239,2008-2011,The relative importance of patch habitat quality and landscape attributes on a declining steppe-bird metapopulation,2010,BIOLOGICAL CONSERVATION,"Voegeli, Matthias; Serrano, David; Pacios, Fernando; Tella, Jose L.",68,10.1016/j.biocon.2009.12.040,TRUE,FALSE
357,240,2008-2011,Population regulation of territorial species: both site dependence and interference mechanisms matter,2011,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Nevoux, Marie; Gimenez, Olivier; Arlt, Debora; Nicoll, Malcolm; Jones, Carl; Norris, Ken",33,10.1098/rspb.2010.2352,TRUE,FALSE
1331,241,2008-2011,"Dispersion, contagion, and population stability of red scale, <i>Aonidiella aurantii</i>, in citrus orchards with low or zero insecticide use",2011,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,"Meats, A.; Wheeler, S.",4,10.1111/j.1570-7458.2010.01086.x,TRUE,FALSE
757,242,2008-2011,"Local and Landscape-Scale Influences on the Occurrence and Density of <i>Dicamptodon aterrimus</i>, the Idaho Giant Salamander",2009,JOURNAL OF HERPETOLOGY,"Sepulveda, Adam J.; Lowe, Winsor H.",15,10.1670/08-193R2.1,TRUE,FALSE
208,243,2008-2011,Understanding the role of species dynamics in abundance-occupancy relationships,2010,JOURNAL OF ECOLOGY,"Buckley, Hannah L.; Freckleton, Robert P.",51,10.1111/j.1365-2745.2010.01650.x,TRUE,FALSE
2118,244,2008-2011,Population Status and Trends of Northern Bobwhite (<i>Colinus virginianus</i>) in Ohio: 1984-2004,2008,OHIO JOURNAL OF SCIENCE,"Spinola, Romeo M.; Gates, Robert",10,NA,FALSE,TRUE
594,245,2008-2011,Temporally stable abundance-occupancy relationships and occupancy frequency patterns in stream insects,2008,OECOLOGIA,"Heino, Jani",20,10.1007/s00442-008-1078-y,TRUE,FALSE
207,246,2008-2011,A patch-dynamic framework for food web metacommunities,2010,THEORETICAL ECOLOGY,"Pillai, Pradeep; Loreau, Michel; Gonzalez, Andrew",51,10.1007/s12080-009-0065-1,TRUE,FALSE
1837,247,2008-2011,Monitoring multiple species: Estimating state variables and exploring the efficacy of a monitoring program,2009,BIOLOGICAL CONSERVATION,"Mattfeldt, Sandra D.; Bailey, Larissa L.; Grant, Evan H. Campbell",34,10.1016/j.biocon.2008.12.002,FALSE,TRUE
1937,248,2008-2011,"Beyond pandas, the need for a standardized monitoring protocol for large mammals in Chinese nature reserves",2010,BIODIVERSITY AND CONSERVATION,"Li, Sheng; Wang, Dajun; Gu, Xiaodong; McShea, William J.",21,10.1007/s10531-010-9886-x,FALSE,TRUE
304,249,2008-2011,Salamander occupancy in headwater stream networks,2009,FRESHWATER BIOLOGY,"Grant, Evan H. Campbell; Green, Linda E.; Lowe, Winsor H.",39,10.1111/j.1365-2427.2009.02166.x,TRUE,FALSE
1762,250,2008-2011,Modeling Disease Vector Occurrence when Detection Is Imperfect: Infestation of Amazonian Palm Trees by Triatomine Bugs at Three Spatial Scales,2010,PLOS NEGLECTED TROPICAL DISEASES,"Abad-Franch, Fernando; Ferraz, Goncalo; Campos, Ciro; Palomeque, Francisco S.; Grijalva, Mario J.; Marcelo Aguilar, H.; Miles, Michael A.",72,10.1371/journal.pntd.0000620,FALSE,TRUE
2234,251,2008-2011,"LARGE, WETLAND-ASSOCIATED MAYFLIES (EPHEMEROPTERA) OF GLACIER NATIONAL PARK, MONTANA",2009,WESTERN NORTH AMERICAN NATURALIST,"Newell, Robert L.; Hossack, Blake R.",6,10.3398/064.069.0307,FALSE,TRUE
928,252,2008-2011,Disturbance-generated niche-segregation in a structured metapopulation model,2009,EVOLUTIONARY ECOLOGY RESEARCH,"Parvinen, Kalle; Meszena, Geza",11,NA,TRUE,FALSE
624,253,2008-2011,Mining activity and habitat use by mountain sheep (<i>Ovis canadensis</i>),2009,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,"Bleich, Vernon C.; Davis, James H.; Marshal, Jason P.; Torres, Steven G.; Gonzales, Ben J.",19,10.1007/s10344-008-0234-3,TRUE,FALSE
20,254,2008-2011,Occupancy estimation and the closure assumption,2009,JOURNAL OF APPLIED ECOLOGY,"Rota, Christopher T.; Fletcher, Robert J., Jr.; Dorazio, Robert M.; Betts, Matthew G.",210,10.1111/j.1365-2664.2009.01734.x,TRUE,TRUE
501,255,2008-2011,Effects of landscape urbanization on magpie occupancy dynamics in France,2008,LANDSCAPE ECOLOGY,"Francois, Chiron; Alexandre, Lee; Julliard, Romain",24,10.1007/s10980-008-9211-1,TRUE,TRUE
71,256,2008-2011,Climatic constraints on wintering bird distributions are modified by urbanization and weather,2011,JOURNAL OF ANIMAL ECOLOGY,"Zuckerberg, Benjamin; Bonter, David N.; Hochachka, Wesley M.; Koenig, Walter D.; DeGaetano, Arthur T.; Dickinson, Janis L.",102,10.1111/j.1365-2656.2010.01780.x,TRUE,TRUE
292,257,2008-2011,Camera Traps in Animal Ecology and Conservation: What's Next?,2011,CAMERA TRAPS IN ANIMAL ECOLOGY: METHODS AND ANALYSES,"Nichols, James D.; O'Connell, Allan F.; Karanth, K. Ullas",40,10.1007/978-4-431-99495-4_14,TRUE,FALSE
96,258,2008-2011,Dynamic occupancy models reveal within-breeding season movement up a habitat quality gradient by a migratory songbird,2008,ECOGRAPHY,"Betts, Matthew G.; Rodenhouse, Nicholas L.; Sillett, T. Scott; Doran, Patrick J.; Holmes, Richard T.",88,10.1111/j.0906-7590.2008.05490.x,TRUE,TRUE
2339,259,2008-2011,"Evaluating the Small Population Paradigm for Rare Large-Bodied Woodpeckers, with Implications for the Ivory-billed Woodpecker",2008,AVIAN CONSERVATION AND ECOLOGY,"Mattsson, Brady J.; Mordecai, Rua S.; Conroy, Michael J.; Peterson, James T.; Cooper, Robert J.; Christensen, Hans",3,NA,FALSE,TRUE
313,260,2008-2011,Joint effects of habitat configuration and temporal stochasticity on population dynamics,2009,LANDSCAPE ECOLOGY,"Fraterrigo, Jennifer M.; Pearson, Scott M.; Turner, Monica G.",38,10.1007/s10980-009-9364-6,TRUE,FALSE
596,261,2008-2011,Connectivity compensates for low habitat quality and small patch size in the butterfly <i>Cupido minimus</i>,2008,ECOLOGICAL RESEARCH,"Binzenhoefer, Birgit; Biedermann, Robert; Settele, Josef; Schroeder, Boris",20,10.1007/s11284-007-0376-x,TRUE,FALSE
2020,262,2008-2011,The influence of trap density and sampling duration on the detection of small mammal species richness,2008,ACTA THERIOLOGICA,"Conard, Jonathan M.; Baumgardt, Jeremy A.; Gipson, Philip S.; Althoff, Donald P.",15,10.1007/BF03194247,FALSE,TRUE
84,263,2008-2011,Eco-evolutionary dynamics of dispersal in spatially heterogeneous environments,2011,ECOLOGY LETTERS,"Hanski, Ilkka; Mononen, Tommi",92,10.1111/j.1461-0248.2011.01671.x,TRUE,FALSE
103,264,2008-2011,How big should a mammal be? A macroecological look at mammalian body size over space and time,2011,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Smith, Felisa A.; Lyons, S. Kathleen",85,10.1098/rstb.2011.0067,TRUE,FALSE
1799,265,2008-2011,Combining a map-based public survey with an estimation of site occupancy to determine the recent and changing distribution of the koala in New South Wales,2009,WILDLIFE RESEARCH,"Lunney, Daniel; Crowther, Mathew S.; Shannon, Ian; Bryant, Jessica V.",46,10.1071/WR08079,FALSE,TRUE
681,266,2008-2011,The importance of ant-rich habitats for the persistence of the Wryneck <i>Jynx torquilla</i> on farmland,2009,IBIS,"Mermod, Murielle; Reichlin, Thomas S.; Arlettaz, Raphael; Schaub, Michael",17,10.1111/j.1474-919X.2009.00956.x,TRUE,TRUE
2070,267,2008-2011,Assessing Diversity of Diurnal Lepidoptera in Habitat Fragments: Testing the Efficiency of Strip Transects,2008,ENVIRONMENTAL ENTOMOLOGY,"Williams, Matthew R.",12,10.1603/0046-225X(2008)37[1313:ADODLI]2.0.CO;2,FALSE,TRUE
1883,268,2008-2011,Differences in the degree of environmental control on large and small tropical plants: just a sampling effect?,2008,JOURNAL OF ECOLOGY,"Jones, Mirkka M.; Tuomisto, Hanna; Olivas, Paulo C.",27,10.1111/j.1365-2745.2007.01340.x,FALSE,TRUE
358,269,2008-2011,Habitat quality of source patches and connectivity in fragmented landscapes,2011,BIODIVERSITY AND CONSERVATION,"Schooley, Robert L.; Branch, Lyn C.",33,10.1007/s10531-011-0049-5,TRUE,TRUE
2142,270,2008-2011,"Capture Probability and Behavioral Response of the Robust Redhorse, a Cryptic Riverine Fish, to Electrofishing",2009,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT,"Grabowski, Timothy B.; Ferguson, Tyler D.; Peterson, James T.; Jennings, Cecil A.",9,10.1577/M08-060.1,FALSE,TRUE
926,271,2008-2011,Allee threshold and extinction threshold for spatially explicit metapopulation dynamics with Allee effects,2009,POPULATION ECOLOGY,"Sato, Kazunori",11,10.1007/s10144-009-0156-2,TRUE,FALSE
311,272,2008-2011,Factors Affecting Detectability of River Otters During Sign Surveys,2011,JOURNAL OF WILDLIFE MANAGEMENT,"Jeffress, Mackenzie R.; Paukert, Craig P.; Sandercock, Brett K.; Gipson, Philip S.",38,10.1002/jwmg.12,TRUE,FALSE
2201,273,2008-2011,Didn't you see that bug ... ? Investigating disease vector occurrence when detection is imperfect,2010,REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL,"Abad-Franch, Fernando; Ferraz, Goncalo",7,NA,FALSE,TRUE
2202,274,2008-2011,Cost-effectiveness of two monitoring strategies for the great crested newt (<i>Triturus cristatus</i>),2010,AMPHIBIA-REPTILIA,"Kroepfli, Madeleine; Heer, Patrick; Pellet, Jerome",7,10.1163/156853810791769374,FALSE,TRUE
260,275,2008-2011,Climate and the range dynamics of species with imperfect detection,2008,BIOLOGY LETTERS,"Altwegg, Res; Wheeler, Marius; Erni, Birgit",44,10.1098/rsbl.2008.0051,TRUE,TRUE
588,276,2008-2011,Evaluation of wildlife management through organic farming,2011,ECOLOGICAL ENGINEERING,"Topping, Christopher J.",20,10.1016/j.ecoleng.2011.08.010,TRUE,FALSE
407,277,2008-2011,Colonization and extinction dynamics of an annual plant metapopulation in an urban environment,2011,OIKOS,"Dornier, Antoine; Pons, Virginie; Cheptou, Pierre-Olivier",30,10.1111/j.1600-0706.2010.18959.x,TRUE,FALSE
593,278,2008-2011,Occurrence and distribution of Indian primates,2010,BIOLOGICAL CONSERVATION,"Karanth, Krithi K.; Nichols, James D.; Hines, James E.",20,10.1016/j.biocon.2010.02.011,TRUE,FALSE
895,279,2008-2011,The importance of forest patch networks for the conservation of the Thorn-tailed Rayaditos in central Chile,2010,ECOLOGICAL RESEARCH,"Vergara, Pablo M.; Hahn, Ingo J.; Zeballos, Horacio; Armesto, Juan J.",12,10.1007/s11284-010-0704-4,TRUE,FALSE
1582,280,2008-2011,Stochastic model of template-directed elongation processes in biology,2010,BIOSYSTEMS,"Schilstra, Maria J.; Nehaniv, Chrystopher L.",1,10.1016/j.biosystems.2010.07.006,TRUE,FALSE
325,281,2008-2011,An integrated model of habitat and species occurrence dynamics,2011,METHODS IN ECOLOGY AND EVOLUTION,"MacKenzie, Darryl I.; Bailey, Larissa L.; Hines, James E.; Nichols, James D.",37,10.1111/j.2041-210X.2011.00110.x,TRUE,TRUE
1670,282,2008-2011,A STUDY OF THE FRESH AIR RATE IN THE WAITING ROOM,2009,"FIFTH INTERNATIONAL WORKSHOP ON ENERGY AND ENVIRONMENT OF RESIDENTIAL BUILDINGS AND THIRD INTERNATIONAL CONFERENCE ON BUILT ENVIRONMENT AND PUBLIC HEALTH, VOL I AND II, PROCEEDINGS","Ma, Weiwu; Li, Liqing; Qin, Yingxin; Sun, Zheng; Hu, Qing; Xu, Aixiang; Zhou, Qian; Zhou, Jiemin; Chen, Zhiya",0,NA,TRUE,FALSE
333,283,2008-2011,Rapid Turnover in Site Occupancy of a Pond-breeding Frog Demonstrates the Need for Landscape-level Management,2010,WETLANDS,"Hamer, Andrew J.; Mahony, Michael J.",36,10.1007/s13157-010-0029-7,TRUE,TRUE
221,284,2008-2011,"Patterns of spatiotemporal change in large mammal distribution and abundance in the southern Western Ghats, India",2011,BIOLOGICAL CONSERVATION,"Pillay, Rajeev; Johnsingh, A. J. T.; Raghunath, R.; Madhusudan, M. D.",49,10.1016/j.biocon.2011.01.026,TRUE,TRUE
644,285,2008-2011,Stochastic ecological network occupancy (SENO) models: a new tool for modeling ecological networks across spatial scales,2010,THEORETICAL ECOLOGY,"Lafferty, Kevin D.; Dunne, Jennifer A.",18,10.1007/s12080-010-0082-0,TRUE,FALSE
24,286,2008-2011,Structured decision making as a conceptual framework to identify thresholds for conservation and management,2009,ECOLOGICAL APPLICATIONS,"Martin, Julien; Runge, Michael C.; Nichols, James D.; Lubow, Bruce C.; Kendall, William L.",196,10.1890/08-0255.1,TRUE,FALSE
423,287,2008-2011,Monitoring Golden-Cheeked Warblers on Private Lands in Texas,2010,JOURNAL OF WILDLIFE MANAGEMENT,"Collier, Bret A.; Morrison, Michael L.; Farrell, Shannon L.; Campomizzi, Andrew J.; Butcher, Jerrod A.; Hays, K. Brian; Mackenzie, Darryl I.; Wilkins, R. Neal",29,10.2193/2008-551,TRUE,FALSE
1695,288,2008-2011,"Hierarchical Modeling and Inference in Ecology: The Analysis of Data from Populations, Metapopulations and Communities",2009,"HIERARCHICAL MODELING AND INFERENCE IN ECOLOGY: THE ANALYSIS OF DATA FROM POPULATIONS, METAPOPULATIONS AND COMMUNITIES","Royle, JA; Dorazio, RM",213,NA,FALSE,TRUE
2093,289,2008-2011,Effects of commercial thinning on site occupancy and habitat use by spruce grouse in boreal Quebec,2011,CANADIAN JOURNAL OF FOREST RESEARCH,"Lycke, Ambroise; Imbeau, Louis; Drapeau, Pierre",11,10.1139/X10-226,FALSE,TRUE
806,290,2008-2011,"Comparable ecological dynamics underlie early cancer invasion and species dispersal, involving self-organizing processes",2009,JOURNAL OF THEORETICAL BIOLOGY,"Marco, Diana E.; Cannas, Sergio A.; Montemurro, Marcelo A.; Hu, Bo; Cheng, Shi-Yuan",14,10.1016/j.jtbi.2008.09.011,TRUE,FALSE
1747,291,2008-2011,Addressing challenges when studying mobile or episodic species: hierarchical Bayes estimation of occupancy and use,2011,JOURNAL OF APPLIED ECOLOGY,"Mordecai, Rua S.; Mattsson, Brady J.; Tzilkowski, Caleb J.; Cooper, Robert J.",91,10.1111/j.1365-2664.2010.01921.x,FALSE,TRUE
590,292,2008-2011,"Estimating Occupancy Dynamics in an Anuran Assemblage From Louisiana, USA",2011,JOURNAL OF WILDLIFE MANAGEMENT,"Walls, Susan C.; Waddle, J. Hardin; Dorazio, Robert M.",20,10.1002/jwmg.97,TRUE,TRUE
683,293,2008-2011,Local turnover and factors influencing the persistence of amphibians in permanent ponds from the Saxon landscapes of Transylvania,2009,NORTH-WESTERN JOURNAL OF ZOOLOGY,"Hartel, Tibor; Oellerer, Kinga",17,NA,TRUE,FALSE
1700,294,2008-2011,Gap-crossing movements predict species occupancy in Amazonian forest fragments,2009,OIKOS,"Lees, Alexander C.; Peres, Carlos A.",193,10.1111/j.1600-0706.2008.16842.x,FALSE,TRUE
13,295,2008-2011,Improving occupancy estimation when two types of observational error occur: non-detection and species misidentification,2011,ECOLOGY,"Miller, David A.; Nichols, James D.; McClintock, Brett T.; Grant, Evan H. Campbell; Bailey, Larissa L.; Weir, Linda A.",289,10.1890/10-1396.1,TRUE,TRUE
372,296,2008-2011,Traditional occupancy-abundance models are inadequate for zero-inflated ecological count data,2009,ECOLOGICAL MODELLING,"Sileshi, Gudeta; Hailu, Girma; Nyadzi, Gerson I.",32,10.1016/j.ecolmodel.2009.03.024,TRUE,FALSE
209,297,2008-2011,Enhancing the area-isolation paradigm: habitat heterogeneity and metapopulation dynamics of a rare wetland mammal,2009,ECOLOGICAL APPLICATIONS,"Schooley, Robert L.; Branch, Lyn C.",51,10.1890/08-2169.1,TRUE,TRUE
215,298,2008-2011,"Gap ecology in Florida scrub: Species occurrence, diversity and gap properties",2008,JOURNAL OF VEGETATION SCIENCE,"Menges, Eric S.; Craddock, Alaae; Salo, Jessica; Zinthefer, Robin; Weekley, Carl W.",50,10.3170/2008-8-18399,TRUE,FALSE
1811,299,2008-2011,TRENDS IN ANURAN OCCUPANCY FROM NORTHEASTERN STATES OF THE NORTH AMERICAN AMPHIBIAN MONITORING PROGRAM,2009,HERPETOLOGICAL CONSERVATION AND BIOLOGY,"Weir, Linda; Fiske, Ian J.; Royle, J. Andrew",41,NA,FALSE,TRUE
1716,300,2008-2011,Environmental Refuge from Disease-Driven Amphibian Extinction,2011,CONSERVATION BIOLOGY,"Puschendorf, Robert; Hoskin, Conrad J.; Cashins, Scott D.; McDonald, Keith; Skerratt, Lee F.; Vanderwal, Jeremy; Alford, Ross A.",142,10.1111/j.1523-1739.2011.01728.x,FALSE,TRUE
1715,301,2008-2011,Needles in haystacks: Estimating detection probability and occupancy of rare and cryptic snakes,2011,BIOLOGICAL CONSERVATION,"Durso, Andrew M.; Willson, John D.; Winne, Christopher T.",146,10.1016/j.biocon.2011.01.020,FALSE,TRUE
1698,302,2008-2011,Monitoring carnivore populations at the landscape scale: occupancy modelling of tigers from sign surveys,2011,JOURNAL OF APPLIED ECOLOGY,"Karanth, Kota Ullas; Gopalaswamy, Arjun M.; Kumar, Narayanarao Samba; Vaidyanathan, Srinivas; Nichols, James D.; MacKenzie, Darryl I.",197,10.1111/j.1365-2664.2011.02002.x,FALSE,TRUE
95,303,2008-2011,Factors affecting detection probability in plant distribution studies,2009,JOURNAL OF ECOLOGY,"Chen, Guoke; Kery, Marc; Zhang, Jinlong; Ma, Keping",88,10.1111/j.1365-2745.2009.01560.x,TRUE,FALSE
1787,304,2008-2011,Abundance/Density Case Study: Jaguars in the Americas,2011,CAMERA TRAPS IN ANIMAL ECOLOGY: METHODS AND ANALYSES,"Maffei, Leonardo; Noss, Andrew J.; Silver, Scott C.; Kelly, Marcella J.",52,10.1007/978-4-431-99495-4_8,FALSE,TRUE
1792,305,2008-2011,A comparison of simultaneous autoregressive and generalized least squares models for dealing with spatial autocorrelation,2009,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"Begueria, S.; Pueyo, Y.",50,10.1111/j.1466-8238.2009.00446.x,FALSE,TRUE
1821,306,2008-2011,Using multilevel spatial models to understand salamander site occupancy patterns after wildfire,2011,ECOLOGY,"Chelgren, Nathan D.; Adams, Michael J.; Bailey, Larissa L.; Bury, R. Bruce",39,10.1890/10-0322.1,FALSE,TRUE
894,307,2008-2011,SETTLEMENT IN NOVEL HABITATS INDUCED BY SOCIAL INFORMATION MAY DISRUPT COMMUNITY STRUCTURE,2010,CONDOR,"Betts, Matthew G.; Nocera, Joseph J.; Hadley, Adam S.",12,10.1525/cond.2010.090244,TRUE,TRUE
890,308,2008-2011,Exploring sensitivity of a multistate occupancy model to inform management decisions,2011,JOURNAL OF APPLIED ECOLOGY,"Green, Adam W.; Bailey, Larissa L.; Nichols, James D.",12,10.1111/j.1365-2664.2011.01995.x,TRUE,TRUE
2171,309,2008-2011,"A threshold response to habitat disturbance by forest birds in the Choco Andean corridor, Northwest Ecuador",2009,BIODIVERSITY AND CONSERVATION,"Mordecai, Rua S.; Cooper, Robert J.; Justicia, Rebeca",8,10.1007/s10531-009-9599-1,FALSE,TRUE
314,310,2008-2011,Influence of cabin conditions on placement and response of contaminant detection sensors in a commercial aircraft,2008,JOURNAL OF ENVIRONMENTAL MONITORING,"Mazumdar, Sagnik; Chen, Qingyan",38,10.1039/b713187a,TRUE,FALSE
856,311,2008-2011,Spatial dynamics of sympatric canids: Modeling the impact of coyotes on red wolf recovery,2008,ECOLOGICAL MODELLING,"Roth, James D.; Murray, Dennis L.; Steury, Todd D.",13,10.1016/j.ecolmodel.2008.03.011,TRUE,FALSE
173,312,2008-2011,"Fine-scale environmental variation in species distribution modelling: regression dilution, latent variables and neighbourly advice",2011,METHODS IN ECOLOGY AND EVOLUTION,"McInerny, Greg J.; Purves, Drew W.",57,10.1111/j.2041-210X.2010.00077.x,TRUE,FALSE
2119,313,2008-2011,A novel approach for assessing density and range-wide abundance of prairie dogs,2008,JOURNAL OF MAMMALOGY,"Facka, Aaron N.; Ford, Paulette L.; Roemer, Gary W.",10,10.1644/06-MAMM-A-450R.1,FALSE,TRUE
929,314,2008-2011,Modeling patch occupancy: Relative performance of ecologically scaled landscape indices,2009,LANDSCAPE ECOLOGY,"Rizkalla, Carol E.; Moore, Jeffrey E.; Swihart, Robert K.",11,10.1007/s10980-008-9281-0,TRUE,FALSE
110,315,2008-2011,The distribution and abundance of animal populations in a climate of uncertainty,2009,OIKOS,"Berggren, Asa; Bjorkman, Christer; Bylund, Helena; Ayres, Matthew P.",83,10.1111/j.1600-0706.2009.17558.x,TRUE,FALSE
2200,316,2008-2011,Testing climate-based species distribution models with recent field surveys of pond-breeding amphibians in eastern Missouri,2011,CANADIAN JOURNAL OF ZOOLOGY,"Trumbo, D. R.; Burgett, A. A.; Knouft, J. H.",7,10.1139/Z11-083,FALSE,TRUE
38,317,2008-2011,Substantial Histone Reduction Modulates Genomewide Nucleosomal Occupancy and Global Transcriptional Output,2011,PLOS BIOLOGY,"Celona, Barbara; Weiner, Assaf; Di Felice, Francesca; Mancuso, Francesco M.; Cesarini, Elisa; Rossi, Riccardo L.; Gregory, Lorna; Baban, Dilair; Rossetti, Grazisa; Grianti, Paolo; Pagani, Massimiliano; Bonaldi, Tiziana; Ragoussis, Jiannis; Friedman, Nir; Camilloni, Giorgio; Bianchi, Marco E.; Agresti, Alessandra",151,10.1371/journal.pbio.1001086,TRUE,FALSE
498,318,2008-2011,THE USE OF SOCIAL CUES IN HABITAT SELECTION BY WETLAND BIRDS,2010,CONDOR,"Ward, Michael P.; Benson, Thomas J.; Semel, Brad; Herkert, James R.",24,10.1525/cond.2010.090238,TRUE,FALSE
723,319,2008-2011,Metapopulation dynamics and threatened species management:: Why does the broad-toothed rat (<i>Mastacomys fuscus</i>) persist?,2008,BIOLOGICAL CONSERVATION,"O'Brien, Clare M.; Crowther, Mathew S.; Dickman, Christopher R.; Keating, Joshua",16,10.1016/j.biocon.2008.05.020,TRUE,FALSE
2143,320,2008-2011,Considerations on the Use of Remote Cameras to Detect Canada Lynx in Northern Maine,2009,NORTHEASTERN NATURALIST,"Nielsen, Clayton K.; McCollough, Mark A.",9,10.1656/045.016.0114,FALSE,TRUE
1781,321,2008-2011,Experimental Investigation of Observation Error in Anuran Call Surveys,2010,JOURNAL OF WILDLIFE MANAGEMENT,"Mcclintock, Brett T.; Bailey, Larissa L.; Pollock, Kenneth H.; Simons, Theodore R.",56,10.2193/2009-321,FALSE,TRUE
373,322,2008-2011,Invasion dynamics of an introduced squirrel in Argentina,2008,ECOGRAPHY,"Guichon, M. Laura; Doncaster, C. Patrick",32,10.1111/j.0906-7590.2008.5308.x,TRUE,FALSE
108,323,2008-2011,Occupancy dynamics in a tropical bird community: unexpectedly high forest use by birds classified as non-forest species,2010,JOURNAL OF APPLIED ECOLOGY,"Ruiz-Gutierrez, Viviana; Zipkin, Elise F.; Dhondt, Andre A.",83,10.1111/j.1365-2664.2010.01811.x,TRUE,FALSE
206,324,2008-2011,Landscape matrix mediates occupancy dynamics of Neotropical avian insectivores,2011,ECOLOGICAL APPLICATIONS,"Kennedy, Christina M.; Grant, Evan H. Campbell; Neel, Maile C.; Fagan, William F.; Marra, Peter P.",51,NA,TRUE,FALSE
1759,325,2008-2011,"The Need for Large-Scale, Integrated Studies of Biodiversity - the Experience of the Program for Biodiversity Research in Brazilian Amazonia",2010,NATUREZA & CONSERVACAO,"Capellotto Costa, Flavia Regina; Magnusson, William Ernest",73,10.4322/natcon.00801001,FALSE,TRUE
2034,326,2008-2011,History Matters: Relating Land-Use Change to Butterfly Species Occurrence,2009,ENVIRONMENTAL MANAGEMENT,"Luetolf, Michael; Guisan, Antoine; Kienast, Felix",14,10.1007/s00267-008-9256-6,FALSE,TRUE
464,327,2008-2011,Spatial patterns of coexistence of competing species in patchy habitat,2008,THEORETICAL ECOLOGY,"Hanski, Ilkka",26,10.1007/s12080-007-0004-y,TRUE,FALSE
