Review_ID,StrataRank,Strata,Title,Year,Journal,Authors,Citations,DOI,KeyTerms,CitesMackenzie
1062,171,2008-2011,Effects of commercial thinning on site occupancy and habitat use by spruce grouse in boreal Quebec,2011,CANADIAN JOURNAL OF FOREST RESEARCH,"Lycke, Ambroise; Imbeau, Louis; Drapeau, Pierre",11,10.1139/X10-226,FALSE,TRUE
934,172,2008-2011,"EFFECTS OF PRIOR DETECTIONS ON ESTIMATES OF DETECTION PROBABILITY, ABUNDANCE, AND OCCUPANCY",2010,AUK,"Riddle, Jason D.; Mordecai, Rua S.; Pollock, Kenneth H.; Simons, Theodore R.",18,10.1525/auk.2009.09062,FALSE,TRUE
883,173,2008-2011,Non-Native Species Impacts on Pond Occupancy by an Anuran,2011,JOURNAL OF WILDLIFE MANAGEMENT,"Adams, Michael J.; Pearl, Christopher A.; Galvan, Stephanie; McCreary, Brome",21,10.1002/jwmg.29,FALSE,TRUE
1257,174,2008-2011,Occupancy and Abundance of Wintering Birds in a Dynamic Agricultural Landscape,2011,JOURNAL OF WILDLIFE MANAGEMENT,"Miller, Mark W.; Pearlstine, Elise V.; Dorazio, Robert M.; Mazzotti, Frank J.",5,10.1002/jwmg.98,FALSE,TRUE
97,175,2008-2011,Monitoring multiple species: Estimating state variables and exploring the efficacy of a monitoring program,2009,BIOLOGICAL CONSERVATION,"Mattfeldt, Sandra D.; Bailey, Larissa L.; Grant, Evan H. Campbell",34,10.1016/j.biocon.2008.12.002,TRUE,TRUE
781,176,2008-2011,FACTORS RELATED TO OCCUPANCY OF BREEDING WETLANDS BY FLATWOODS SALAMANDER LARVAE,2009,WETLANDS,"Gorman, Thomas A.; Haas, Carola A.; Bishop, David C.",33,10.1672/08-155.1,FALSE,TRUE
510,177,2008-2011,OCCUPANCY DYNAMICS,2009,"HIERARCHICAL MODELING AND INFERENCE IN ECOLOGY: THE ANALYSIS OF DATA FROM POPULATIONS, METAPOPULATIONS AND COMMUNITIES","Royle, J. Andrew; Dorazio, Robert M.",2,NA,TRUE,FALSE
854,178,2008-2011,Estimation of Species Richness of Large Vertebrates Using Camera Traps: An Example from an Indonesian Rainforest,2011,CAMERA TRAPS IN ANIMAL ECOLOGY: METHODS AND ANALYSES,"O'Brien, Timothy G.; Kinnaird, Margaret F.; Wibisono, Hariyo T.",24,10.1007/978-4-431-99495-4_13,FALSE,TRUE
130,179,2008-2011,Bird community response to fruit energy,2010,JOURNAL OF ANIMAL ECOLOGY,"Peters, Valerie E.; Mordecai, Rua; Carroll, C. Ronald; Cooper, Robert J.; Greenberg, Russell",27,10.1111/j.1365-2656.2010.01699.x,TRUE,TRUE
590,180,2008-2011,Modeling Individual Animal Histories with Multistate Capture-Recapture Models,2009,"ADVANCES IN ECOLOGICAL RESEARCH, VOL 41","Lebreton, Jean-Dominique; Nichols, James D.; Barker, Richard J.; Pradel, Roger; Spendelow, Jeffrey A.",256,10.1016/S0065-2504(09)00403-6,FALSE,TRUE
6,181,2008-2011,Improving occupancy estimation when two types of observational error occur: non-detection and species misidentification,2011,ECOLOGY,"Miller, David A.; Nichols, James D.; McClintock, Brett T.; Grant, Evan H. Campbell; Bailey, Larissa L.; Weir, Linda A.",289,10.1890/10-1396.1,TRUE,TRUE
483,182,2008-2011,"Evaluating the Small Population Paradigm for Rare Large-Bodied Woodpeckers, with Implications for the Ivory-billed Woodpecker",2008,AVIAN CONSERVATION AND ECOLOGY,"Mattsson, Brady J.; Mordecai, Rua S.; Conroy, Michael J.; Peterson, James T.; Cooper, Robert J.; Christensen, Hans",3,NA,TRUE,TRUE
152,183,2008-2011,Effects of landscape urbanization on magpie occupancy dynamics in France,2008,LANDSCAPE ECOLOGY,"Francois, Chiron; Alexandre, Lee; Julliard, Romain",24,10.1007/s10980-008-9211-1,TRUE,TRUE
1213,184,2008-2011,How frequent is metapopulation structure among butterflies in grasslands? Occurrence patterns in a forest-dominated landscape in southern Sweden,2011,ECOSCIENCE,"Ranius, Thomas; Nilsson, Sven G.; Franzen, Markus",6,10.2980/18-2-3396,FALSE,TRUE
741,185,2008-2011,TRENDS IN ANURAN OCCUPANCY FROM NORTHEASTERN STATES OF THE NORTH AMERICAN AMPHIBIAN MONITORING PROGRAM,2009,HERPETOLOGICAL CONSERVATION AND BIOLOGY,"Weir, Linda; Fiske, Ian J.; Royle, J. Andrew",41,NA,FALSE,TRUE
618,186,2008-2011,Seeking a second opinion: uncertainty in disease ecology,2010,ECOLOGY LETTERS,"McClintock, Brett T.; Nichols, James D.; Bailey, Larissa L.; MacKenzie, Darryl I.; Kendall, William. L.; Franklin, Alan B.",152,10.1111/j.1461-0248.2010.01472.x,FALSE,TRUE
1149,187,2008-2011,"SPOTTED OWL RESEARCH: A QUARTER CENTURY OF CONTRIBUTIONS TO EDUCATION, ORNITHOLOGY, ECOLOGY, AND WILDLIFE MANAGEMENT",2008,CONDOR,"Gutierrez, R. J.",8,10.1525/cond.2008.8615,FALSE,TRUE
998,188,2008-2011,Estimating individual survival using territory occupancy data on unmarked animals,2010,JOURNAL OF APPLIED ECOLOGY,"Roth, Tobias; Amrhein, Valentin",14,10.1111/j.1365-2664.2010.01786.x,FALSE,TRUE
78,189,2008-2011,Bayesian state-space modeling of metapopulation dynamics in the Glanville fritillary butterfly,2011,ECOLOGICAL MONOGRAPHS,"Harrison, Philip J.; Hanski, Ilkka; Ovaskainen, Otso",44,10.1890/11-0192.1,TRUE,FALSE
584,190,2008-2011,Detecting range shifts from historical species occurrences: new perspectives on old data,2009,TRENDS IN ECOLOGY & EVOLUTION,"Tingley, Morgan W.; Beissinger, Steven R.",289,10.1016/j.tree.2009.05.009,FALSE,TRUE
933,191,2008-2011,Landscape structure and local habitat characteristics as correlates of <i>Glaucomys sabrinus</i> and <i>Tamiasciurus hudsonicus</i> occurrence,2010,JOURNAL OF MAMMALOGY,"Patterson, Jesse E. H.; Malcolm, Jay R.",18,10.1644/09-MAMM-A-118.1,FALSE,TRUE
1180,192,2008-2011,Didn't you see that bug ... ? Investigating disease vector occurrence when detection is imperfect,2010,REVISTA DA SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL,"Abad-Franch, Fernando; Ferraz, Goncalo",7,NA,FALSE,TRUE
1212,193,2008-2011,"Effects of seasonality, isolation and patch quality for habitat selection processes by mute swans <i>Cygnus olor</i> in a fishpond landscape",2011,OIKOS,"Gayet, Guillaume; Guillemain, Matthieu; Benmergui, Maurice; Mesleard, Francois; Boulinier, Thierry; Bienvenu, Jean-Philippe; Fritz, Herve; Broyer, Joel",6,10.1111/j.1600-0706.2010.18750.x,FALSE,TRUE
260,194,2008-2011,Using occupancy models to determine mammalian responses to landscape changes,2009,INTEGRATIVE ZOOLOGY,"Nicholson, Jeremy M.; Van Manen, Frank T.",14,10.1111/j.1749-4877.2009.00159.x,TRUE,TRUE
300,195,2008-2011,"Influence of Gravel Mining and Other Factors on Detection Probabilities of Coastal Plain Fishes in the Mobile River Basin, Alabama",2008,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY,"Hayer, Cari-Ann; Irwin, Elise R.",12,10.1577/T07-153.1,TRUE,TRUE
650,196,2008-2011,Knowledge-based versus data-driven fuzzy habitat suitability models for river management,2009,ENVIRONMENTAL MODELLING & SOFTWARE,"Mouton, A. M.; De Baets, B.; Goethals, P. L. M.",99,10.1016/j.envsoft.2009.02.005,FALSE,TRUE
999,197,2008-2011,History Matters: Relating Land-Use Change to Butterfly Species Occurrence,2009,ENVIRONMENTAL MANAGEMENT,"Luetolf, Michael; Guisan, Antoine; Kienast, Felix",14,10.1007/s00267-008-9256-6,FALSE,TRUE
722,198,2008-2011,"Spawning phenology and habitat use in a Great Plains, USA, stream fish assemblage: an occupancy estimation approach",2010,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,"Falke, Jeffrey A.; Fausch, Kurt D.; Bestgen, Kevin R.; Bailey, Larissa L.",49,10.1139/F10-109,FALSE,TRUE
213,199,2008-2011,Temporal patch occupancy dynamics of the Siberian flying squirrel in a boreal forest landscape,2008,ECOGRAPHY,"Hurme, Eija; Monkkonen, Mikko; Reunanen, Pasi; Nikula, Ari; Nivala, Vesa",17,10.1111/j.0906-7590.2008.05373.x,TRUE,FALSE
451,200,2008-2011,Occupancy dynamics of wild rabbits (<i>Oryctolagus cuniculus</i>) in the coastal dunes of the Netherlands with imperfect detection,2011,WILDLIFE RESEARCH,"van Strien, A. J.; Dekker, J. J. A.; Straver, M.; van der Meij, T.; Soldaat, L. L.; Ehrenburg, A.; van Loon, E.",4,10.1071/WR11050,TRUE,FALSE
904,201,2008-2011,Understanding Declines in Rusty Blackbirds,2011,BOREAL BIRDS OF NORTH AMERICA: A HEMISPHERIC VIEW OF THEIR CONSERVATION LINKS AND SIGNIFICANCE,"Greenberg, Russell; Demarest, Dean W.; Matsuoka, Steven M.; Mettke-Hofmann, Claudia; Evers, David; Hamel, Paul B.; Luscier, Jason; Powell, Luke L.; Shaw, David; Avery, Michael L.; Hobson, Keith A.; Blancher, Peter J.; Niven, Daniel K.",20,NA,FALSE,TRUE
981,202,2008-2011,Population dynamics of six land snail species in experimentally fragmented grassland,2009,JOURNAL OF ANIMAL ECOLOGY,"Stoll, Peter; Oggier, Peter; Baur, Bruno",15,10.1111/j.1365-2656.2008.01478.x,FALSE,TRUE
979,203,2008-2011,Forecasting population trend from the scaling pattern of occupancy,2011,ECOLOGICAL MODELLING,"Hui, Cang",15,10.1016/j.ecolmodel.2010.10.020,FALSE,TRUE
509,204,2008-2011,Local-regional richness relationships and alternative stable states in metacommunities with local facilitation,2011,THEORETICAL ECOLOGY,"Takimoto, Gaku",2,10.1007/s12080-010-0085-x,TRUE,FALSE
623,205,2008-2011,Environmental Refuge from Disease-Driven Amphibian Extinction,2011,CONSERVATION BIOLOGY,"Puschendorf, Robert; Hoskin, Conrad J.; Cashins, Scott D.; McDonald, Keith; Skerratt, Lee F.; Vanderwal, Jeremy; Alford, Ross A.",142,10.1111/j.1523-1739.2011.01728.x,FALSE,TRUE
1332,206,2008-2011,Spatial Patch Occupancy Patterns of the Lower Keys Marsh Rabbit,2011,JOURNAL OF WILDLIFE MANAGEMENT,"Eaton, Mitchell J.; Hughes, Phillip T.; Nichols, James D.; Morkill, Anne; Anderson, Chad",3,10.1002/jwmg.152,FALSE,TRUE
1294,207,2008-2011,Insights from Ecological Theory on Temporal Dynamics and Species Distribution Modeling,2011,PREDICTIVE SPECIES AND HABITAT MODELING IN LANDSCAPE ECOLOOGY: CONCEPTS AND APPLICATIONS,"Fletcher, Robert J., Jr.; Young, Jock S.; Hutto, Richard L.; Noson, Anna; Rota, Christopher T.",4,10.1007/978-1-4419-7390-0_6,FALSE,TRUE
66,208,2008-2011,Effects of Urbanization on Occupancy of Stream Salamanders,2011,CONSERVATION BIOLOGY,"Price, Steven J.; Cecala, Kristen K.; Browne, Robert A.; Dorcas, Michael E.",49,10.1111/j.1523-1739.2010.01627.x,TRUE,FALSE
544,209,2008-2011,<i>A long-term monitoring program of the Ocellated Lizard</i> (Timon lepidus) <i>population on Oleron Island</i>,2011,REVUE D ECOLOGIE-LA TERRE ET LA VIE,"Dore, Florian; Grillet, Pierre; Thirion, Jean-Marc; Besnard, Aurelien; Cheylan, Marc",1,NA,TRUE,TRUE
90,210,2008-2011,An integrated model of habitat and species occurrence dynamics,2011,METHODS IN ECOLOGY AND EVOLUTION,"MacKenzie, Darryl I.; Bailey, Larissa L.; Hines, James E.; Nichols, James D.",37,10.1111/j.2041-210X.2011.00110.x,TRUE,TRUE
690,211,2008-2011,"Decomposing environmental, spatial, and spatiotemporal components of species distributions",2011,ECOLOGICAL MONOGRAPHS,"Hothorn, Torsten; Mueller, Joerg; Schroeder, Boris; Kneib, Thomas; Brandl, Roland",63,10.1890/10-0602.1,FALSE,TRUE
713,212,2008-2011,Agent-Based Inference for Animal Movement and Selection,2010,JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS,"Hooten, Mevin B.; Johnson, Devin S.; Hanks, Ephraim M.; Lowry, John H.",51,10.1007/s13253-010-0038-2,FALSE,TRUE
571,1,2012-2015,KEY FACTORS CONTROLLING THE METAPOPULATION DYNAMICS OF THE LITTLE GREBE <i>TACHYBAPTUS RUFICOLLIS</i> IN AN ARTIFICIAL HABITAT NETWORK OF IRRIGATION PONDS,2015,ARDEOLA,"Sebastian-Gonzalez, Esther; Luisa Alexander, Karen; Antonio Sanchez-Zapata, Jose; Botella, Francisco",0,10.13157/arla.62.1.2015.151,TRUE,TRUE
1087,2,2012-2015,Conservation of species occupying ephemeral and patchy habitats in agricultural landscapes: The case of the Eurasian reed warbler,2013,LANDSCAPE AND URBAN PLANNING,"Sozio, Giulia; Mortelliti, Alessio; Boccacci, Francesca; Ranchelli, Elisa; Battisti, Corrado; Boitani, Luigi",10,10.1016/j.landurbplan.2013.06.006,FALSE,TRUE
1210,3,2012-2015,EFFECTIVENESS OF CALL-BROADCAST SURVEYS TO DETECT TERRITORIAL PEREGRINE FALCONS,2012,JOURNAL OF RAPTOR RESEARCH,"Barnes, Joseph G.; Jaeger, Jef R.; Thompson, Daniel B.",6,10.3356/JRR-11-61.1,FALSE,TRUE
11,4,2012-2015,Advances and applications of occupancymodels,2014,METHODS IN ECOLOGY AND EVOLUTION,"Bailey, Larissa L.; MacKenzie, Darryl I.; Nichols, James D.",170,10.1111/2041-210X.12100,TRUE,TRUE
918,5,2012-2015,Estimating Detectability and Biological Parameters of Interest with the Use of the R Environment,2015,JOURNAL OF HERPETOLOGY,"Mazerolle, Marc J.",19,10.1670/14-075,FALSE,TRUE
26,6,2012-2015,Competitive Interactions and Resource Partitioning Between Northern Spotted Owls and Barred Owls in Western Oregon,2014,WILDLIFE MONOGRAPHS,"Wiens, J. David; Anthony, Robert G.; Forsman, Eric D.",92,10.1002/wmon.1009,TRUE,FALSE
606,7,2012-2015,Site occupancy models in the analysis of environmental DNA presence/absence surveys: a case study of an emerging amphibian pathogen,2013,METHODS IN ECOLOGY AND EVOLUTION,"Schmidt, Benedikt R.; Kery, Marc; Ursenbacher, Sylvain; Hyman, Oliver J.; Collins, James P.",190,10.1111/2041-210X.12052,FALSE,TRUE
626,8,2012-2015,Monitoring the Status and Trends of Tropical Forest Terrestrial Vertebrate Communities from Camera Trap Data: A Tool for Conservation,2013,PLOS ONE,"Ahumada, Jorge A.; Hurtado, Johanna; Lizcano, Diego",129,10.1371/journal.pone.0073707,FALSE,TRUE
631,9,2012-2015,Use of camera traps for wildlife studies. A review,2014,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,"Trolliet, Franck; Huynen, Marie-Claude; Vermeulen, Cedric; Hambuckers, Alain",123,NA,FALSE,TRUE
1173,10,2012-2015,"Identifying Common Patterns in Diverse Systems: Effects of Exurban Development on Birds of the Adirondack Park and the Greater Yellowstone Ecosystem, USA",2015,ENVIRONMENTAL MANAGEMENT,"Glennon, Michale J.; Kretser, Heidi E.; Hilty, Jodi A.",7,10.1007/s00267-014-0405-9,FALSE,TRUE
1141,11,2012-2015,Kickoff to Conflict: A Sequence Analysis of Intra-State Conflict-Preceding Event Structures,2015,PLOS ONE,"D'Orazio, Vito; Yonamine, James E.",8,10.1371/journal.pone.0122472,FALSE,TRUE
428,12,2012-2015,Integrating dynamic occupancy modeling and genetics to infer the status of the imperiled flattened musk turtle,2015,BIOLOGICAL CONSERVATION,"Scott, Peter A.; Rissler, Leslie J.",5,10.1016/j.biocon.2015.10.004,TRUE,TRUE
1209,13,2012-2015,Evidence-based assessment of butterfly habitat restoration to enhance management practices,2013,BIODIVERSITY AND CONSERVATION,"Heer, Patrick; Pellet, Jerome; Sierro, Antoine; Arlettaz, Raphael",6,10.1007/s10531-012-0417-9,FALSE,TRUE
1105,14,2012-2015,Rhinos in the Parks: An Island-Wide Survey of the Last Wild Population of the Sumatran Rhinoceros,2015,PLOS ONE,"Pusparini, Wulan; Sievert, Paul R.; Fuller, Todd K.; Randhir, Timothy O.; Andayani, Noviar",9,10.1371/journal.pone.0136643,FALSE,TRUE
1013,15,2012-2015,Matrix Matters: Differences of Grand Skink Metapopulation Parameters in Native Tussock Grasslands and Exotic Pasture Grasslands,2013,PLOS ONE,"Gebauer, Konstanze; Dickinson, Katharine J. M.; Whigham, Peter A.; Seddon, Philip J.",13,10.1371/journal.pone.0076076,FALSE,TRUE
697,16,2012-2015,Effects of forest management on California Spotted Owls: implications for reducing wildfire risk in fire-prone forests,2014,ECOLOGICAL APPLICATIONS,"Tempel, Douglas J.; Gutierrez, R. J.; Whitmore, Sheila A.; Reetz, Matthew J.; Stoelting, Ricka E.; Berigan, William J.; Seamans, Mark E.; Peery, M. Zachariah",61,10.1890/13-2192.1,FALSE,TRUE
675,17,2012-2015,Determining Occurrence Dynamics when False Positives Occur: Estimating the Range Dynamics of Wolves from Public Survey Data,2013,PLOS ONE,"Miller, David A. W.; Nichols, James D.; Gude, Justin A.; Rich, Lindsey N.; Podruzny, Kevin M.; Hines, James E.; Mitchell, Michael S.",74,10.1371/journal.pone.0065808,FALSE,TRUE
899,18,2012-2015,"Distribution, occupancy, and habitat associations of the gray-faced sengi (<i>Rhynchocyon udzungwensis</i>) as revealed by camera traps",2013,JOURNAL OF MAMMALOGY,"Rovero, Francesco; Collett, Leah; Ricci, Silvia; Martin, Emanuel; Spitale, Daniel",20,10.1644/12-MAMM-A-235.1,FALSE,TRUE
1292,19,2012-2015,Use of Large Clear-Cuts by Wilson's Warbler in an Eastern Canadian Boreal Forest,2012,AVIAN CONSERVATION AND ECOLOGY,"Desrochers, Andre; Tardif, Jacinthe; Mazerolle, Marc J.",4,10.5751/ACE-00521-070201,FALSE,TRUE
1139,20,2012-2015,Short-term anuran community dynamics in the Missouri River floodplain following an historic flood,2015,ECOSPHERE,"Grant, Tyler J.; Otis, David L.; Koford, Rolf R.",8,10.1890/ES15-00011.1,FALSE,TRUE
237,21,2012-2015,Barred Owls and Landscape Attributes Influence Territory Occupancy of Northern Spotted Owls,2014,JOURNAL OF WILDLIFE MANAGEMENT,"Sovern, Stan G.; Forsman, Eric D.; Olson, Gail S.; Biswell, Brian L.; Taylor, Margaret; Anthony, Robert G.",15,10.1002/jwmg.793,TRUE,TRUE
46,22,2012-2015,Neighborhood and habitat effects on vital rates: expansion of the Barred Owl in the Oregon Coast Ranges,2012,ECOLOGY,"Yackulic, Charles B.; Reid, Janice; Davis, Raymond; Hines, James E.; Nichols, James D.; Forsman, Eric",63,10.1890/11-1709.1,TRUE,TRUE
1202,23,2012-2015,Occupancy Modeling of Woodpeckers: Maximizing Detections for Multiple Species With Multiple Spatial Scales,2014,JOURNAL OF FISH AND WILDLIFE MANAGEMENT,"Baumgardt, Jeremy A.; Sauder, Joel D.; Nicholson, Kerry L.",6,10.3996/042013-JFWM-031,FALSE,TRUE
959,24,2012-2015,Multi-scale Roost Site Selection by Rafinesque's Big-eared Bat (Corynorhinus rafinesquii) and Southeastern Myotis (Myotis austroriparius) in Mississippi,2013,AMERICAN MIDLAND NATURALIST,"Fleming, Heather L.; Jones, Jeanne C.; Belant, Jerrold L.; Richardson, David M.",16,NA,FALSE,TRUE
745,25,2012-2015,Long-term and large-scale control of the introduced red fox increases native mammal occupancy in Australian forests,2014,BIOLOGICAL CONSERVATION,"Robley, Alan; Gormley, Andrew M.; Forsyth, David M.; Triggs, Barbara",40,10.1016/j.biocon.2014.10.017,FALSE,TRUE
366,26,2012-2015,Factors affecting Burrowing Owl occupancy of prairie dog colonies,2014,CONDOR,"Alverson, Kristen M.; Dinsmore, Stephen J.",8,10.1650/CONDOR-13-167.1,TRUE,TRUE
162,27,2012-2015,Applying occupancy estimation and modelling to the analysis of atlas data,2013,DIVERSITY AND DISTRIBUTIONS,"Sadoti, Giancarlo; Zuckerberg, Benjamin; Jarzyna, Marta A.; Porter, William F.",22,10.1111/ddi.12041,TRUE,TRUE
409,28,2012-2015,Time-lags in primate occupancy: a study case using dynamic models,2015,NATUREZA & CONSERVACAO,"Sales, Lilian Patricia; Hayward, Matthew Warrington; Zambaldi, Ludimilla; Passamani, Marcelo; de Melo, Fabiano Rodrigues; Loyola, Rafael",6,10.1016/j.ncon.2015.10.003,TRUE,TRUE
930,29,2012-2015,The impact of habitat fragmentation on the ecology of xenarthrans (Mammalia) in the Brazilian Cerrado,2013,LANDSCAPE ECOLOGY,"Zimbres, Barbara; Furtado, Mariana M.; Jacomo, Anah T. A.; Silveira, Leandro; Sollmann, Rahel; Torres, Natalia M.; Machado, Ricardo B.; Marinho-Filho, Jader",18,10.1007/s10980-012-9832-2,FALSE,TRUE
4,30,2012-2015,Factors influencing detection of eDNA from a stream-dwelling amphibian,2014,MOLECULAR ECOLOGY RESOURCES,"Pilliod, David S.; Goldberg, Caren S.; Arkle, Robert S.; Waits, Lisette P.",299,10.1111/1755-0998.12159,TRUE,FALSE
543,31,2012-2015,"Detection probability of the Collared Flycatcher <i>Ficedula albicollis</i> during quick, multiple surveys: a case study in an isolated population in northern Poland",2013,ORNIS FENNICA,"Neubauer, Grzegorz; Sikora, Arkadiusz",1,NA,TRUE,TRUE
830,32,2012-2015,Accounting for detectability when surveying for rare or declining reptiles: Turning rocks to find the Grassland Earless Dragon in Australia,2015,BIOLOGICAL CONSERVATION,"McGrath, Tim; Guillera-Arroita, Gurutzeta; Lahoz-Monfort, Jose J.; Osborne, Will; Hunter, David; Sarre, Stephen D.",26,10.1016/j.biocon.2014.11.028,FALSE,TRUE
707,33,2012-2015,Monitoring in the presence of species misidentification: the case of the Eurasian lynx in the Alps,2012,ANIMAL CONSERVATION,"Molinari-Jobin, A.; Kery, M.; Marboutin, E.; Molinari, P.; Koren, I.; Fuxjaeger, C.; Breitenmoser-Wuersten, C.; Woelfl, S.; Fasel, M.; Kos, I.; Woelfl, M.; Breitenmoser, U.",53,10.1111/j.1469-1795.2011.00511.x,FALSE,TRUE
482,34,2012-2015,"Site occupancy dynamics of northern spotted owls in managed interior Douglas fir forests, California, USA, 1995-2009",2012,JOURNAL OF WILDLIFE MANAGEMENT,"Farber, Stuart L.; Kroll, Andrew J.",3,10.1002/jwmg.368,TRUE,TRUE
945,35,2012-2015,"Estimating detection probability for Canada lynx <i>Lynx canadensis</i> using snow-track surveys in the northern Rocky Mountains, Montana, USA",2012,WILDLIFE BIOLOGY,"Squires, John R.; Olson, Lucretia E.; Turner, David L.; DeCesare, Nicholas J.; Kolbe, Jay A.",17,10.2981/10-105,FALSE,TRUE
747,36,2012-2015,Anthropogenic refugia ameliorate the severe climate-related decline of a montane mammal along its trailing edge,2012,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"Morelli, Toni Lyn; Smith, Adam B.; Kastely, Christina R.; Mastroserio, Ilaria; Moritz, Craig; Beissinger, Steven R.",40,10.1098/rspb.2012.1301,FALSE,TRUE
388,37,2012-2015,Occupancy Dynamics of Breeding Crawfish Frogs in Southeastern Indiana,2012,WILDLIFE SOCIETY BULLETIN,"Williams, Perry J.; Robb, Joseph R.; Karns, Daryl R.",7,10.1002/wsb.148,TRUE,FALSE
277,38,2012-2015,DIFFERENCE IN DETECTION AND OCCUPANCY BETWEEN TWO ANURANS: THE IMPORTANCE OF SPECIES-SPECIFIC MONITORING,2014,HERPETOLOGICAL CONSERVATION AND BIOLOGY,"Smith, Des H. V.; Jones, Breana; Randall, Lea; Prescott, David R. C.",13,NA,TRUE,TRUE
64,39,2012-2015,Spatially Explicit Power Analyses for Occupancy-Based Monitoring of Wolverine in the U.S. Rocky Mountains,2014,CONSERVATION BIOLOGY,"Ellis, Martha M.; Ivan, Jacob S.; Schwartz, Michael K.",49,10.1111/cobi.12139,TRUE,FALSE
334,40,2012-2015,Long and short term residence in refuge burrows by endangered pygmy bluetongue lizards,2015,AMPHIBIA-REPTILIA,"Bull, C. Michael; Godfrey, Stephanie S.; Ebrahimi, Mehregan; Fenner, Aaron L.",10,10.1163/15685381-00002984,TRUE,FALSE
809,41,2012-2015,Gauging the impact of management expertise on the distribution of large mammals across protected areas,2012,DIVERSITY AND DISTRIBUTIONS,"Li, Sheng; McShea, William J.; Wang, Dajun; Lu, Zhi; Gu, Xiaodong",28,10.1111/j.1472-4642.2012.00907.x,FALSE,TRUE
1174,42,2012-2015,"Mapping the likelihood of koalas across New South Wales for use in Private Native Forestry: developing a simple, species distribution model that deals with opportunistic data",2015,AUSTRALIAN MAMMALOGY,"Predavec, Martin; Lunney, Daniel; Shannon, Ian; Scotts, Dave; Turbill, John; Faulkner, Bill",7,10.1071/AM15001,FALSE,TRUE
61,43,2012-2015,Estimating population impacts via dynamic occupancy analysis of Before-After Control-Impact studies,2012,ECOLOGICAL APPLICATIONS,"Popescu, Viorel D.; de Valpine, Perry; Tempel, Douglas; Peery, M. Zachariah",51,10.1890/11-1669.1,TRUE,TRUE
14,44,2012-2015,Spatial occupancy models for large data sets,2013,ECOLOGY,"Johnson, Devin S.; Conn, Paul B.; Hooten, Mevin B.; Ray, Justina C.; Pond, Bruce A.",123,10.1890/12-0564.1,TRUE,FALSE
109,45,2012-2015,Effects of rangeland management on the site occupancy dynamics of prairie-chickens in a protected prairie preserve,2012,JOURNAL OF WILDLIFE MANAGEMENT,"Mcnew, Lance B.; Prebyl, Thomas J.; Sandercock, Brett K.",32,10.1002/jwmg.237,TRUE,TRUE
1111,46,2012-2015,Multivariate models for correlated count data,2013,JOURNAL OF APPLIED STATISTICS,"Rodrigues-Motta, Mariana; Pinheiro, Hildete P.; Martins, Eduardo G.; Araujo, Marcio S.; dos Reis, Sergio F.",9,10.1080/02664763.2013.789098,FALSE,TRUE
295,47,2012-2015,Habitat fragmentation reduces occupancy of nest boxes by an open-country raptor,2014,BIRD CONSERVATION INTERNATIONAL,"Brown, Jessi L.; Collopy, Michael W.; Smallwood, John A.",12,10.1017/S0959270913000415,TRUE,TRUE
364,48,2012-2015,"Pulse disturbance impacts from a rare freeze event in Tampa, Florida on the exotic invasive Cuban treefrog, <i>Osteopilus septentrionalis</i>, and native treefrogs",2015,BIOLOGICAL INVASIONS,"Haggerty, Christopher J. E.; Crisman, Thomas L.",8,10.1007/s10530-015-0863-x,TRUE,TRUE
480,49,2012-2015,Inference for finite-sample trajectories in dynamic multi-state site-occupancy models using hidden Markov model smoothing,2014,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,"Fiske, Ian J.; Royle, J. Andrew; Gross, Kevin",3,10.1007/s10651-013-0256-1,TRUE,TRUE
843,50,2012-2015,Initial Effects of Woody Biomass Removal and Intercropping of Switchgrass (<i>Panicum</i> <i>virgatum</i>) on Herpetofauna in Eastern North Carolina,2013,WILDLIFE SOCIETY BULLETIN,"Homyack, Jessica A.; Aardweg, Zachary; Gorman, Thomas A.; Chalcraft, David R.",25,10.1002/wsb.248,FALSE,TRUE
860,51,2012-2015,An index of risk of co-occurrence between marine mammals and watercraft: Example of the Florida manatee,2013,BIOLOGICAL CONSERVATION,"Bauduin, Sarah; Martin, Julien; Edwards, Holly H.; Gimenez, Olivier; Koslovsky, Stacie M.; Fagan, Daniel E.",23,10.1016/j.biocon.2012.10.031,FALSE,TRUE
429,52,2012-2015,Temporal genetic analysis of the endangered tidewater goby: extinction-colonization dynamics or drift in isolation?,2015,MOLECULAR ECOLOGY,"Kinziger, Andrew P.; Hellmair, Michael; Mccraney, W. Tyler; Jacobs, David K.; Goldsmith, Greg",5,10.1111/mec.13424,TRUE,TRUE
