"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"W7CRRTKW","journalArticle","2013","Webber, Alyson F.; Heath, Julie A.; Fischer, Richard A.","Human disturbance and stage-specific habitat requirements influence snowy plover site occupancy during the breeding season","Ecology and Evolution","","20457758","10.1002/ece3.511","https://onlinelibrary.wiley.com/doi/10.1002/ece3.511","Habitat use has important consequences for avian reproductive success and survival. In coastal areas with recreational activity, human disturbance may limit use of otherwise suitable habitat. Snowy plovers Charadrius nivosus have a patchy breeding distribution along the coastal areas on the Florida Panhandle, USA. Our goal was to determine the relative effects of seasonal human disturbance and habitat requirements on snowy plover habitat use. We surveyed 303 sites for snowy plovers, human disturbance, and habitat features between January and July 2009 and 2010. We made multiple visits during three different sampling periods that corresponded to snowy plover breeding: pre-breeding, incubation, and brood-rearing and used multi-season occupancy models to examine whether human disturbance, habitat features, or both inﬂuenced site occupancy, colonization (probability of transition from an unoccupied site to an occupied site), and extinction (probability of transition from an occupied site to an unoccupied site). Snowy plover site occupancy and colonization was negatively associated with human disturbance and site extinction was positively associated with human disturbance. Interdune vegetation had a negative effect on occupancy and colonization, indicating that plovers were less likely to use areas with uniform, dense vegetation among dunes. Also, dune shape, beach debris, and access to low-energy foraging areas inﬂuenced site occupancy, colonization, and extinction. Plovers used habitat based on beach characteristics that provided stage-speciﬁc resource needs; however, human disturbance was the strongest predictor of site occupancy. In addition, vegetation plantings used to enhance dune rehabilitation may negatively impact plover site occupancy. Management actions that decrease human disturbance, such as symbolic fencing and signage, may increase the amount of breeding habitat available to snowy plovers on the Florida Panhandle and in other areas with high human activity. The speciﬁc areas that require this protection may vary across snowy plover life history stages.","2013-04","2021-10-27 03:35:20","2021-10-27 03:35:20","2021-10-27 03:35:20","853-863","","4","3","","Ecol Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/VFHY9B2V/Webber et al. - 2013 - Human disturbance and stage-specific habitat requi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7KVWLSP","journalArticle","2021","Huysman, Allison E.; Johnson, Matthew D.","Multi‐year nest box occupancy and short‐term resilience to wildfire disturbance by barn owls in a vineyard agroecosystem","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.3438","https://onlinelibrary.wiley.com/doi/10.1002/ecs2.3438","Landscape composition can strongly affect the delivery of ecosystem services in agroecosystems. Conserving uncultivated habitats can support ecosystem services, but in Mediterranean biomes, these lands can also increase the area susceptible to wildﬁres. In the world-renowned wineproducing region of Napa Valley, California, wine grape growers install nest boxes to attract American barn owls (Tyto furcata), which may reduce rodent crop damage. Annual monitoring of 273 nest boxes began in 2015, and devastating wildﬁres burned approximately 60,000 ha in the region in 2017, including homes and businesses, as well as some vineyards and uncultivated land. The goal of this study was to determine whether changes in nest box occupancy were attributed to wildﬁres, nest box design, land cover type, or some combination of these variables. Occupancy surveys before and after these wildﬁres revealed changes in habitat selection at the nest scale. Occupancy increased during the study, reaching its highest point after the ﬁres. Owls were found breeding in recently burned areas that were previously unoccupied and modeling results showed that nest box occupancy had a positive relationship with burned areas, particularly with edges of the ﬁre perimeter. Barn owls also consistently showed a strong preference for taller nest boxes that were surrounded by more grassland than other land cover types and a moderate selection for wooden over plastic boxes. These results illustrate an incentive for the conservation of uncultivated habitat, particularly grassland, in vineyard ecosystems, and they provide an example of a mobile pest predator’s response to wildﬁre disturbance. In this case, results suggest an agroecosystem service made resilient to wildﬁre by the owls’ selection of burned and uncultivated habitats.","2021-03","2021-10-27 03:35:23","2021-10-27 03:35:23","2021-10-27 03:35:23","","","3","12","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/F6QA4UN9/Huysman and Johnson - 2021 - Multi‐year nest box occupancy and short‐term resil.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZFH7PJK","journalArticle","2015","Grant, Tyler J.; Otis, David L.; Koford, Rolf R.","Short-term anuran community dynamics in the Missouri River floodplain following an historic flood","Ecosphere","","2150-8925","10.1890/ES15-00011.1","http://doi.wiley.com/10.1890/ES15-00011.1","Extreme ecological disturbances such as floods, wildfires, and droughts are difficult to study because they are rare and unpredictable. We had the opportunity to study the effect of an historic flood on an anuran community in the Missouri River floodplain. We used occupancy estimation to estimate the proportion of wetlands occupied by calling adult male anurans. Three species—the plains leopard frog (Lithobates blairi ), Woodhouse’s toad (Anaxyrus woodhousii ), and Blanchard’s cricket frog (Acris blanchardi )—had only minor changes in occupancy rate two years after the flood. Colonization rates for these species were positively associated with wetlands that were shallower near the shore and they did not appear to be affected by reduced vegetation. Three other species or species complexes—the northern leopard frog (Lithobates pipiens), the gray treefrog complex (Hyla versicolor and Hyla chrysocelis), and the boreal chorus frog (Pseudacris maculata)—had greatly reduced occupancy rates two years after the flood. Colonization rates for these species were relatively low, while they had high extinction rates. Colonization rates for these species were not associated with any habitat characteristic we measured. Future flood events will likely continue to make northern leopard frogs, gray treefrogs, and boreal chorus frogs a less important part of the ecological community. While some species may fare well under extreme climate events, such as this flood, that are forecast under climate change scenarios, many species will struggle.","2015-10","2021-10-27 03:35:26","2021-10-27 03:35:26","2021-10-27 03:35:26","art197","","10","6","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/B7L9QSU4/Grant et al. - 2015 - Short-term anuran community dynamics in the Missou.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B839MVA2","journalArticle","2011","Zuckerberg, Benjamin; Bonter, David N.; Hochachka, Wesley M.; Koenig, Walter D.; DeGaetano, Arthur T.; Dickinson, Janis L.","Climatic constraints on wintering bird distributions are modified by urbanization and weather: Wintering birds, weather, food, and climate","Journal of Animal Ecology","","00218790","10.1111/j.1365-2656.2010.01780.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2656.2010.01780.x","","2011-03","2021-10-27 03:35:28","2021-10-27 03:35:28","2021-10-27 03:35:28","403-413","","2","80","","","Climatic constraints on wintering bird distributions are modified by urbanization and weather","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/MPVN7X3Q/Zuckerberg et al. - 2011 - Climatic constraints on wintering bird distributio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHT9UFES","journalArticle","2011","MacKenzie, Darryl I.; Bailey, Larissa L.; Hines, James E.; Nichols, James D.","An integrated model of habitat and species occurrence dynamics: <i>Habitat and occupancy dynamic model</i>","Methods in Ecology and Evolution","","2041210X","10.1111/j.2041-210X.2011.00110.x","https://onlinelibrary.wiley.com/doi/10.1111/j.2041-210X.2011.00110.x","","2011-12","2021-10-27 03:35:31","2021-10-27 03:35:31","2021-10-27 03:35:31","612-622","","6","2","","","An integrated model of habitat and species occurrence dynamics","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/F93WUAR6/MacKenzie et al. - 2011 - An integrated model of habitat and species occurre.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"239HRAVR","journalArticle","2015","Goijman, Andrea Paula; Conroy, Michael. J.; Bernardos, Jaime Nicolás; Zaccagnini, María Elena","Multi-Season Regional Analysis of Multi-Species Occupancy: Implications for Bird Conservation in Agricultural Lands in East-Central Argentina","PLOS ONE","","1932-6203","10.1371/journal.pone.0130874","https://dx.plos.org/10.1371/journal.pone.0130874","","2015-06-18","2021-10-27 03:35:33","2021-10-27 03:35:33","2021-10-27 03:35:33","e0130874","","6","10","","PLoS ONE","Multi-Season Regional Analysis of Multi-Species Occupancy","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/UVGPUHY5/Goijman et al. - 2015 - Multi-Season Regional Analysis of Multi-Species Oc.pdf","","","","Arlettaz, Raphaël","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XSUF8A4X","journalArticle","2018","Cruz, Jennyffer; Windels, Steve K.; Thogmartin, Wayne E.; Crimmins, Shawn M.; Grim, Leland H.; Zuckerberg, Benjamin","Managing individual nests promotes population recovery of a top predator","Journal of Applied Ecology","","0021-8901, 1365-2664","10.1111/1365-2664.13062","https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.13062","","2018-05","2021-10-27 03:37:48","2021-10-27 03:37:48","2021-10-27 03:37:48","1418-1429","","3","55","","J Appl Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/SWL7GIAD/Cruz et al. - 2018 - Managing individual nests promotes population reco.pdf","","","","Fuller, Richard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4GBEP4C","journalArticle","2013","Sutherland, C.; Elston, D. A.; Lambin, X.","Accounting for false positive detection error induced by transient individuals","Wildlife Research","","1035-3712","10.1071/WR12166","http://www.publish.csiro.au/?paper=WR12166","Context. In metapopulations, colonisation is the result of dispersal from neighbouring occupied patches, typically juveniles dispersing from natal to breeding sites. When occupancy dynamics are dispersal driven, occupancy should refer to the presence of established, breeding populations. The detection of transient individuals at sites that are, by deﬁnition, unoccupied (i.e. false positive detections), may result in misleading conclusions about metapopulation dynamics. Until recently, the issue of false positives has been considered negligible and current efforts to account for such error have been restricted to the context of species misidentiﬁcation. However, the detection of transient individuals visiting multiple sites while dispersing is a distinct source of false positives that can bias estimates of occupancy because visited sites do not contribute to metapopulation dynamics in the same way as do sites occupied by established, reproducing populations. Although transient-induced false positive error presents a challenge to occupancy studies aiming to account for all sources of detection error and estimate occupancy without bias, accounting for it has received little attention.","2013","2021-10-27 03:37:51","2021-10-27 03:37:51","2021-10-27 03:37:51","490","","6","40","","Wildl. Res.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/6IPY5WJA/Sutherland et al. - 2013 - Accounting for false positive detection error indu.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUHMKI5R","journalArticle","2020","Marescot, Lucile; Lyet, Arnaud; Singh, Rohit; Carter, Neil; Gimenez, Olivier","Inferring wildlife poaching in southeast Asia with multispecies dynamic occupancy models","Ecography","","0906-7590, 1600-0587","10.1111/ecog.04536","https://onlinelibrary.wiley.com/doi/10.1111/ecog.04536","","2020-02","2021-10-27 03:37:54","2021-10-27 03:37:54","2021-10-27 03:37:54","239-250","","2","43","","Ecography","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/FSQZ3TB8/Marescot et al. - 2020 - Inferring wildlife poaching in southeast Asia with.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UDEWH2P2","journalArticle","2015","Nicol, Sam; Haynes, Trevor B.; Fensham, Rod; Kerezsy, Adam","Quantifying the impact of <i>Gambusia holbrooki</i> on the extinction risk of the critically endangered red-finned blue-eye","Ecosphere","","2150-8925","10.1890/ES14-00412.1","http://doi.wiley.com/10.1890/ES14-00412.1","Managing competing endangered and invasive species in spatially structured environments is challenging because it is often difficult to control invasive species without negatively impacting the endangered species. Effective management action requires an understanding of the factors affecting the presence and absence of each species so that promising sites for relocation of endangered species combined with eradication of invasive species can be identified. We investigate competing hypotheses about the factors affecting occupancy of the critically endangered red-finned blue-eye (Scaturiginichthys vermeilipinnis; hereafter ‘RFBE’), a native Australian fish with a global distribution that is restricted to a group of shallow artesian springs. RFBE are threatened by competition with invasive mosquito fish (Gambusia holbrooki ), which are steadily colonizing the springs, resulting in local extinctions of RFBE in most cases. While hypotheses about the influences of Gambusia on RFBE exist, none have been tested with a quantitative model. We used a spatially-structured two-species occupancy modeling approach to examine the occupancy dynamics of these fish and tested competing hypotheses on how Gambusia occupancy affected RFBE. Gambusia occupancy had a strong negative effect on RFBE occupancy and colonization potential; increasing the probability of local extinction at a spring and decreasing the persistence probability of RFBE in a spring by 8.0% 6 2.7% (mean 6 1 SE). We found strongest support for the hypotheses that elevation and spring area influence colonization, and that spring area influences patch extinction probability. Using colonization and local extinction estimates for both species, we identify promising sites for eradication of Gambusia and relocation of RFBE.","2015-03","2021-10-27 03:37:56","2021-10-27 03:37:56","2021-10-27 03:37:56","art41","","3","6","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/4NIC8NIT/Nicol et al. - 2015 - Quantifying the impact of Gambusia holbrookii.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CJSQSLQI","journalArticle","2017","Brand, Adrianne B.; Grant, Evan H. Campbell","Design tradeoffs in long-term research for stream salamanders: Tradeoffs in Stream Salamander Site Selection","The Journal of Wildlife Management","","0022541X","10.1002/jwmg.21310","https://onlinelibrary.wiley.com/doi/10.1002/jwmg.21310","Long-term research programs can beneﬁt from early and periodic evaluation of their ability to meet stated objectives. In particular, consideration of the spatial allocation of effort is key. We sampled 4 species of stream salamanders intensively for 2 years (2010–2011) in the Chesapeake and Ohio Canal National Historical Park, Maryland, USA to evaluate alternative distributions of sampling locations within stream networks, and then evaluated via simulation the ability of multiple survey designs to detect declines in occupancy and to estimate dynamic parameters (colonization, extinction) over 5 years for 2 species. We expected that ﬁnescale microhabitat variables (e.g., cobble, detritus) would be the strongest determinants of occupancy for each of the 4 species; however, we found greater support for all species for models including variables describing position within the stream network, stream size, or stream microhabitat. A monitoring design focused on headwater sections had greater power to detect changes in occupancy and the dynamic parameters in each of 3 scenarios for the dusky salamander (Desmognathus fuscus) and red salamander (Pseudotriton ruber). Results for transect length were more variable, but across all species and scenarios, 25-m transects are most suitable as a balance between maximizing detection probability and describing colonization and extinction. These results inform sampling design and provide a general framework for setting appropriate goals, effort, and duration in the initial planning stages of research programs on stream salamanders in the eastern United States. Published 2017. This article is a U.S. Government work and is in the public domain in the USA.","2017-11","2021-10-27 03:37:59","2021-10-27 03:37:59","2021-10-27 03:37:59","1430-1438","","8","81","","Jour. Wild. Mgmt.","Design tradeoffs in long-term research for stream salamanders","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/HB6FXWS2/Brand and Grant - 2017 - Design tradeoffs in long-term research for stream .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68SVNH3H","journalArticle","2017","Stahlecker, Dale W.; Wallace, Zachary P.; Mikesic, David G.; Smith, Chad S.","Does Hopi Religious Harvest of Eaglets Affect Golden Eagle Territory Occupancy and Reproduction on the Navajo Nation?","Journal of Raptor Research","","0892-1016, 2162-4569","10.3356/JRR-16-61.1","http://www.bioone.org/doi/10.3356/JRR-16-61.1","The Golden Eagle (Aquila chrysaetos) has great religious importance to many indigenous North American peoples, including the Hopi Tribe and Navajo Nation of the southwestern United States. Hopi oral traditions indicate their ancestors harvested nestling Golden Eagles prior to the arrival of Europeans to the region, and this religious practice continues today. Despite contemporary conservation concern for Golden Eagles, no studies have evaluated potential negative effects of religious harvest on populations of this species. We conducted aerial and ground searches for Golden Eagle nesting territories on the Navajo Nation from 1996–2005, and monitored occupancy and reproductive rates of territories in three study areas: one area where Hopi annually harvested eaglets, and two areas without harvest. We analyzed 9 yr of data (1997–2005) using multi-season occupancy models and generalized linear mixed models to test for differences among study areas in occupancy dynamics, and production of early-season and fledging-age nestlings. We found no significant differences in probabilities of occupancy, persistence, or colonization of territories between study areas. Territories in harvest and control areas produced similar numbers of nestlings early in the season; however, significantly fewer (53%) reached fledging age in the harvested area, suggesting collection of nestlings led to locally depressed fledgling production. Given possible declining trends of Golden Eagle populations in the southwestern U.S., we recommend continued monitoring and more intensive demographic studies to better understand the effects of religious harvest on the population of Golden Eagles nesting on the Navajo Nation.","2017-09","2021-10-27 03:38:02","2021-10-27 03:38:02","2021-10-27 03:38:02","305-318","","3","51","","Journal of Raptor Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/NIRDHKJ6/Stahlecker et al. - 2017 - Does Hopi Religious Harvest of Eaglets Affect Gold.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRZV7SV6","journalArticle","2020","Lombardi, Jason V.; Tewes, Michael E.; Perotto-Baldivieso, Humberto L.; Mata, Jose M.; Campbell, Tyler A.","Spatial structure of woody cover affects habitat use patterns of ocelots in Texas","Mammal Research","","2199-2401, 2199-241X","10.1007/s13364-020-00501-2","https://link.springer.com/10.1007/s13364-020-00501-2","About 80% of the known breeding population of ocelots (Leopardus pardalis) in the USA occurs exclusively on private ranches in northern Willacy and Kenedy counties in South Texas. These private ranches support several large contiguous undisturbed patches of thornscrub, which is preferred by ocelots. Past studies have indicated ocelots in South Texas select for woody patches that contain extremely dense thornscrub (i.e., 95% canopy cover and 85% vertical cover) and require large patches of woody cover to survive. Landscape metrics have been used to explain ocelot habitat use in fragmented areas, but their application in lessfragmented rangelands is lacking. From 2011 to 2018, we used camera traps on the East Foundation’s El Sauz Ranch to assess seasonal habitat use of ocelots relative to landscape structure, configuration, and complexity and other site-level factors in South Texas. Seasonal habitat use and detection were positively influenced by larger mean patch area and lower landscape shape index values. We also observed ocelots were less likely to be detected during periods of drought and exhibited a seasonal trend in detection. Ocelots used woody patches that were larger and more regularly shaped, indicating a preference for areas with a lower degree of fragmentation across the study area. As patches become larger, they will coalesce over time and form larger woody aggregates, which will promote ocelot habitat use. Brush management needs to be strategic as patch area and shape index are a limiting factor to promote ocelot habitat use on working rangelands in South Texas. These results demonstrate the ability to use landscape metrics to discern the effects of spatial structure of vegetation communities relative to ocelot occupancy parameters.","2020-07","2021-10-27 03:38:05","2021-10-27 03:38:05","2021-10-27 03:38:05","555-563","","3","65","","Mamm Res","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/WG56IB7Q/Lombardi et al. - 2020 - Spatial structure of woody cover affects habitat u.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YWHSBFVL","journalArticle","2016","Magle, S. B.; Lehrer, E. W.; Fidino, M.","Urban mesopredator distribution: examining the relative effects of landscape and socioeconomic factors: Urban mesopredator role of socioeconomics","Animal Conservation","","13679430","10.1111/acv.12231","https://onlinelibrary.wiley.com/doi/10.1111/acv.12231","Cities harbor biodiversity, which has complex outcomes, both for humans and other animals. The situation is particularly complicated with carnivorous species such as mesopredators, which elicit strong positive and negative responses from urban residents. As cities are dominated by anthropogenic forces, socioeconomic factors likely play a major ecological role that has gone mostly unexplored for mammalian species. We used a large database of motion-triggered camera imagery to investigate relationships between landscape and socioeconomic features and the distribution of three mammalian mesopredator species in Chicago, IL. Coyotes and raccoons were most likely to colonize less urban sites, and coyotes were least likely to go extinct within sites with a high average per capita income. Opossum showed somewhat different dynamics, with added availability of habitat and increased housing density decreasing odds of new colonization. In general the socioeconomic variables performed at least as well as the habitat factors tested, indicating that there is a signiﬁcant role of both biotic and abiotic features in driving species distribution in this area. We suggest that new ecological frameworks incorporating both socioeconomic and ecological factors will be needed for the long-term management and conservation of wildlife in urban regions.","2016-04","2021-10-27 03:38:07","2021-10-27 03:38:07","2021-10-27 03:38:07","163-175","","2","19","","Anim Conserv","Urban mesopredator distribution","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/XSQGCLD8/Magle et al. - 2016 - Urban mesopredator distribution examining the rel.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4UAX4RI","journalArticle","2019","Lloyd, John D.; Rimmer, Christopher C.; Salguero-Faría, José A.","Short-term effects of hurricanes Maria and Irma on forest birds of Puerto Rico","PLOS ONE","","1932-6203","10.1371/journal.pone.0214432","https://dx.plos.org/10.1371/journal.pone.0214432","We compared occupancy in local assemblages of birds in forested areas across Puerto Rico during a winter before (2015) and shortly after (2018) the passage of hurricanes Irma and Maria. Using dynamic community models analyzed within a Bayesian framework, we found significant changes in detectability, with some species becoming more readily detected after the storms and others becoming more difficult to detect during surveys. Changes in occupancy were equally mixed. Five species–mostly granivores and omnivores, but also Black-whiskered Vireo (Vireo altiloquus), a migratory insectivore–occupied more sites in 2018 than in 2015. Twelve species were less common after the hurricanes, including all of the obligate frugivores. Declines in site-occupancy rates were not only more common than increases, but tended to be of greater magnitude. Our results support the general conclusions that bird species respond largely independently to changes in forest structure caused by hurricanes, but that some dietary guilds, notably frugivores, are more sensitive and more likely to show changes in abundance or occupancy following strong storms.","2019-06-11","2021-10-27 03:38:10","2021-10-27 03:38:10","2021-10-27 03:38:10","e0214432","","6","14","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/MZXBQFPR/Lloyd et al. - 2019 - Short-term effects of hurricanes Maria and Irma on.pdf","","","","Amico, Guillermo C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QBRWX69P","journalArticle","","Weir, Linda; Fiske, Ian J; Royle, J Andrew","TRENDS IN ANURAN OCCUPANCY FROM NORTHEASTERN STATES OF THE NORTH AMERICAN AMPHIBIAN MONITORING PROGRAM","","","","","","We present the first multi-year occupancy trends from North American Amphibian Monitoring Program (NAAMP) data in 10 northeastern states using seven years of data (2001-2007). NAAMP uses a calling survey technique where observers listen for anuran vocalizations along assigned random roadside routes. We were able to assess occupancy trends in 10 northeastern states for 16 species and one species complex, for 94 species/state combinations. We found no significant trends for 64 species/state combinations. For the remaining 30 species/state combinations with significant trends, these split between declining and increasing trends. On a species-by-species basis, two species had declining trends, with significant trends in six states for Pseudacris crucifer and four states for Bufo americanus. The trends of Rana catesbeiana significantly increased in four states, but had no trend in the remaining states.","","2021-10-27 03:38:12","2021-10-27 03:38:12","","15","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/Q9TA4FLG/Weir et al. - TRENDS IN ANURAN OCCUPANCY FROM NORTHEASTERN STATE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MQ8TEP3","journalArticle","2021","Thapa, Kanchan; Malla, Sabita; Subba, Samundra Ambuhang; Thapa, Gokarna Jung; Lamichhane, Babu Ram; Subedi, Naresh; Dhakal, Maheshwar; Acharya, Krishna Prasad; Thapa, Madhuri Karki; Neupane, Pramod; Poudel, Shashank; Bhatta, Shiv Raj; Jnawali, Shant Raj; Kelly, Marcella J.","On the tiger trails: Leopard occupancy decline and leopard interaction with tigers in the forested habitat across the Terai Arc Landscape of Nepal","Global Ecology and Conservation","","23519894","10.1016/j.gecco.2020.e01412","https://linkinghub.elsevier.com/retrieve/pii/S2351989420309537","","2021-01","2021-10-27 03:53:28","2021-10-27 03:53:29","2021-10-27 03:53:28","e01412","","","25","","Global Ecology and Conservation","On the tiger trails","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/U9V5E4JJ/Thapa et al. - 2021 - On the tiger trails Leopard occupancy decline and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WRWWZESL","journalArticle","2020","MacGregor, Christopher I.; Blanchard, Wade; Stein, John A.; Lindenmayer, David B.","Factors influencing the occurrence of the Southern Long‐nosed Bandicoot ( <i>Perameles nasuta</i> Geoffroy) during a population irruption and decline","Austral Ecology","","1442-9985, 1442-9993","10.1111/aec.12930","https://onlinelibrary.wiley.com/doi/10.1111/aec.12930","","2020-09","2021-10-27 03:53:30","2021-10-27 03:53:30","2021-10-27 03:53:30","834-844","","6","45","","Austral Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/M49Y388R/MacGregor et al. - 2020 - Factors influencing the occurrence of the Southern.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PS6QA72F","journalArticle","2021","Forzley, Michael J.; Ryan, Mason J.; Latella, Ian M.; Giermakowski, J. Tomasz; Muths, Erin; Sigafus, Brent H.; Hossack, Blake R.","Staggered-Entry Analysis of Breeding Phenology and Occupancy Dynamics of Arizona Toads from Historically Occupied Habitats of New Mexico, USA","Ichthyology & Herpetology","","2766-1512","10.1643/h2020133","https://bioone.org/journals/ichthyology-and-herpetology/volume-109/issue-3/h2020133/Staggered-Entry-Analysis-of-Breeding-Phenology-and-Occupancy-Dynamics-of/10.1643/h2020133.full","","2021-09-24","2021-10-27 03:53:33","2021-10-27 03:53:33","2021-10-27 03:53:33","","","3","109","","Ichthyology & Herpetology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/8F22KYIC/Forzley et al. - 2021 - Staggered-Entry Analysis of Breeding Phenology and.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3LDX5TB2","journalArticle","2010","Marucco, F.; McIntire, E. J. B.","Predicting spatio-temporal recolonization of large carnivore populations and livestock depredation risk: wolves in the Italian Alps: Wolf recolonization in the Alps","Journal of Applied Ecology","","00218901, 13652664","10.1111/j.1365-2664.2010.01831.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1365-2664.2010.01831.x","","2010-06-07","2021-10-27 03:53:34","2021-10-27 03:53:35","2021-10-27 03:53:34","789-798","","4","47","","","Predicting spatio-temporal recolonization of large carnivore populations and livestock depredation risk","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/ENAVNM9X/Marucco and McIntire - 2010 - Predicting spatio-temporal recolonization of large.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BU32UTWL","journalArticle","2013","Caruso, Nicholas M.; Lips, Karen R.","Truly enigmatic declines in terrestrial salamander populations in Great Smoky Mountains National Park","Diversity and Distributions","","13669516","10.1111/j.1472-4642.2012.00938.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1472-4642.2012.00938.x","Aim Woodland salamanders (genus: Plethodon) declined synchronously across many protected areas in Eastern North America by the mid-1980s, but no cause was attributed to these declines. We hypothesized that the rapid, synchronous loss of several populations of many species was consistent with the invasive pathogen Batrachochytrium dendrobatidis (Bd), and we resurveyed historic sites to search for Bd in current populations.","2013-01","2021-10-27 03:53:37","2021-10-27 03:53:37","2021-10-27 03:53:37","38-48","","1","19","","Diversity Distrib.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/BB8RQEQR/Caruso and Lips - 2013 - Truly enigmatic declines in terrestrial salamander.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
