"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"RSL2323R","journalArticle","2013","Fukaya, Keiichi; Royle, J. Andrew","Markov models for community dynamics allowing for observation error","Ecology","","0012-9658","10.1890/12-1540.1","http://doi.wiley.com/10.1890/12-1540.1","Markov models are dynamic models that characterize transitions among discrete ecological states with transition probability matrices. Such models are widely used to infer community dynamics of sessile organisms because transition probabilities (the elements of transition probability matrices) can be estimated with time series data from ‘‘grid sampling,’’ where species occupancy states are assessed at multiple ﬁxed points in a quadrat or transect. These estimates, however, are known to be biased when resampling error exists. In this study, we used the perspective of multistate dynamic occupancy models to develop a new Markov model that is structured hierarchically such that transitions among occupancy states and observation processes are considered explicitly at each ﬁxed point. We show that, by adopting a hierarchical Bayesian approach, our model provides estimates for transition probabilities that are robust to sampling error. We also show that error rate may be estimated without additional data obtained from rapid repeated sampling. Considerations for the analysis for the application to real data set and potential extensions of the proposed model are discussed.","2013-12","2021-10-27 01:00:37","2021-10-27 01:00:37","2021-10-27 01:00:37","2670-2677","","12","94","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/4DY2MTER/Fukaya and Royle - 2013 - Markov models for community dynamics allowing for .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHX7PUHA","journalArticle","2019","Cruickshank, Sam S.; Bühler, Christoph; Schmidt, Benedikt R.","Quantifying data quality in a citizen science monitoring program: False negatives, false positives and occupancy trends","Conservation Science and Practice","","2578-4854, 2578-4854","10.1111/csp2.54","https://onlinelibrary.wiley.com/doi/10.1111/csp2.54","Data collected by volunteers are an important source of information used in species management decisions, yet concerns are often raised over the quality of such data. Two major forms of error exist in occupancy datasets; failing to observe a species when present (imperfect detection—also known as false negatives), and falsely reporting a species as present (false-positive errors). Estimating these rates allows us to quantify volunteer data quality, and may prevent the inference of erroneous trends. We use a new parameterization of a dynamic occupancy model to estimate and adjust for false-negative and false-positive errors, producing accurate estimates of occupancy. We validated this model using simulations and applied it to 12 species datasets collected from a 15-year, large-scale volunteer amphibian monitoring program. False-positive rates were low for most, but not all, species, and accounting for these errors led to quantitative differences in occupancy, although trends remained consistent even when these effects were ignored. We present a model that represents an intuitive way of quantifying the quality of volunteer monitoring datasets, and which can produce unbiased estimates of occupancy despite the presence of multiple types of observation error. Importantly, this allows the quality of volunteer monitoring data to be assessed without relying on comparisons with expert data.","2019-07","2021-10-27 01:00:39","2021-10-27 01:00:39","2021-10-27 01:00:39","","","7","1","","Conservat Sci and Prac","Quantifying data quality in a citizen science monitoring program","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/IXDCQFSV/Cruickshank et al. - 2019 - Quantifying data quality in a citizen science moni.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6TGNWRWY","journalArticle","2020","Hostetter, Nathan J.; Ryan, Daniel; Grosshuesch, David; Catton, Timothy; Malick‐Wahls, Sarah; Smith, Tamara A.; Gardner, Beth","Quantifying spatiotemporal occupancy dynamics and multi‐year core‐use areas at a species range boundary","Diversity and Distributions","","1366-9516, 1472-4642","10.1111/ddi.13066","https://onlinelibrary.wiley.com/doi/10.1111/ddi.13066","Aim: Many species face large-scale range contractions and predicted distributional shifts in response to climate change, shifting forest characteristics and anthropogenic disturbances. Canada lynx (Lynx canadensis) are listed as threatened under the U.S. Endangered Species Act and were recently recommended for delisting. Predicted climate-driven losses in habitat quality and quantity may negatively affect the northeastern Minnesota lynx population, one of the six remaining resident populations in the contiguous United States. We develop a large-scale monitoring protocol and dynamic occupancy modelling framework to identify multi-year core-use areas and track spatiotemporal occurrence at the southern periphery of the species range.","2020-07","2021-10-27 01:00:42","2021-10-27 01:00:42","2021-10-27 01:00:42","795-805","","7","26","","Divers Distrib","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/QY333ZYV/Hostetter et al. - 2020 - Quantifying spatiotemporal occupancy dynamics and .pdf","","","","Alice, Hughes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTBRF99G","journalArticle","2019","Beaudrot, Lydia; Ahumada, Jorge; O'Brien, Timothy G.; Jansen, Patrick A.","Detecting tropical wildlife declines through camera-trap monitoring: an evaluation of the Tropical Ecology Assessment and Monitoring protocol","Oryx","","0030-6053, 1365-3008","10.1017/S0030605318000546","https://www.cambridge.org/core/product/identifier/S0030605318000546/type/journal_article","Identifying optimal sampling designs for detecting population-level declines is critical for optimizing expenditures by research and monitoring programmes. The Tropical Ecology Assessment and Monitoring (TEAM) network is the most extensive tropical camera-trap monitoring programme, but the effectiveness of its sampling protocol has not been rigorously assessed. Here, we assess the power and sensitivity of the programme’s camera-trap monitoring protocol for detecting occupancy changes in unmarked populations using the freely available application PowerSensor!. We found that the protocol is well suited to detect moderate ($ %) population changes within – years for relatively common species that have medium to high detection probabilities (i.e. p . .). The TEAM protocol cannot, however, detect typical changes in rare and evasive species, a category into which many tropical species and many species of conservation concern fall. Additional research is needed to build occupancy models for detecting change in rare and elusive species when individuals are unmarked.","2019-01","2021-10-27 01:00:46","2021-10-27 01:00:46","2021-10-27 01:00:46","126-129","","1","53","","Oryx","Detecting tropical wildlife declines through camera-trap monitoring","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/BHJTEMWA/Beaudrot et al. - 2019 - Detecting tropical wildlife declines through camer.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3YY7JZ4","journalArticle","2013","Kéry, Marc; Guillera-Arroita, Gurutzeta; Lahoz-Monfort, José J.","Analysing and mapping species range dynamics using occupancy models","Journal of Biogeography","","03050270","10.1111/jbi.12087","https://onlinelibrary.wiley.com/doi/10.1111/jbi.12087","Aim Our aims are: (1) to highlight the power of dynamic occupancy models for analysing species range dynamics while accounting for imperfect detection; (2) to emphasize the ﬂexibility to model effects of environmental covariates in the dynamics parameters (extinction and colonization probability); and (3) to illustrate the development of predictive maps of range dynamics by projecting estimated probabilities of occupancy, local extinction and colonization.","2013-08","2021-10-27 01:00:47","2021-10-27 01:00:47","2021-10-27 01:00:47","1463-1474","","8","40","","J. Biogeogr.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/LZDAKGMG/Kéry et al. - 2013 - Analysing and mapping species range dynamics using.pdf","","","","Patten, Michael","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJ2H939Q","journalArticle","2018","Kéry, Marc; Banderet, Gabriel; Neuhaus, Martin; Weggler, Martin; Schmid, Hans; Sattler, Thomas; Parish, David","Population trends of the Peregrine Falcon in Switzerland with special reference to the period 2005–2016","Ornis Hungarica","","2061-9588","10.1515/orhu-2018-0017","https://www.sciendo.com/article/10.1515/orhu-2018-0017","We study population trends of the Peregrine Falcon (Falco peregrinus) in Switzerland with special reference to the development since 2005 and three study areas, South West Switzerland (4,993 km2, 1960–2015), the Northern Jura mountains (3,270 km2, 2005–2015) and the Canton of Zurich (1,748 km2, 2002–2015). We used dynamic occupancy models, which allow the territory-specific extinction and colonization parameters – the demographic rates (at the territory level) underlying a population trend –to be estimated. The Swiss peregrine population has developed in line with trends observed in many other countries and regions in North America and Europe: after the pesticide-induced collapse between the 1950s and 1970s, the population largely recovered up to the turn of the millennium. However, in recent years, we detected significant declines again: in SW Switzerland, the population decreased from 51 to 33 pairs during 2008–2015 (-35%), in the N Jura from 70 to 40 pairs during 2009–2015 (-43%) and in Zurich from 6–7 to 2–4 pairs during 2010–2015 (-50%). In the same time, the local extinction rate in the three study areas (more than) doubled from (0.05) 0.1 to 0.2, while the colonization rate dropped from 0.3 to 0.1 in one of the areas, while no change was detectable in the other two. We discuss two factors responsible for these strong, recent declines of Swiss peregrines: (1) predation by Eagle Owls (Bubo bubo) and (2) direct and illegal persecution by humans. In addition to these two factors, growing human disturbance (e.g. through climbers, bird photographers, paragliders, hikers, geocachers, etc.) and fatalities due to collisions with man-made structures (power lines, glass, wind turbines, etc.) are also suspected to contribute to the population decline.","2018-12-01","2021-10-27 01:00:50","2021-10-27 01:00:50","2021-10-27 01:00:50","91-103","","2","26","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/MDG45P2I/Kéry et al. - 2018 - Population trends of the Peregrine Falcon in Switz.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZ6K7YCI","journalArticle","2019","Louvrier, Julie; Molinari‐Jobin, Anja; Kéry, Marc; Chambert, Thierry; Miller, David; Zimmermann, Fridolin; Marboutin, Eric; Molinari, Paolo; Müeller, Oliver; Černe, Rok; Gimenez, Olivier","Use of ambiguous detections to improve estimates from species distribution models","Conservation Biology","","0888-8892, 1523-1739","10.1111/cobi.13191","https://onlinelibrary.wiley.com/doi/10.1111/cobi.13191","As large carnivores recover throughout Europe, their distribution needs to be studied to determine their conservation status and assess the potential for human-carnivore conflicts. However, efficient monitoring of many large carnivore species is challenging due to their rarity, elusive behavior, and large home ranges. Their monitoring can include opportunistic sightings from citizens in addition to designed surveys. Two types of detection errors may occur in such monitoring schemes: false negatives and false positives. False-negative detections can be accounted for in species distribution models (SDMs) that deal with imperfect detection. False-positive detections, due to species misidentification, have rarely been accounted for in SDMs. Generally, researchers use ad hoc data-filtering methods to discard ambiguous observations prior to analysis. These practices may discard valuable ecological information on the distribution of a species. We investigated the costs and benefits of including data types that may include false positives rather than discarding them for SDMs of large carnivores. We used a dynamic occupancy model that simultaneously accounts for false negatives and positives to jointly analyze data that included both unambiguous detections and ambiguous detections. We used simulations to compare the performances of our model with a model fitted on unambiguous data only. We tested the 2 models in 4 scenarios in which parameters that control false-positive detections and true detections varied. We applied our model to data from the monitoring of the Eurasian lynx (Lynx lynx) in the European Alps. The addition of ambiguous detections increased the precision of parameter estimates. For the Eurasian lynx, incorporating ambiguous detections produced more precise estimates of the ecological parameters and revealed additional occupied sites in areas where the species is likely expanding. Overall, we found that ambiguous data should be considered when studying the distribution of large carnivores through the use of dynamic occupancy models that account for misidentification.","2019-02","2021-10-27 01:00:52","2021-10-27 01:00:52","2021-10-27 01:00:52","185-195","","1","33","","Conservation Biology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/7CKH44UC/Louvrier et al. - 2019 - Use of ambiguous detections to improve estimates f.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7BS7XTVD","journalArticle","2017","Lee, Myung-Bok; Martin, James A.","Avian Species and Functional Diversity in Agricultural Landscapes: Does Landscape Heterogeneity Matter?","PLOS ONE","","1932-6203","10.1371/journal.pone.0170540","https://dx.plos.org/10.1371/journal.pone.0170540","","2017-01-26","2021-10-27 01:00:55","2021-10-27 01:00:55","2021-10-27 01:00:55","e0170540","","1","12","","PLoS ONE","Avian Species and Functional Diversity in Agricultural Landscapes","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/J4AUVXYZ/Lee and Martin - 2017 - Avian Species and Functional Diversity in Agricult.pdf","","","","Green, Andy J","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTE5CCDA","journalArticle","2019","Zylstra, Erin R.; Swann, Don E.; Hossack, Blake R.; Muths, Erin; Steidl, Robert J.","Drought and Metapopulation Dynamics of a Desert‐Dwelling Amphibian","The Bulletin of the Ecological Society of America","","0012-9623, 2327-6096","10.1002/bes2.1517","https://onlinelibrary.wiley.com/doi/10.1002/bes2.1517","","2019-04","2021-10-27 01:05:09","2021-10-27 01:05:09","2021-10-27 01:05:09","e01517","","2","100","","Bull Ecol Soc Am","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/6FVLGXN2/Zylstra et al. - 2019 - Drought and Metapopulation Dynamics of a Desert‐Dw.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4QMWBUF","journalArticle","","Kery, Marc; Chandler, Richard","Dynamic occupancy models in unmarked","","","","","","Dynamic occupancy models (MacKenzie et al. 2003) allow inference about the occurrence of “things” at collections of “sites” and about how changes in occurrence are driven by colonization and local extinction. These models also account for imperfect detection probability. Depending on how “thing” and “site” are deﬁned, occupancy may have vastly diﬀerent biological meanings, including the presence of a disease in an individual (disease incidence) of a species at a site (occurrence, distribution), or of an individual in a territory. Dynamic occupancy models in unmarked are ﬁt using the function colext. All parameters can be modeled as functions of covariates, i.e., ﬁrst-year occupancy with covariates varying by site (site-covariates), colonization and survival with site- and yearly-site-covariates and detection with site-, yearly-site- and sample-occasion-covariates. We give two commented example analyses: one for a simulated data set and another for a real data set on crossbills in the Swiss breeding bird survey MHB. We also give examples to show how predictions, along with standard errors and conﬁdence intervals, can be obtained.","","2021-10-27 01:05:10","2021-10-27 01:05:10","","24","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/5LGD8F4R/Kery and Chandler - Dynamic occupancy models in unmarked.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KQ3YJTAT","journalArticle","2018","Calvert, Jay; McGonigle, Chris; Sethi, Suresh Andrew; Harris, Bradley; Quinn, Rory; Grabowski, Jon","Dynamic occupancy modeling of temperate marine fish in area-based closures","Ecology and Evolution","","20457758","10.1002/ece3.4493","https://onlinelibrary.wiley.com/doi/10.1002/ece3.4493","Species distribution models (SDMs) are commonly used to model the spatial structure of species in the marine environment, however, most fail to account for detectability of the target species. This can result in underestimates of occupancy, where nondetection is conflated with absence. The site occupancy model (SOM) overcomes this failure by treating occupancy as a latent variable of the model and incorporates a detection submodel to account for variability in detection rates. These have rarely been applied in the context of marine fish and never for the multiseason dynamic occupancy model (DOM). In this study, a DOM is developed for a designated species of concern, cusk (Brosme brosme), over a four-season period. Making novel use of a highresolution 3-dimensional hydrodynamic model, detectability of cusk is considered as a function of current speed and algae cover. Algal cover on the seabed is measured from video surveys to divide the study area into two distinct regions: those with canopy forming species of algae and those without (henceforth bottom types). Modeled estimates of the proportion of sites occupied in each season are 0.88, 0.45, 0.74, and 0.83. These are significantly greater than the proportion of occupied sites measured from underwater video observations which are 0.57, 0.28, 0.43, and 0.57. Individual fish are detected more frequently with increasing current speed in areas lacking canopy and less frequently with increasing current speed in areas with canopy. The results indicate that, where possible, SDM studies for all marine species should take account of detectability to avoid underestimating the proportion of sites occupied at a given study area. Sampling closed areas or areas of conservation often requires the use of nonphysical, low impact sampling methods like camera surveys. These methods inherently result in detection probabilities less than one, an issue compounded by time-varying features of the environment that are rarely accounted for marine studies. This work highlights the use of modeled hydrodynamics as a tool to correct some of this imbalance.","2018-10","2021-10-27 01:05:12","2021-10-27 01:05:12","2021-10-27 01:05:12","10192-10205","","20","8","","Ecol Evol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/RCCEJUEV/Calvert et al. - 2018 - Dynamic occupancy modeling of temperate marine fis.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NRP546UZ","journalArticle","2018","Mosher, Brittany A.; Bailey, Larissa L.; Hubbard, Ben A.; Huyvaert, Kathryn P.","Inferential biases linked to unobservable states in complex occupancy models","Ecography","","09067590","10.1111/ecog.02849","https://onlinelibrary.wiley.com/doi/10.1111/ecog.02849","","2018-01","2021-10-27 01:05:15","2021-10-27 01:05:15","2021-10-27 01:05:15","32-39","","1","41","","Ecography","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/RPMB8FMC/Mosher et al. - 2018 - Inferential biases linked to unobservable states i.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2HABLLA","journalArticle","2019","Rowe, Jennifer C.; Duarte, Adam; Pearl, Christopher A.; McCreary, Brome; Galvan, Stephanie K.; Peterson, James T.; Adams, Michael J.","Disentangling effects of invasive species and habitat while accounting for observer error in a long‐term amphibian study","Ecosphere","","2150-8925, 2150-8925","10.1002/ecs2.2674","https://onlinelibrary.wiley.com/doi/10.1002/ecs2.2674","The invasive American bullfrog (Lithobates catesbeianus) and a variety of non-native sport ﬁsh commonly co-occur in lowland lentic habitats of the western United States. Both invasive taxa are implicated in declines of native amphibians in this region, but few long-term studies of communities exist. Further, ﬁeld studies of invasive–native interactions are complicated by confounding habitat modiﬁcations and observation errors. We surveyed amphibians and measured habitat characteristics for 12 yr across 38 wetland sites within the Willamette Valley, Oregon, USA. We assessed the inﬂuence of invasive species, habitat, and their interactions on the distributions of ﬁve native amphibian species using a multispecies dynamic occupancy model that accounted for false-negative and false-positive detections. In general, habitat characteristics—such as within-pond vegetation cover, surrounding forest, and drought severity—were important for local persistence of native species when bullfrogs co-occurred. We also found evidence of a cumulative negative effect of bullfrogs and non-native ﬁsh (families Centrarchidae and Ictaluridae) on northern red-legged frog (Rana aurora) local persistence that was mediated by the dominance of invasive reed canarygrass (Phalaris arundinacea). Non-native ﬁsh and bullfrogs had variable effects on native amphibian species, but neither invasive taxon appears to be causing declines in occupied sites within our study area. Moreover, species relationships with habitat differed when invaders were present, indicating that certain habitats may increase persistence of native amphibians in the invaded landscape.","2019-04","2021-10-27 01:05:18","2021-10-27 01:05:18","2021-10-27 01:05:18","","","4","10","","Ecosphere","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/LVZA5RZV/Rowe et al. - 2019 - Disentangling effects of invasive species and habi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJ3T2PTH","journalArticle","2013","Hernandez, Sonia M.; Mattsson, Brady J.; Peters, Valerie E.; Cooper, Robert J.; Carroll, C. Ron","Coffee Agroforests Remain Beneficial for Neotropical Bird Community Conservation across Seasons","PLoS ONE","","1932-6203","10.1371/journal.pone.0065101","https://dx.plos.org/10.1371/journal.pone.0065101","Coffee agroforestry systems and secondary forests have been shown to support similar bird communities but comparing these habitat types are challenged by potential biases due to differences in detectability between habitats. Furthermore, seasonal dynamics may influence bird communities differently in different habitat types and therefore seasonal effects should be considered in comparisons. To address these issues, we incorporated seasonal effects and factors potentially affecting bird detectability into models to compare avian community composition and dynamics between coffee agroforests and secondary forest fragments. In particular, we modeled community composition and community dynamics of bird functional groups based on habitat type (coffee agroforest vs. secondary forest) and season while accounting for variation in capture probability (i.e. detectability). The models we used estimated capture probability to be similar between habitat types for each dietary guild, but omnivores had a lower capture probability than frugivores and insectivores. Although apparent species richness was higher in coffee agroforest than secondary forest, model results indicated that omnivores and insectivores were more common in secondary forest when accounting for heterogeneity in capture probability. Our results largely support the notion that shade-coffee can serve as a surrogate habitat for secondary forest with respect to avian communities. Small coffee agroforests embedded within the typical tropical countryside matrix of secondary forest patches and small-scale agriculture, therefore, may host avian communities that resemble those of surrounding secondary forest, and may serve as viable corridors linking patches of forest within these landscapes. This information is an important step toward effective landscape-scale conservation in Neotropical agricultural landscapes.","2013-09-18","2021-10-27 01:05:21","2021-10-27 01:05:21","2021-10-27 01:05:21","e65101","","9","8","","PLoS ONE","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/XILMYCRQ/Hernandez et al. - 2013 - Coffee Agroforests Remain Beneficial for Neotropic.pdf","","","","Krkosek, Martin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2F29YBNE","journalArticle","2019","Srivathsa, Arjun; Karanth, K. Ullas; Kumar, N. Samba; Oli, Madan K.","Insights from distribution dynamics inform strategies to conserve a dhole Cuon alpinus metapopulation in India","Scientific Reports","","2045-2322","10.1038/s41598-019-39293-0","http://www.nature.com/articles/s41598-019-39293-0","","2019-12","2021-10-27 01:05:24","2021-10-27 01:05:24","2021-10-27 01:05:24","3081","","1","9","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/6WRFFCXC/Srivathsa et al. - 2019 - Insights from distribution dynamics inform strateg.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CZVGDYY","journalArticle","2019","Rushing, Clark S.; Royle, J. Andrew; Ziolkowski, David J.; Pardieck, Keith L.","Modeling spatially and temporally complex range dynamics when detection is imperfect","Scientific Reports","","2045-2322","10.1038/s41598-019-48851-5","http://www.nature.com/articles/s41598-019-48851-5","","2019-12","2021-10-27 01:05:27","2021-10-27 01:05:27","2021-10-27 01:05:27","12805","","1","9","","Sci Rep","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/J4S799X3/Rushing et al. - 2019 - Modeling spatially and temporally complex range dy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZM2HXJD","journalArticle","2019","Louvrier, Julie; Molinari‐Jobin, Anja; Kéry, Marc; Chambert, Thierry; Miller, David; Zimmermann, Fridolin; Marboutin, Eric; Molinari, Paolo; Müeller, Oliver; Černe, Rok; Gimenez, Olivier","Use of ambiguous detections to improve estimates from species distribution models","Conservation Biology","","0888-8892, 1523-1739","10.1111/cobi.13191","https://onlinelibrary.wiley.com/doi/10.1111/cobi.13191","As large carnivores recover throughout Europe, there is a need to study their distribution to determine their conservation status and assess the potential for conflicts with human activities. However, efficient monitoring of many large carnivore species is challenging due to their rarity, elusive behavior and large home range size. In Europe, most current monitoring protocols rely on multiple detection methods, which can include opportunistic sightings from citizens in addition to designed surveys. Two types of detection errors may occur in such monitoring schemes; false negatives and false positives. When not accounted for, both can bias estimates from species distribution models (SDMs). False negative detections can be accounted for in SDMs that deal with imperfect detection. In contrast, false positive detections, due to species misidentification, have only rarely been accounted for in SDMs. Generally, researchers use ad hoc methods to avoid false positives through data filtering to discard ambiguous observations prior to analysis. These practices may discard valuable ecological information on the distribution of a species. Here, we investigated the costs and benefits of including data types that might include false positives rather than discard them for SDMs of large carnivores. We showcase a dynamic occupancy model that simultaneously accounts for false negatives and positives to jointly analyze data that include both unambiguous detections and ambiguous detections. Using simulations, we show that the addition of ambiguous detections increases the precision of parameter estimates. The analysis of data on the Eurasian lynx (Lynx lynx) suggested that incorporating ambiguous detections produced more precise estimates of the ecological parameters and revealed additional occupied sites in areas where the species is likely expanding. Overall, our work shows that ambiguous data should be considered when studying the distribution of large carnivores, through the use of dynamic occupancy models accounting for misidentification.","2019-02","2021-10-27 01:05:30","2021-10-27 01:05:30","2021-10-27 01:05:30","185-195","","1","33","","Conservation Biology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/65JEQQYD/Louvrier et al. - 2019 - Use of ambiguous detections to improve estimates f.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F7YRZUI3","journalArticle","2021","Davis, Amy J.; Kirby, Jordona D.; Chipman, Richard B.; Nelson, Kathleen M.; Gilbert, Amy T.","Data-Driven Management—A Dynamic Occupancy Approach to Enhanced Rabies Surveillance Prioritization","Viruses","","1999-4915","10.3390/v13091795","https://www.mdpi.com/1999-4915/13/9/1795","Rabies lyssavirus (RABV) is enzootic in raccoons across the eastern United States. Intensive management of RABV by oral rabies vaccination (ORV) has prevented its spread westward and shown evidence of local elimination in raccoon populations of the northeastern US. The USDA, Wildlife Services, National Rabies Management Program (NRMP) collaborates with other agencies to implement broad-scale ORV and conducts extensive monitoring to measure the effectiveness of the management. Enhanced Rabies Surveillance (ERS) was initiated during 2005 and updated in 2016 to direct surveillance efforts toward higher-value specimens by assigning points to different methods of encountering specimens for collection (strange-acting, roadkill, surveillance-trapped, etc.; specimen point values ranged from 1 to 15). We used the 2016–2019 data to re-evaluate the point values using a dynamic occupancy model. Additionally, we used ERS data from 2012–2015 and 2016–2019 to examine the impact that the point system had on surveillance data. Implementation of a point system increased positivity rates among specimens by 64%, indicating a substantial increase in the efﬁciency of the ERS to detect wildlife rabies. Our re-evaluation found that most points accurately reﬂect the value of the surveillance specimens. The notable exception was that samples from animals found dead were considerably more valuable for rabies detection than originally considered (original points = 5, new points = 20). This work demonstrates how specimen prioritization strategies can be used to reﬁne and improve ERS in support of wildlife rabies management.","2021-09-09","2021-10-27 01:05:33","2021-10-27 01:05:33","2021-10-27 01:05:33","1795","","9","13","","Viruses","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/2L38YNQU/Davis et al. - 2021 - Data-Driven Management—A Dynamic Occupancy Approac.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETIMDB4Q","journalArticle","2019","Gallo, Travis; Fidino, Mason; Lehrer, Elizabeth W.; Magle, Seth","Urbanization alters predator‐avoidance behaviours","Journal of Animal Ecology","","0021-8790, 1365-2656","10.1111/1365-2656.12967","https://onlinelibrary.wiley.com/doi/10.1111/1365-2656.12967","","2019-05","2021-10-27 01:11:02","2021-10-27 01:11:02","2021-10-27 01:11:02","793-803","","5","88","","J Anim Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/DRQPV2E2/Gallo et al. - 2019 - Urbanization alters predator‐avoidance behaviours.pdf","","","","Loison, Anne","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PA2QRPTV","journalArticle","2016","Hamer, Andrew J.; Heard, Geoffrey W.; Urlus, Jake; Ricciardello, Jonathon; Schmidt, Bernadette; Quin, Darren; Steele, William K.","Manipulating wetland hydroperiod to improve occupancy rates by an endangered amphibian: modelling management scenarios","Journal of Applied Ecology","","00218901","10.1111/1365-2664.12729","https://onlinelibrary.wiley.com/doi/10.1111/1365-2664.12729","","2016-12","2021-10-27 01:11:05","2021-10-27 01:11:05","2021-10-27 01:11:05","1842-1851","","6","53","","J Appl Ecol","Manipulating wetland hydroperiod to improve occupancy rates by an endangered amphibian","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/TFLZB279/Hamer et al. - 2016 - Manipulating wetland hydroperiod to improve occupa.pdf","","","","Rohr, Jason","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
