"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"K8ZSGYHV","journalArticle","2019","Van Schmidt, Nathan D.; Kovach, Tony; Kilpatrick, A. Marm; Oviedo, Jose L.; Huntsinger, Lynn; Hruska, Tracy; Miller, Norman L.; Beissinger, Steven R.","Integrating social and ecological data to model metapopulation dynamics in coupled human and natural systems","Ecology","","0012-9658, 1939-9170","10.1002/ecy.2711","https://onlinelibrary.wiley.com/doi/10.1002/ecy.2711","Understanding how metapopulations persist in dynamic working landscapes requires assessing the behaviors of key actors that change patches as well as intrinsic factors driving turnover. Coupled human and natural systems (CHANS) research uses a multidisciplinary approach to identify the key actors, processes, and feedbacks that drive metapopulation and landscape dynamics. We describe a framework for modeling metapopulations in CHANS that integrates ecological and social data by coupling stochastic patch occupancy models of metapopulation dynamics with agent-based models of land-use change. We then apply this framework to metapopulations of the threatened black rail (Laterallus jamaicensis) and widespread Virginia rail (Rallus limicola) that inhabit patchy, irrigation-fed wetlands in the rangelands of the California Sierra Nevada foothills. We collected data from five diverse sources (rail occupancy surveys, land-use change mapping, a survey of landowner decision making, climate and reservoir databases, and mosquito trapping and West Nile virus testing) and integrated them into an agent-based stochastic patch occupancy model. We used the model to (1) quantify the drivers of metapopulation dynamics, and the potential interactions and feedbacks among them; (2) test predictions of the behavior of metapopulations in dynamic working landscapes; and (3) evaluate the impact of three policy options on metapopulation persistence (irrigation district water cutbacks during drought, incentives for landowners to create wetlands, and incentives for landowners to protect wetlands). Complex metapopulation dynamics emerged when landscapes functioned as CHANS, highlighting the importance of integrating human activities and other ecological processes into metapopulation models. Rail metapopulations were strongly top-down regulated by precipitation, and the black rail’s decade-long decline was caused by the combination of West Nile virus and drought. Theoretical predictions of the two metapopulations’ responses to dynamic landscapes and incentive programs were complicated by heterogeneity in patch quality and CHANS couplings, respectively. Irrigation cutbacks during drought posed a serious extinction risk that neither incentive policy effectively ameliorated.","2019-04-30","2021-10-27 04:37:07","2021-10-27 04:37:07","2021-10-27 04:37:07","e02711","","","","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/KSYBW6WH/Van Schmidt et al. - 2019 - Integrating social and ecological data to model me.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GEWLQBC6","journalArticle","2003","Hanski, Ilkka; Ovaskainen, Otso","Metapopulation theory for fragmented landscapes","Theoretical Population Biology","","00405809","10.1016/S0040-5809(03)00022-4","https://linkinghub.elsevier.com/retrieve/pii/S0040580903000224","We review recent developments in spatially realistic metapopulation theory, which leads to quantitative models of the dynamics of species inhabiting highly fragmented landscapes. Our emphasis is in stochastic patch occupancy models, which describe the presence or absence of the focal species in habitat patches. We discuss a number of ecologically important quantities that can be derived from the full stochastic models and their deterministic approximations, with a particular aim of characterizing the respective roles of the structure of the landscape and the properties of the species. These quantities include the threshold condition for persistence, the contributions that individual habitat patches make to metapopulation dynamics and persistence, the time to metapopulation extinction, and the effective size of a metapopulation living in a heterogeneous patch network.","2003-08","2021-10-27 04:39:14","2021-10-27 04:39:14","2021-10-27 04:39:14","119-127","","1","64","","Theoretical Population Biology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/HT3VCV9D/Hanski and Ovaskainen - 2003 - Metapopulation theory for fragmented landscapes.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UGT7FSG6","journalArticle","2018","Hodgkinson, Liam; McVinish, Ross; Pollett, Philip K.","Normal approximations for discrete-time occupancy processes","arXiv:1801.00542 [math]","","","","http://arxiv.org/abs/1801.00542","We study normal approximations for a class of discrete-time occupancy processes, namely, Markov chains with transition kernels of product Bernoulli form. This class encompasses numerous models which appear in the complex networks literature, including stochastic patch occupancy models in ecology, network models in epidemiology, and a variety of dynamic random graph models. Bounds on the rate of convergence for a central limit theorem are obtained using Stein’s method and moment inequalities on the deviation from an analogous deterministic model. As a consequence, our work also implies a uniform law of large numbers for a subclass of these processes.","2018-11-10","2021-10-27 04:39:18","2021-10-27 04:39:18","2021-10-27 04:39:18","","","","","","","","","","","","","","en","","","","","arXiv.org","","arXiv: 1801.00542","","/Users/kelleherj/Zotero/storage/HGI6AHI4/Hodgkinson et al. - 2018 - Normal approximations for discrete-time occupancy .pdf","","","60J10 (Primary) 60F05, 60F25, 92D30, 92D40 (Secondary); Mathematics - Probability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XUIWVGQX","journalArticle","","Ovaskainen, Otso; Hanski, Ilkka","From Individual Behavior to Metapopulation Dynamics: Unifying the Patchy Population and Classic Metapopulation Models","The American Naturalist","","","","","Spatially structured populations in patchy habitats show much variation in migration rate, from patchy populations in which individuals move repeatedly among habitat patches to classic metapopulations with infrequent migration among discrete populations. To establish a common framework for population dynamics in patchy habitats, we describe an individual-based model (IBM) involving a diffusion approximation of correlated random walk of individual movements. As an example, we apply the model to the Glanville fritillary butterﬂy (Melitaea cinxia) inhabiting a highly fragmented landscape. We derive stochastic patch occupancy model (SPOM) approximations for the IBMs assuming pure demographic stochasticity, uncorrelated environmental stochasticity, or completely correlated environmental stochasticity in local dynamics. Using realistic parameter values for the Glanville fritillary, we show that the SPOMs mimic the behavior of the IBMs well. The SPOMs derived from IBMs have parameters that relate directly to the life history and behavior of individuals, which is an advantage for model interpretation and parameter estimation. The modeling approach that we describe here provides a uniﬁed framework for patchy populations with much movements among habitat patches and classic metapopulations with infrequent movements.","","2021-10-27 04:39:20","2021-10-27 04:39:20","","15","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/I6SSMQL7/Ovaskainen and Hanski - From Individual Behavior to Metapopulation Dynamic.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTVBJE6X","journalArticle","2020","Schulz, Torsti; Vanhatalo, Jarno; Saastamoinen, Marjo","Long‐term demographic surveys reveal a consistent relationship between average occupancy and abundance within local populations of a butterfly metapopulation","Ecography","","0906-7590, 1600-0587","10.1111/ecog.04799","https://onlinelibrary.wiley.com/doi/10.1111/ecog.04799","","2020-02","2021-10-27 04:39:23","2021-10-27 04:39:23","2021-10-27 04:39:23","306-317","","2","43","","Ecography","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/XDTMUWGE/Schulz et al. - 2020 - Long‐term demographic surveys reveal a consistent .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFN9SVBQ","journalArticle","2011","Hanski, Ilkka; Mononen, Tommi","Eco-evolutionary dynamics of dispersal in spatially heterogeneous environments: Eco-evolutionary dynamics of dispersal","Ecology Letters","","1461023X","10.1111/j.1461-0248.2011.01671.x","https://onlinelibrary.wiley.com/doi/10.1111/j.1461-0248.2011.01671.x","Evolutionary changes in natural populations are often so fast that the evolutionary dynamics may inﬂuence ecological population dynamics and vice versa. Here we construct an eco-evolutionary model for dispersal by combining a stochastic patch occupancy metapopulation model with a model for changes in the frequency of fast-dispersing individuals in local populations. We test the model using data on allelic variation in the gene phosphoglucose isomerase (Pgi), which is strongly associated with dispersal rate in the Glanville fritillary butterfly. Population-specific measures of immigration and extinction rates and the frequency of fast-dispersing individuals among the immigrants explained 40% of spatial variation in Pgi allele frequency among 97 local populations. The model clarifies the roles of founder events and gene flow in dispersal evolution and resolves a controversy in the literature about the consequences of habitat loss and fragmentation on the evolution of dispersal.","2011-10","2021-10-27 04:39:26","2021-10-27 04:39:27","2021-10-27 04:39:26","1025-1034","","10","14","","","Eco-evolutionary dynamics of dispersal in spatially heterogeneous environments","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/RNFTV5E7/Hanski and Mononen - 2011 - Eco-evolutionary dynamics of dispersal in spatiall.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VZWNSTQL","journalArticle","2010","Lafferty, Kevin D.; Dunne, Jennifer A.","Stochastic ecological network occupancy (SENO) models: a new tool for modeling ecological networks across spatial scales","Theoretical Ecology","","1874-1738, 1874-1746","10.1007/s12080-010-0082-0","http://link.springer.com/10.1007/s12080-010-0082-0","","2010-08","2021-10-27 04:39:28","2021-10-27 04:39:29","2021-10-27 04:39:28","123-135","","3","3","","Theor Ecol","Stochastic ecological network occupancy (SENO) models","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/9HS9M4AK/Lafferty and Dunne - 2010 - Stochastic ecological network occupancy (SENO) mod.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58HJA89V","journalArticle","2011","MacPherson, Jenny L.; Bright, Paul W.","Metapopulation dynamics and a landscape approach to conservation of lowland water voles (Arvicola amphibius)","Landscape Ecology","","0921-2973, 1572-9761","10.1007/s10980-011-9669-0","http://link.springer.com/10.1007/s10980-011-9669-0","","2011-12","2021-10-27 04:39:31","2021-10-27 04:39:31","2021-10-27 04:39:31","1395-1404","","10","26","","Landscape Ecol","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/YW542BSV/MacPherson and Bright - 2011 - Metapopulation dynamics and a landscape approach t.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NC4NS85D","journalArticle","","Ovaskainen, Otso","The Effective Size of a Metapopulation Living in a Heterogeneous Patch Network","","","","","","I analyze stochastic patch occupancy models (SPOMs), which record habitat patches as empty or occupied. A problem with SPOMs has been that if the spatial structure of a heterogeneous habitat patch network is taken into account, the computational effort needed to analyze a SPOM grows as a power of 2n, where n is the number of habitat patches. I propose a computationally feasible approximation method, which approximates the behavior of a heterogeneous SPOM by an “ideal” metapopulation inhabiting a network of identical and equally connected habitat patches. The transformation to the ideal metapopulation is based on weighting the individual patch occupancies by the dynamic values of the habitat patches, which may be calculated from the deterministic mean-ﬁeld approximation of the original SPOM. Conceptually, the method resembles the calculation of the effective size of a population in the context of population genetics. I demonstrate how the method may be applied to SPOMs with ﬂexible structural assumptions and with spatially correlated and temporally varying parameter values. I apply the method to a real habitat patch network inhabited by the Glanville fritillary butterﬂy, illustrating that the metapopulation dynamics of this species are essentially driven by temporal variability in the environmental conditions.","","2021-10-27 04:39:32","2021-10-27 04:39:32","","17","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/F4UY4PHL/Ovaskainen - The Effective Size of a Metapopulation Living in a.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FGCXXY8","journalArticle","2016","Leach, Clinton B.; Webb, Colleen T.; Cross, Paul C.","When environmentally persistent pathogens transform good habitat into ecological traps","Royal Society Open Science","","2054-5703","10.1098/rsos.160051","https://royalsocietypublishing.org/doi/10.1098/rsos.160051","Habitat quality plays an important role in the dynamics and stability of wildlife metapopulations. However, the benefits of high-quality habitat may be modulated by the presence of an environmentally persistent pathogen. In some cases, the presence of environmental pathogen reservoirs on high-quality habitat may lead to the creation of ecological traps, wherein host individuals preferentially colonize high-quality habitat, but are then exposed to increased infection risk and disease-induced mortality. We explored this possibility through the development of a stochastic patch occupancy model, where we varied the pathogen’s virulence, transmission rate and environmental persistence as well as the distribution of habitat quality in the host metapopulation. This model suggests that for pathogens with intermediate levels of spread, high-quality habitat can serve as an ecological trap, and can be detrimental to host persistence relative to low-quality habitat. This inversion of the relative roles of high- and low-quality habitat highlights the importance of considering the interaction between spatial structure and pathogen transmission when managing wildlife populations exposed to an environmentally persistent pathogen.","2016-03","2021-10-27 04:39:35","2021-10-27 04:39:35","2021-10-27 04:39:35","160051","","3","3","","R. Soc. open sci.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/Z72EB3I3/Leach et al. - 2016 - When environmentally persistent pathogens transfor.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5DW3YUK","journalArticle","","Pollett, Phil","Interaction between habitat quality and an Allee-like effect in metapopulations","","","","","","","","2021-10-27 04:39:36","2021-10-27 04:39:36","","48","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/kelleherj/Zotero/storage/YLJMEZ2L/Pollett - Interaction between habitat quality and an Allee-l.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2YASP3Q7","journalArticle","2018","Wood, Connor M.; Whitmore, Sheila A.; Gutiérrez, R.J.; Sawyer, Sarah C.; Keane, John J.; Peery, M. Zachariah","Using metapopulation models to assess species conservation–ecosystem restoration trade-offs","Biological Conservation","","00063207","10.1016/j.biocon.2018.05.001","https://linkinghub.elsevier.com/retrieve/pii/S000632071731769X","Ecological restoration is needed to counter global-scale ecosystem degradation, but can conﬂict with endangered species conservation when restoration impacts habitat quality. In such cases, prioritizing long-vacant patches for restoration is an intuitively appealing strategy for minimizing the eﬀects on endangered species. Metapopulation models grounded in empirical data potentially provide a rigorous framework for developing theoretical “patch vacancy thresholds” (i.e., duration of vacancy required before implementing restoration) and assessing the implications of such criteria for restoration objectives. We develop such a model for spotted owls (Strix occidentalis), which embody the species–ecosystem dilemma given their preference for closed-canopy forests that are also susceptible to severe ﬁre and drought and hence the center of debates about forest restoration intended to reduce ﬁre and drought risk. We leveraged a > 20-year territory occupancy dataset to parameterize a Stochastic Patch Occupancy Model (SPOM) to assess relative risk to a metapopulation of owls in California under alternative conservation guidelines, including a range of vacancy thresholds. Territories with greater amounts of owl habitat were more likely to be recolonized and less likely to go extinct. Importantly, the probability of a vacant owl territory becoming recolonized declined as length of vacancy increased; territories vacant for 1 and 10 years had annual recolonization probabilities of 0.34 and 0.06, respectively. Based on our SPOM, projected territory occupancy rates declined as the vacancy threshold decreased and as habitat within territories was impacted by restoration. However, more liberal territory vacancy thresholds were projected to increase the proportion of territories (and thus landscape) that could be restored and that restored conditions could be maintained with repeated treatments. Reintroducing natural disturbance regimes, which eliminated the need for repeated treatments, was projected to reduce risk to owls, particularly with relaxed vacancy thresholds. We provide a simple, yet novel, metapopulation framework for quantifying how alternative conservation guidelines might impact owl occupancy and inﬂuence forest restoration guidelines. Similar analyses could facilitate restoration eﬀorts in other systems by more explicitly quantifying tradeoﬀs between species–ecosystem objectives.","2018-08","2021-10-27 04:42:02","2021-10-27 04:42:03","2021-10-27 04:42:02","248-257","","","224","","Biological Conservation","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/BNNPVSQE/Wood et al. - 2018 - Using metapopulation models to assess species cons.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96ZYAM2D","journalArticle","2013","George, Dylan B.; Webb, Colleen T.; Pepin, Kim M.; Savage, Lisa T.; Antolin, Michael F.","Persistence of black-tailed prairie-dog populations affected by plague in northern Colorado, USA","Ecology","","0012-9658","10.1890/12-0719.1","http://doi.wiley.com/10.1890/12-0719.1","The spatial distribution of prairie dog (Cynomys ludovicianus) colonies in North America has changed from large, contiguous populations to small, isolated colonies in metapopulations. One factor responsible for this drastic change in prairie-dog population structure is plague (caused by the bacterium Yersinia pestis). We ﬁt stochastic patch occupancy models to 20 years of prairie-dog colony occupancy data from two discrete metapopulations (west and east) in the Pawnee National Grassland in Colorado, USA, that differ in connectivity among suitable habitat patches. We conducted model selection between two hypothesized modes of plague movement: independent of prairie-dog dispersal (colony-area) vs. plague movement consistent with prairie-dog dispersal (connectivity to extinct colonies). The best model, which ﬁt the data well (area under the curve [AUC]: 0.94 west area; 0.79 east area), revealed that over time the proportion of extant colonies was better explained by colony size than by connectivity to extinct (plagued) colonies. The idea that prairie dogs are not likely to be the main vector that spreads Y. pestis across the landscape is supported by the observation that colony extinctions are primarily caused by plague, prairie-dog dispersal is short range, and connectivity to extinct colonies was not selected as a factor in the models. We also conducted simulations with the best model to examine long-term patterns of colony occupancy and persistence of prairie-dog metapopulations. In the case where the metapopulations persist, our model predicted that the western metapopulation would have a colony occupancy rate approximately 2.5 times higher than that of the eastern metapopulation (;50% occupied colonies vs. 20%) in 50 years, but that the western metapopulation has ;80% chance of extinction in 100 years while the eastern metapopulation has a less than 25% chance. Extinction probability of individual colonies depended on the frequency with which colonies of the same size class occurred in the metapopulation. Thus, the long-term persistence of prairie-dog metapopulations depended on speciﬁc details of the metapopulation.","2013-07","2021-10-27 04:42:05","2021-10-27 04:42:05","2021-10-27 04:42:05","1572-1583","","7","94","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/3ZV55UJW/George et al. - 2013 - Persistence of black-tailed prairie-dog population.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62IPBQSL","journalArticle","2003","ter Braak, Cajo J. F.; Etienne, Rampal S.","IMPROVED BAYESIAN ANALYSIS OF METAPOPULATION DATA WITH AN APPLICATION TO A TREE FROG METAPOPULATION","Ecology","","0012-9658","10.1890/0012-9658(2003)084[0231:IBAOMD]2.0.CO;2","http://doi.wiley.com/10.1890/0012-9658(2003)084[0231:IBAOMD]2.0.CO;2","Metapopulation models are important tools to predict whether a species can persist in a landscape consisting of habitat patches. Here a Bayesian method is presented for estimating parameters of such models from data on patch occupancy in one or more years. Earlier methods were either ad hoc, produced only point estimates, or could only use turnover information. The new method is based on the assumption of quasi-stationarity, which enables it to use not only turnover data, but also snapshot data. Being Bayesian, the method produces reliable information about the uncertainty of the parameters and modelbased predictions in the form of posterior distributions. It is computationally demanding, but considerably faster than a recently developed Bayesian method extended beyond turnover data. The method is compared with existing methods (placed in a Bayesian framework) by ﬁtting an extended incidence function model to a data set on a tree frog metapopulation with many missing values and by predicting its viability, mean occupancy, and turnover rate after 100 yr.","2003-01","2021-10-27 04:42:08","2021-10-27 04:42:08","2021-10-27 04:42:08","231-241","","1","84","","Ecology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/AN5BA8YN/ter Braak and Etienne - 2003 - IMPROVED BAYESIAN ANALYSIS OF METAPOPULATION DATA .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q6Y2RRU3","journalArticle","2010","Buckley, F.M.; Pollett, P.K.","Analytical methods for a stochastic mainland–island metapopulation model","Ecological Modelling","","03043800","10.1016/j.ecolmodel.2010.02.017","https://linkinghub.elsevier.com/retrieve/pii/S0304380010001134","We study a class of chain-binomial metapopulation models, giving special attention to the ‘mainland–island’ conﬁguration, where patches receive immigrants from an external source. We evaluate the distribution of the number nt of occupied patches at any census time t and establish a law of large numbers that identiﬁes a deterministic trajectory which can be used to approximate the process when the number of patches is large. We also establish a central limit law, which shows that the ﬂuctuations about this trajectory are approximately normally distributed. We describe brieﬂy much ﬁner results that can be used for model calibration.","2010-10","2021-10-27 04:42:11","2021-10-27 04:42:11","2021-10-27 04:42:11","2526-2530","","21","221","","Ecological Modelling","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/F9ESRTU6/Buckley and Pollett - 2010 - Analytical methods for a stochastic mainland–islan.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVBC3PL7","journalArticle","2018","Laroche, Fabien; Paltto, Heidi; Ranius, Thomas","Abundance-based detectability in a spatially-explicit metapopulation: a case study on a vulnerable beetle species in hollow trees","Oecologia","","0029-8549, 1432-1939","10.1007/s00442-018-4220-5","http://link.springer.com/10.1007/s00442-018-4220-5","In many fragmented habitats, the detectability of a population in a habitat patch closely depends on the local abundance of individuals. However, metapopulation studies rarely connect abundance and detectability. We propose a framework for using abundance-based estimates of detectability in the analysis of a spatially-explicit stochastic patch occupancy model (SPOM). We illustrate our approach with the example of Tenebrio opacus, a beetle inhabiting hollows in old trees, and have based it on a 6-year monitoring programme of adult beetles in an area harbouring a high density of old oaks. We validated our abundance-based methodology by showing that the estimates of detectability were positively and significantly correlated with those obtained from presence/absence data (Pearson r = 0.54, p < 2E−16) in our study system. We further showed that the height of the hollow on the tree and the area of its entrance hole, the living status and girth of the host tree, and the time of survey significantly affected the detectability of beetle populations. Median detectability was 51% for one survey. The SPOM analysis revealed a high but heterogeneous extinction risk among trees, suggesting a metapopulation dynamics between the “classic” and “mainland–island” paradigms. However, it also indicated unexplained beetle colonization of trees in our study, despite the fact that we included limited detectability in our estimation procedure. This may have been due to the cryptic larval stage of T. opacus and may thus invalidate the use of a classic SPOM in our study system.","2018-11","2021-10-27 04:42:14","2021-10-27 04:42:14","2021-10-27 04:42:14","671-682","","3","188","","Oecologia","Abundance-based detectability in a spatially-explicit metapopulation","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/VQA2CVVZ/Laroche et al. - 2018 - Abundance-based detectability in a spatially-expli.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AW3WNTGG","journalArticle","2020","Mestre, Frederico; Pita, Ricardo; Mira, António; Beja, Pedro","Species traits, patch turnover and successional dynamics: when does intermediate disturbance favour metapopulation occupancy?","BMC Ecology","","1472-6785","10.1186/s12898-019-0273-5","https://bmcecol.biomedcentral.com/articles/10.1186/s12898-019-0273-5","Background:  In fragmented landscapes, natural and anthropogenic disturbances coupled with successional processes result in the destruction and creation of habitat patches. Disturbances are expected to reduce metapopulation occupancy for species associated with stable habitats, but they may benefit species adapted to transitory habitats by maintaining a dynamic mosaic of successional stages. However, while early-successional species may be favoured by very frequent disturbances resetting successional dynamics, metapopulation occupancy may be highest at intermediate disturbance levels for species with mid-successional habitat preferences, though this may be conditional on species traits and patch network characteristics. Here we test this ‘intermediate disturbance hypothesis’ applied to metapopulations (MIDH), using stochastic patch occupancy simulation modelling to assess when does intermediate disturbance favour metapopulation occupancy. We focused on 54 virtual species varying in their habitat preferences, dispersal abilities and local extinction and colonization rates. Long-term metapopulation dynamics was estimated in landscapes with different habitat amounts and patch turnover rates (i.e. disturbance frequency). Results:  Equilibrium metapopulation occupancy by late-successional species strongly declined with increasing disturbance frequency, while occupancy by early-successional species increased with disturbance frequency at low disturbance levels and tended to level-off thereafter. Occupancy by mid-successional species tended to increase along with disturbance frequency at low disturbance levels and declining thereafter. Irrespective of habitat preferences, occupancy increased with the amount of habitat, and with species dispersal ability and colonisation efficiency. Conclusions:  Our study suggests that MIDH is verified only for species associated with mid-successional habitats. These species may be particularly sensitive to land use changes causing either increases or decreases in disturbance frequency. This may be the case, for instance, of species associated with traditional agricultural and pastoral mosaic landscapes, where many species disappear either through intensification or abandonment processes that change disturbance frequency.","2020-12","2021-10-27 04:42:16","2021-10-27 04:42:16","2021-10-27 04:42:16","2","","1","20","","BMC Ecol","Species traits, patch turnover and successional dynamics","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/THRMXMYU/Mestre et al. - 2020 - Species traits, patch turnover and successional dy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AWYZ2QH8","journalArticle","2017","Ovaskainen, Otso","The Interplay between Immigration and Local Population Dynamics in Metapopulations","Annales Zoologici Fennici","","0003-455X, 1797-2450","10.5735/086.054.0111","http://www.bioone.org/doi/10.5735/086.054.0111","","2017-04","2021-10-27 04:42:18","2021-10-27 04:42:18","2021-10-27 04:42:18","113-121","","1-4","54","","Annales Zoologici Fennici","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/MNNQBNFP/Ovaskainen - 2017 - The Interplay between Immigration and Local Popula.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTHRWJ2D","journalArticle","2007","Purves, Drew W.; Zavala, Miguel A.; Ogle, Kiona; Prieto, Fernando; Benayas, José M. Rey","ENVIRONMENTAL HETEROGENEITY, BIRD-MEDIATED DIRECTED DISPERSAL, AND OAK WOODLAND DYNAMICS IN MEDITERRANEAN SPAIN","Ecological Monographs","","0012-9615","10.1890/05-1923","http://doi.wiley.com/10.1890/05-1923","Vegetation dynamics in complex landscapes depend on interactions among environmental heterogeneity, disturbance, habitat fragmentation, and seed dispersal processes. We explore how these features combine to affect the regional abundances and distributions of three Quercus (oak) species in central Spain: Q. faginea (deciduous tree), Q. ilex (evergreen tree), and Q. coccifera (evergreen shrub). We develop and parameterize a stochastic patch occupancy model (SPOM) that, unlike previous SPOMs, includes environmentally driven variation in disturbance and establishment. Dispersal in the model is directed toward local (nearby) suitable habitat patches, following the observed seed-caching behavior of the European Jay. Model parameters were estimated using Bayesian methods and survey data from 12 047 plots. Model simulations were conducted to explore the importance of different dispersal modes (local directed, global directed, local random, global random). The SPOM with local directed dispersal gave a much better ﬁt to the data and reproduced observed regional abundance, abundance–environment correlations, and spatial autocorrelation in abundance for all three species. Model simulations suggest that jay-mediated directed dispersal increases regional abundance and alters species–environment correlations. Local dispersal is estimated to reduce regional abundances, amplify species–environment correlations, and amplify spatial autocorrelation.","2007-02","2021-10-27 04:42:20","2021-10-27 04:42:20","2021-10-27 04:42:20","77-97","","1","77","","Ecological Monographs","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/UFYYGPET/Purves et al. - 2007 - ENVIRONMENTAL HETEROGENEITY, BIRD-MEDIATED DIRECTE.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S4RIM73L","journalArticle","2017","Soubeyrand, Samuel; Laine, Anna-Liisa","When Group Dispersal and Allee Effect Shape Metapopulation Dynamics","Annales Zoologici Fennici","","0003-455X, 1797-2450","10.5735/086.054.0112","http://www.bioone.org/doi/10.5735/086.054.0112","","2017-04","2021-10-27 04:42:23","2021-10-27 04:42:23","2021-10-27 04:42:23","123-138","","1-4","54","","Annales Zoologici Fennici","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/kelleherj/Zotero/storage/DZNG7SE3/Soubeyrand and Laine - 2017 - When Group Dispersal and Allee Effect Shape Metapo.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
